TABLE=041 | AREA=Xã Gia Kiệm
--- SEQUENCE=3 | SECTION=agricultural | PAGES=732-940 | LINES=13531 ---
P=0788 | X=0248.600-0324.570 | Y=0587.350-0598.510 | số 571, tờ BĐĐC
P=0788 | X=0248.600-0333.060 | Y=0598.850-0610.010 | số 252 về bên phải
P=0788 | X=0333.850-0412.600 | Y=0604.600-0615.760 | Hết trường THCS
P=0788 | X=0093.100-0183.110 | Y=0610.350-0621.510 | 351 Đường tỉnh 765
P=0788 | X=0248.600-0321.950 | Y=0610.350-0621.510 | và hết ranh thửa
P=0788 | X=0459.300-0475.980 | Y=0610.350-0621.510 | 570
P=0788 | X=0495.900-0512.580 | Y=0610.350-0621.510 | 400
P=0788 | X=0333.850-0391.640 | Y=0616.100-0627.260 | Nguyễn Hiền
P=0788 | X=0248.600-0310.130 | Y=0621.850-0633.010 | đất số 458, tờ
P=0788 | X=0248.600-0323.030 | Y=0633.350-0644.510 | BĐĐC số 252 về
P=0788 | X=0248.600-0281.930 | Y=0644.850-0656.010 | bên trái
P=0788 | X=0093.100-0436.910 | Y=0663.100-0674.260 | 352 Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765 đoạn từ
P=0788 | X=0459.300-0475.980 | Y=0663.100-0674.260 | 380
P=0788 | X=0495.900-0512.580 | Y=0663.100-0674.260 | 250
P=0788 | X=0113.200-0433.600 | Y=0674.600-0685.760 | Hết ranh thửa đất số 571, tờ BĐĐC số 252 về bên phải và hết ranh thửa
P=0788 | X=0113.200-0426.220 | Y=0686.100-0697.260 | đất số 458, tờ BĐĐC số 252 về bên trái đến Hết trường THCS Nguyễn
P=0788 | X=0113.200-0343.100 | Y=0697.600-0708.760 | Hiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0789 | X=0113.200-0344.030 | Y=0079.100-0090.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0789 | X=0113.200-0389.860 | Y=0096.600-0107.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0789 | X=0113.200-0436.910 | Y=0114.850-0126.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765 đoạn từ
P=0789 | X=0113.200-0433.600 | Y=0126.350-0137.510 | Hết ranh thửa đất số 571, tờ BĐĐC số 252 về bên phải và hết ranh thửa
P=0789 | X=0113.200-0426.220 | Y=0137.850-0149.010 | đất số 458, tờ BĐĐC số 252 về bên trái đến Hết trường THCS Nguyễn
P=0789 | X=0113.200-0343.100 | Y=0149.350-0160.510 | Hiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0789 | X=0093.100-0344.380 | Y=0164.100-0178.010 | 353 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0789 | X=0459.300-0475.980 | Y=0164.100-0175.260 | 300
P=0789 | X=0495.900-0512.580 | Y=0164.100-0175.260 | 200
P=0789 | X=0113.200-0419.120 | Y=0184.350-0195.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0789 | X=0113.200-0154.780 | Y=0195.850-0207.010 | ≤1.000m.
P=0789 | X=0113.200-0336.050 | Y=0213.350-0224.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0789 | X=0113.200-0436.910 | Y=0231.600-0242.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765 đoạn từ
P=0789 | X=0113.200-0433.600 | Y=0243.100-0254.260 | Hết ranh thửa đất số 571, tờ BĐĐC số 252 về bên phải và hết ranh thửa
P=0789 | X=0113.200-0426.220 | Y=0254.600-0265.760 | đất số 458, tờ BĐĐC số 252 về bên trái đến Hết trường THCS Nguyễn
P=0789 | X=0093.100-0343.100 | Y=0266.100-0277.510 | 354 Hiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0789 | X=0459.300-0475.980 | Y=0266.350-0277.510 | 220
P=0789 | X=0495.900-0512.580 | Y=0266.350-0277.510 | 140
P=0789 | X=0113.200-0398.540 | Y=0283.600-0294.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0789 | X=0113.200-0336.390 | Y=0301.100-0312.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0789 | X=0113.200-0432.460 | Y=0319.350-0330.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0789 | X=0113.200-0446.390 | Y=0330.850-0342.010 | tỉnh 765 đoạn từ Hết ranh thửa đất số 571, tờ BĐĐC số 252 về bên phải và
P=0789 | X=0113.200-0421.810 | Y=0342.350-0353.510 | hết ranh thửa đất số 458, tờ BĐĐC số 252 về bên trái đến Hết trường
P=0789 | X=0093.100-0410.320 | Y=0353.850-0365.260 | 355 THCS Nguyễn Hiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0789 | X=0459.300-0475.980 | Y=0354.100-0365.260 | 380
P=0789 | X=0495.900-0512.580 | Y=0354.100-0365.260 | 250
P=0789 | X=0113.200-0344.030 | Y=0371.350-0382.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0789 | X=0113.200-0389.860 | Y=0388.850-0400.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0789 | X=0113.200-0432.460 | Y=0407.100-0418.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0789 | X=0113.200-0446.390 | Y=0418.600-0429.760 | tỉnh 765 đoạn từ Hết ranh thửa đất số 571, tờ BĐĐC số 252 về bên phải và
P=0789 | X=0113.200-0421.810 | Y=0430.100-0441.260 | hết ranh thửa đất số 458, tờ BĐĐC số 252 về bên trái đến Hết trường
P=0789 | X=0113.200-0410.320 | Y=0441.600-0452.760 | THCS Nguyễn Hiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0789 | X=0093.100-0344.380 | Y=0456.350-0470.260 | 356 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0789 | X=0459.300-0475.980 | Y=0456.350-0467.510 | 300
P=0789 | X=0495.900-0512.580 | Y=0456.350-0467.510 | 200
P=0789 | X=0113.200-0419.120 | Y=0476.600-0487.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0789 | X=0113.200-0154.780 | Y=0488.100-0499.260 | ≤1.000m.
P=0789 | X=0113.200-0336.050 | Y=0505.600-0516.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0789 | X=0113.200-0432.460 | Y=0523.850-0535.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0789 | X=0113.200-0446.390 | Y=0535.350-0546.510 | tỉnh 765 đoạn từ Hết ranh thửa đất số 571, tờ BĐĐC số 252 về bên phải và
P=0789 | X=0113.200-0421.810 | Y=0546.850-0558.010 | hết ranh thửa đất số 458, tờ BĐĐC số 252 về bên trái đến Hết trường
P=0789 | X=0093.100-0410.320 | Y=0558.350-0569.760 | 357 THCS Nguyễn Hiền có hiện trạng là đường nhựa, bê tông xi măng:
P=0789 | X=0459.300-0475.980 | Y=0558.600-0569.760 | 220
P=0789 | X=0495.900-0512.580 | Y=0558.600-0569.760 | 140
P=0789 | X=0113.200-0398.540 | Y=0575.850-0587.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0789 | X=0113.200-0336.390 | Y=0593.350-0604.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0789 | X=0248.600-0327.350 | Y=0611.600-0622.760 | Hết trường THCS
P=0789 | X=0093.100-0183.110 | Y=0617.350-0628.510 | 358 Đường tỉnh 765
P=0789 | X=0333.850-0422.630 | Y=0617.350-0628.510 | Đường gom cao tốc
P=0789 | X=0459.300-0475.980 | Y=0617.350-0628.510 | 570
P=0789 | X=0495.900-0512.580 | Y=0617.350-0628.510 | 400
P=0789 | X=0248.600-0306.390 | Y=0623.100-0634.260 | Nguyễn Hiền
P=0789 | X=0113.200-0436.910 | Y=0641.350-0652.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765 đoạn từ
P=0789 | X=0113.200-0434.630 | Y=0652.850-0664.010 | Hết trường THCS Nguyễn Hiền đến Đường gom cao tốc có hiện trạng là
P=0789 | X=0113.200-0248.680 | Y=0664.350-0675.510 | đường nhựa, bê tông xi măng:
P=0789 | X=0093.100-0109.780 | Y=0670.350-0681.510 | 359
P=0789 | X=0459.300-0475.980 | Y=0670.350-0681.510 | 380
P=0789 | X=0495.900-0512.580 | Y=0670.350-0681.510 | 250
P=0789 | X=0113.200-0344.030 | Y=0681.850-0693.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0789 | X=0113.200-0389.860 | Y=0699.350-0710.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0790 | X=0113.200-0436.910 | Y=0079.100-0090.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765 đoạn từ
P=0790 | X=0113.200-0434.630 | Y=0090.600-0101.760 | Hết trường THCS Nguyễn Hiền đến Đường gom cao tốc có hiện trạng là
P=0790 | X=0113.200-0248.680 | Y=0102.100-0113.260 | đường nhựa, bê tông xi măng:
P=0790 | X=0093.100-0344.380 | Y=0119.600-0133.760 | 360 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0790 | X=0459.300-0475.980 | Y=0122.600-0133.760 | 300
P=0790 | X=0495.900-0512.580 | Y=0122.600-0133.760 | 200
P=0790 | X=0113.200-0419.120 | Y=0137.100-0148.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0790 | X=0113.200-0154.780 | Y=0148.600-0159.760 | ≤1.000m.
P=0790 | X=0113.200-0336.050 | Y=0166.100-0177.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0790 | X=0113.200-0436.910 | Y=0184.350-0195.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765 đoạn từ
P=0790 | X=0113.200-0434.630 | Y=0195.850-0207.010 | Hết trường THCS Nguyễn Hiền đến Đường gom cao tốc có hiện trạng là
P=0790 | X=0113.200-0248.680 | Y=0207.350-0218.510 | đường nhựa, bê tông xi măng:
P=0790 | X=0093.100-0109.780 | Y=0213.350-0224.510 | 361
P=0790 | X=0459.300-0475.980 | Y=0213.350-0224.510 | 220
P=0790 | X=0495.900-0512.580 | Y=0213.350-0224.510 | 140
P=0790 | X=0113.200-0398.540 | Y=0224.850-0236.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0790 | X=0113.200-0336.390 | Y=0242.350-0253.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0790 | X=0113.200-0432.460 | Y=0260.600-0271.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0790 | X=0113.200-0439.100 | Y=0272.100-0283.260 | tỉnh 765 đoạn từ Hết trường THCS Nguyễn Hiền đến Đường gom cao tốc
P=0790 | X=0113.200-0319.780 | Y=0283.600-0294.760 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0790 | X=0093.100-0109.780 | Y=0289.600-0300.760 | 362
P=0790 | X=0459.300-0475.980 | Y=0289.600-0300.760 | 380
P=0790 | X=0495.900-0512.580 | Y=0289.600-0300.760 | 250
P=0790 | X=0113.200-0344.030 | Y=0301.100-0312.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0790 | X=0113.200-0389.860 | Y=0318.600-0329.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0790 | X=0113.200-0432.460 | Y=0336.850-0348.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0790 | X=0113.200-0439.100 | Y=0348.350-0359.510 | tỉnh 765 đoạn từ Hết trường THCS Nguyễn Hiền đến Đường gom cao tốc
P=0790 | X=0113.200-0319.780 | Y=0359.850-0371.010 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0790 | X=0093.100-0344.380 | Y=0377.350-0391.510 | 363 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0790 | X=0459.300-0475.980 | Y=0380.350-0391.510 | 300
P=0790 | X=0495.900-0512.580 | Y=0380.350-0391.510 | 200
P=0790 | X=0113.200-0419.120 | Y=0394.850-0406.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0790 | X=0113.200-0154.780 | Y=0406.350-0417.510 | ≤1.000m.
P=0790 | X=0113.200-0336.050 | Y=0423.850-0435.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0790 | X=0113.200-0432.460 | Y=0442.100-0453.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0790 | X=0113.200-0439.100 | Y=0453.600-0464.760 | tỉnh 765 đoạn từ Hết trường THCS Nguyễn Hiền đến Đường gom cao tốc
P=0790 | X=0113.200-0319.780 | Y=0465.100-0476.260 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0790 | X=0093.100-0109.780 | Y=0471.100-0482.260 | 364
P=0790 | X=0459.300-0475.980 | Y=0471.100-0482.260 | 220
P=0790 | X=0495.900-0512.580 | Y=0471.100-0482.260 | 140
P=0790 | X=0113.200-0398.540 | Y=0482.600-0493.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0790 | X=0113.200-0336.390 | Y=0500.100-0511.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0790 | X=0248.600-0321.280 | Y=0518.350-0529.510 | Đường gom cao
P=0790 | X=0093.100-0183.110 | Y=0524.100-0535.260 | 365 Đường tỉnh 765
P=0790 | X=0333.850-0444.400 | Y=0524.100-0535.260 | Cầu Lang Minh (Cầu Ba)
P=0790 | X=0459.300-0475.980 | Y=0524.100-0535.260 | 570
P=0790 | X=0495.900-0512.580 | Y=0524.100-0535.260 | 400
P=0790 | X=0248.600-0261.930 | Y=0529.850-0541.010 | tốc
P=0790 | X=0113.200-0436.910 | Y=0548.100-0559.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765 đoạn từ
P=0790 | X=0113.200-0438.530 | Y=0559.600-0570.760 | Đường gom cao tốc đến Cầu Lang Minh (Cầu Ba) có hiện trạng là đường
P=0790 | X=0113.200-0215.990 | Y=0571.100-0582.260 | nhựa, bê tông xi măng:
P=0790 | X=0093.100-0109.780 | Y=0577.100-0588.260 | 366
P=0790 | X=0459.300-0475.980 | Y=0577.100-0588.260 | 380
P=0790 | X=0495.900-0512.580 | Y=0577.100-0588.260 | 250
P=0790 | X=0113.200-0344.030 | Y=0588.600-0599.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0790 | X=0113.200-0389.860 | Y=0606.100-0617.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0790 | X=0093.100-0436.910 | Y=0624.350-0635.510 | 367 Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765 đoạn từ
P=0790 | X=0459.300-0475.980 | Y=0624.350-0635.510 | 300
P=0790 | X=0495.900-0512.580 | Y=0624.350-0635.510 | 200
P=0790 | X=0113.200-0438.530 | Y=0635.850-0647.010 | Đường gom cao tốc đến Cầu Lang Minh (Cầu Ba) có hiện trạng là đường
P=0790 | X=0113.200-0215.990 | Y=0647.350-0658.510 | nhựa, bê tông xi măng:
P=0790 | X=0113.200-0344.380 | Y=0664.850-0676.010 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0790 | X=0113.200-0419.120 | Y=0682.350-0693.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0790 | X=0113.200-0154.780 | Y=0693.850-0705.010 | ≤1.000m.
P=0791 | X=0113.200-0336.050 | Y=0079.100-0090.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0791 | X=0113.200-0436.910 | Y=0097.350-0108.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 765 đoạn từ
P=0791 | X=0113.200-0438.530 | Y=0108.850-0120.010 | Đường gom cao tốc đến Cầu Lang Minh (Cầu Ba) có hiện trạng là đường
P=0791 | X=0113.200-0215.990 | Y=0120.350-0131.510 | nhựa, bê tông xi măng:
P=0791 | X=0093.100-0109.780 | Y=0126.350-0137.510 | 368
P=0791 | X=0459.300-0475.980 | Y=0126.350-0137.510 | 220
P=0791 | X=0495.900-0512.580 | Y=0126.350-0137.510 | 140
P=0791 | X=0113.200-0398.540 | Y=0137.850-0149.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0791 | X=0113.200-0336.390 | Y=0155.350-0166.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0791 | X=0113.200-0432.460 | Y=0173.600-0184.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0791 | X=0113.200-0445.310 | Y=0185.100-0196.260 | tỉnh 765 đoạn từ Đường gom cao tốc đến Cầu Lang Minh (Cầu Ba) có hiện
P=0791 | X=0113.200-0284.780 | Y=0196.600-0207.760 | trạng là đường nhựa, bê tông xi măng:
P=0791 | X=0093.100-0109.780 | Y=0202.600-0213.760 | 369
P=0791 | X=0459.300-0475.980 | Y=0202.600-0213.760 | 380
P=0791 | X=0495.900-0512.580 | Y=0202.600-0213.760 | 250
P=0791 | X=0113.200-0344.030 | Y=0214.100-0225.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0791 | X=0113.200-0389.860 | Y=0231.600-0242.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0791 | X=0113.200-0432.460 | Y=0249.850-0261.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0791 | X=0113.200-0445.310 | Y=0261.350-0272.510 | tỉnh 765 đoạn từ Đường gom cao tốc đến Cầu Lang Minh (Cầu Ba) có hiện
P=0791 | X=0113.200-0284.780 | Y=0272.850-0284.010 | trạng là đường nhựa, bê tông xi măng:
P=0791 | X=0093.100-0344.380 | Y=0290.350-0304.510 | 370 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0791 | X=0459.300-0475.980 | Y=0293.350-0304.510 | 300
P=0791 | X=0495.900-0512.580 | Y=0293.350-0304.510 | 200
P=0791 | X=0113.200-0419.120 | Y=0307.850-0319.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0791 | X=0113.200-0154.780 | Y=0319.350-0330.510 | ≤1.000m.
P=0791 | X=0113.200-0336.050 | Y=0336.850-0348.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0791 | X=0113.200-0432.460 | Y=0355.100-0366.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0791 | X=0113.200-0445.310 | Y=0366.600-0377.760 | tỉnh 765 đoạn từ Đường gom cao tốc đến Cầu Lang Minh (Cầu Ba) có hiện
P=0791 | X=0113.200-0284.780 | Y=0378.100-0389.260 | trạng là đường nhựa, bê tông xi măng:
P=0791 | X=0093.100-0109.780 | Y=0384.100-0395.260 | 371
P=0791 | X=0459.300-0475.980 | Y=0384.100-0395.260 | 220
P=0791 | X=0495.900-0512.580 | Y=0384.100-0395.260 | 140
P=0791 | X=0113.200-0398.540 | Y=0395.600-0406.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0791 | X=0113.200-0336.390 | Y=0413.100-0424.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0791 | X=0333.850-0439.840 | Y=0431.350-0442.510 | Ranh thửa đất số 01, tờ
P=0791 | X=0093.100-0195.870 | Y=0442.850-0454.010 | 372 Đường Việt Kiều 5
P=0791 | X=0248.600-0291.370 | Y=0442.850-0454.010 | Quốc lộ 1
P=0791 | X=0333.850-0437.730 | Y=0442.850-0454.010 | BĐĐC số 267 (xã Xuân
P=0791 | X=0459.300-0475.980 | Y=0442.850-0454.010 | 530
P=0791 | X=0495.900-0512.580 | Y=0442.850-0454.010 | 330
P=0791 | X=0333.850-0353.300 | Y=0454.350-0465.510 | Lộc)
P=0791 | X=0113.200-0437.450 | Y=0472.600-0483.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Việt Kiều 5 đoạn
P=0791 | X=0113.200-0438.610 | Y=0484.100-0495.260 | từ Quốc lộ 1 đến Ranh thửa đất số 01, tờ BĐĐC số 267 (xã Xuân Lộc) có
P=0791 | X=0113.200-0306.440 | Y=0495.600-0506.760 | hiện trạng là đường nhựa, bê tông xi măng:
P=0791 | X=0093.100-0109.780 | Y=0501.600-0512.760 | 373
P=0791 | X=0459.300-0475.980 | Y=0501.600-0512.760 | 350
P=0791 | X=0495.900-0512.580 | Y=0501.600-0512.760 | 200
P=0791 | X=0113.200-0344.030 | Y=0513.100-0524.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0791 | X=0113.200-0389.860 | Y=0530.600-0541.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0791 | X=0113.200-0437.450 | Y=0548.850-0560.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Việt Kiều 5 đoạn
P=0791 | X=0113.200-0438.610 | Y=0560.350-0571.510 | từ Quốc lộ 1 đến Ranh thửa đất số 01, tờ BĐĐC số 267 (xã Xuân Lộc) có
P=0791 | X=0113.200-0306.440 | Y=0571.850-0583.010 | hiện trạng là đường nhựa, bê tông xi măng:
P=0791 | X=0093.100-0344.380 | Y=0589.350-0603.510 | 374 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0791 | X=0459.300-0475.980 | Y=0592.350-0603.510 | 260
P=0791 | X=0495.900-0512.580 | Y=0592.350-0603.510 | 150
P=0791 | X=0113.200-0419.120 | Y=0606.850-0618.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0791 | X=0113.200-0154.780 | Y=0618.350-0629.510 | ≤1.000m.
P=0791 | X=0113.200-0336.050 | Y=0635.850-0647.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0791 | X=0093.100-0437.450 | Y=0654.100-0665.260 | 375 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Việt Kiều 5 đoạn
P=0791 | X=0459.300-0475.980 | Y=0654.100-0665.260 | 180
P=0791 | X=0495.900-0512.580 | Y=0654.100-0665.260 | 110
P=0791 | X=0113.200-0438.610 | Y=0665.600-0676.760 | từ Quốc lộ 1 đến Ranh thửa đất số 01, tờ BĐĐC số 267 (xã Xuân Lộc) có
P=0791 | X=0113.200-0306.440 | Y=0677.100-0688.260 | hiện trạng là đường nhựa, bê tông xi măng:
P=0791 | X=0113.200-0398.540 | Y=0694.600-0705.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0792 | X=0113.200-0336.390 | Y=0079.100-0090.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0792 | X=0113.200-0432.460 | Y=0097.350-0108.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0792 | X=0113.200-0436.380 | Y=0108.850-0120.010 | Việt Kiều 5 đoạn từ Quốc lộ 1 đến Ranh thửa đất số 01, tờ BĐĐC số 267
P=0792 | X=0113.200-0384.780 | Y=0120.350-0131.510 | (xã Xuân Lộc) có hiện trạng là đường nhựa, bê tông xi măng:
P=0792 | X=0093.100-0109.780 | Y=0126.350-0137.510 | 376
P=0792 | X=0459.300-0475.980 | Y=0126.350-0137.510 | 350
P=0792 | X=0495.900-0512.580 | Y=0126.350-0137.510 | 200
P=0792 | X=0113.200-0344.030 | Y=0137.850-0149.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0792 | X=0113.200-0389.860 | Y=0155.350-0166.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0792 | X=0113.200-0432.460 | Y=0173.600-0184.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0792 | X=0113.200-0436.380 | Y=0185.100-0196.260 | Việt Kiều 5 đoạn từ Quốc lộ 1 đến Ranh thửa đất số 01, tờ BĐĐC số 267
P=0792 | X=0113.200-0384.780 | Y=0196.600-0207.760 | (xã Xuân Lộc) có hiện trạng là đường nhựa, bê tông xi măng:
P=0792 | X=0093.100-0344.380 | Y=0214.100-0228.260 | 377 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0792 | X=0459.300-0475.980 | Y=0217.100-0228.260 | 260
P=0792 | X=0495.900-0512.580 | Y=0217.100-0228.260 | 150
P=0792 | X=0113.200-0419.120 | Y=0231.600-0242.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0792 | X=0113.200-0154.780 | Y=0243.100-0254.260 | ≤1.000m.
P=0792 | X=0113.200-0336.050 | Y=0260.600-0271.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0792 | X=0113.200-0432.460 | Y=0278.850-0290.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0792 | X=0113.200-0436.380 | Y=0290.350-0301.510 | Việt Kiều 5 đoạn từ Quốc lộ 1 đến Ranh thửa đất số 01, tờ BĐĐC số 267
P=0792 | X=0113.200-0384.780 | Y=0301.850-0313.010 | (xã Xuân Lộc) có hiện trạng là đường nhựa, bê tông xi măng:
P=0792 | X=0093.100-0109.780 | Y=0307.850-0319.010 | 378
P=0792 | X=0459.300-0475.980 | Y=0307.850-0319.010 | 180
P=0792 | X=0495.900-0512.580 | Y=0307.850-0319.010 | 110
P=0792 | X=0113.200-0398.540 | Y=0319.350-0330.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0792 | X=0113.200-0336.390 | Y=0336.850-0348.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0792 | X=0333.850-0447.730 | Y=0355.100-0366.260 | Hết ranh thửa đất số 329,
P=0792 | X=0333.850-0439.820 | Y=0366.600-0377.760 | tờ BĐĐC số 290 về bên
P=0792 | X=0093.100-0195.870 | Y=0378.100-0389.260 | 379 Đường Việt Kiều 2
P=0792 | X=0248.600-0291.370 | Y=0378.100-0389.260 | Quốc lộ 1
P=0792 | X=0333.850-0445.520 | Y=0378.100-0389.260 | phải hết ranh thửa đất số
P=0792 | X=0459.300-0475.980 | Y=0378.100-0389.260 | 530
P=0792 | X=0495.900-0512.580 | Y=0378.100-0389.260 | 330
P=0792 | X=0333.850-0442.590 | Y=0389.600-0400.760 | 296, tờ BĐĐC số 290 về
P=0792 | X=0333.850-0428.290 | Y=0401.100-0412.260 | bên trái, xã Xuân Lộc
P=0792 | X=0113.200-0437.450 | Y=0419.350-0430.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Việt Kiều 2 đoạn
P=0792 | X=0113.200-0434.730 | Y=0430.850-0442.010 | từ Quốc lộ 1 đến Hết ranh thửa đất số 329, tờ BĐĐC số 290 về bên phải
P=0792 | X=0113.200-0446.920 | Y=0442.350-0453.510 | hết ranh thửa đất số 296, tờ BĐĐC số 290 về bên trái, xã Xuân Lộc có hiện
P=0792 | X=0093.100-0284.780 | Y=0453.850-0465.260 | 380 trạng là đường nhựa, bê tông xi măng:
P=0792 | X=0459.300-0475.980 | Y=0454.100-0465.260 | 350
P=0792 | X=0495.900-0512.580 | Y=0454.100-0465.260 | 200
P=0792 | X=0113.200-0344.030 | Y=0471.350-0482.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0792 | X=0113.200-0389.860 | Y=0488.850-0500.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0792 | X=0113.200-0437.450 | Y=0507.100-0518.260 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Việt Kiều 2 đoạn
P=0792 | X=0113.200-0434.730 | Y=0518.600-0529.760 | từ Quốc lộ 1 đến Hết ranh thửa đất số 329, tờ BĐĐC số 290 về bên phải
