TABLE=095 | AREA=Xã Bình Tân | RECORDS=1820 | GROUPS=1792 | REVIEW=1648
ID=NQ28-095-S04-TT0007-01 | SEC=agricultural | TT=7 | REL=main | PRICES=420,336,269 | ROAD=Thành Thái Học Thành đất số 13 và tờ bản Ngã ba Thành Đường Nguyễn Tất khu phố Thành đất số 16 và bản đồ | START=- Đường Nguyễn Thành (từ ranh thửa khu 154, tờ bản đồ số đất thửa đất số 271, 16 đồ số 114) bản Nguyễn Tất - Đường bê tông (từ ranh thửa Giáp 57, tờ bản đồ số thửa đất số 29, tờ số 118) | END=- Đường bê tông phố (hết ranh thửa số 146, tờ bản đồ và thửa đất số 24, đồ số 118) ranh xã Bình Tân | FLAGS=
ID=NQ28-095-S04-TT0093-03 | SEC=agricultural | TT=93 | REL=main | PRICES=266,213,170 | ROAD=Đường tuyến số 4 (Tổ 34, Thắng Lợi) | START=Đường Cách thôn Mạng Tháng Tám (đường 741) | END=138) Đường điện ĐT 500KV | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0094-03 | SEC=agricultural | TT=94 | REL=main | PRICES=266,213,170 | ROAD=Đường tuyến số 4 (Tổ 34, Thắng Lợi) | START=Thôn Đường điện 500KV | END=Giáp ranh xã Tân Lợi | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0095-03 | SEC=agricultural | TT=95 | REL=main | PRICES=210,168,134 | ROAD=Đường tuyến số 4 | START=Đoạn còn lại | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0096-03 | SEC=agricultural | TT=96 | REL=main | PRICES=210,168,134,54 | ROAD=Đường tuyến số 5 (đường | START=Thửa đất số 42, nhựa) tờ bản đồ số 174 | END=Hết thửa đất số 31, tờ bản đồ số 199 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0097-03 | SEC=agricultural | TT=97 | REL=main | PRICES=210,168,134 | ROAD=Đường Kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ | START=Giáp ranh phố phường Bình Phước | END=Giáp ranh xã Tân Tiến cũ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0098-03 | SEC=agricultural | TT=98 | REL=main | PRICES=210,168,134 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ | START=Giáp ranh Tân phố Phú cũ | END=Giáp ranh xã Tân Lập cũ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0099-03 | SEC=agricultural | TT=99 | REL=main | PRICES=210,168,134,54 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ (kết cấu đường trải lớp đá mi) | START=phố Giáp ranh xã Tân Tiến cũ | END=Hết thửa đất số 288, tờ bản đồ số 147 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0100-02 | SEC=agricultural | TT=100 | REL=main | PRICES=210,168,134,54 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ (kết cấu đường trải lớp đá mi) | START=Thửa đất số 76, phố tờ bản đồ số 163 | END=Hết thửa đất số 425 và số 46, tờ bản đồ số 163 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0101-03 | SEC=agricultural | TT=101 | REL=main | PRICES=210,168,134,54 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ (kết cấu đường trải lớp đá mi) | START=Thửa đất số phố 184, tờ bản đồ số 162 | END=Hết thửa đất số 227, tờ bản đồ số 162 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0102-03 | SEC=agricultural | TT=102 | REL=main | PRICES=210,168,134,54 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ (kết cấu đường trải lớp đá rải) | START=Thửa đất số phố 156, tờ bản đồ số 175 | END=Hết thửa đất số 147, tờ bản đồ số 175 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0103-03 | SEC=agricultural | TT=103 | REL=main | PRICES=210,168,134,54 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ (kết cấu đường trải lớp đá mi) | START=Thửa đất số 73, phố tờ bản đồ số 176 | END=Hết thửa đất số 256, tờ bản đồ số 205 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0104-02 | SEC=agricultural | TT=104 | REL=main | PRICES=90,72,58,54 | ROAD=Đường Tổ 43 (tiếp giáp với dân cư Mỹ Khánh Vy) | START=Đường Cách khu Mạng Tháng Tám (đường 741) | END=Tiếp giáp đường Phú Riềng Đỏ kéo ĐT dài tới khu công nghiệp Bắc Đồng Phú | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0105-02 | SEC=agricultural | TT=105 | REL=main | PRICES=90,72,58,54 | ROAD=Đường Tổ 21 (đường nhựa) (Tân Lập cũ) 106Đường Tổ 20, 26 và 36 (đường | START=Thửa đất số 46, tờ bản đồ số 237 Toàn tuyến | END=Thửa đất số 69, tờ bản đồ số 237 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0107-03 | SEC=agricultural | TT=107 | REL=main | PRICES=210,168,134 | ROAD=nhựa) (Tân Lập cũ) Đường vào Trung tâm hành chính mới xã Tân Tiến cũ Đường giao thông nông thôn | START=Đầu ranh thửa đất số 403, tờ bản đồ số 219) | END=Hết ranh Thửa đất số 8, tờ bản đồ số 135) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0108-02 | SEC=agricultural | TT=108 | REL=main | PRICES=210,168,134 | ROAD=đấu nối trục đường ĐT 741 [đoạn từ đường Tổ 33 (thửa số 206, tờ bản đồ số 221); đường Tổ 28 (thửa đất số tờ bản đồ số 221) đến đường | START=đất 211, Toàn tuyến Tổ | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0027-06 | SEC=agricultural | TT=27 | REL=main | PRICES= | ROAD=(thửa đất số 143, tờ bản số 224); đường Tổ 22 (thửa số 147, tờ bản đồ số 224)] phạm vi 200m Đường giao thông nông thôn đấu nối trục đường ĐT 741 | START=đồ đất trong | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0109-02 | SEC=agricultural | TT=109 | REL=main | PRICES=210,168,134 | ROAD=[đoạn từ giáp ranh thửa đất 74, tờ bản đồ số 222; giáp thửa đất số 87, tờ bản đồ đến đường Tổ 33 (thửa đất 192, tờ bản đồ số 221); đường Tổ 28 (thửa đất số 318, tờ đồ số 221) và đoạn từ đường | START=số ranh số 222 số bản Toàn tuyến Tổ | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0027-07 | SEC=agricultural | TT=27 | REL=main | PRICES= | ROAD=(thửa đất số 142, tờ bản số 224); đường Tổ 22 (thửa số 395, tờ bản đồ số 224) hết ranh thửa đất số 256, đồ số 224); đường Tổ 18 (hết ranh thửa đất số 268, tờ bản số 224)] trong phạm vi 200m | START=đồ đất đến tờ bản đồ | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0110-03 | SEC=agricultural | TT=110 | REL=main | PRICES=210,168,134 | ROAD=Đường giao thông nông thôn đấu nối trục đường ĐT 741 (đoạn từ Đường Tổ 23 B (Thửa đất số 181, tờ bản đồ số 234) đến Đường Tổ 9 (Thửa đất 17, tờ bản đồ số 242) và đoạn Thửa đất số 98, tờ bản đồ 188) đến giáp ranh thành phố Hồ Chí Minh) trong phạm | START=số Toàn tuyến từ số vi | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0111-03 | SEC=agricultural | TT=111 | REL=main | PRICES=210,168,134 | ROAD=200m Đường giao thông nông thôn đấu nối trục đường ĐT 741 còn lại trong phạm vi 200m 112Đất đấu giá 23 lô tại khu Chợ Tân Lập (đường nhựa) | START=đoạn Toàn tuyến xã Thửa đất số 110 đến thửa đất số 124 (trừ thửa đất số 113) và thửa đất số 75, 76, 77, 80, 81, 82, 85, 86, 89, tờ | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0113-03 | SEC=agricultural | TT=113 | REL=main | PRICES=210,168,134 | ROAD=Đất đấu giá 2 lô tại khu Chợ Tân Lập (đường nhựa) | START=bản đồ số 76 Thửa đất số xã 113 và thửa đất số 125, tờ bản đồ số 76 Các tuyến đường nội bộ | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0115-03 | SEC=agricultural | TT=115 | REL=main | PRICES=210,168,134 | ROAD=114Khu dân cư thôn 9 - Tân Lập. Đường liên xã Tân Phú - Tân Tiến cũ (đoạn điều chỉnh) | START=trong khu dân cư Ranh thị trấn Tân Phú cũ | END=Đường Tổ 47, thôn Thái Dũng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0116-03 | SEC=agricultural | TT=116 | REL=main | PRICES=224,179,143 | ROAD=Các tuyến đường giao thông lại trên địa bàn thị trấn Tân cũ | START=còn Phú Toàn tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0117-03 | SEC=agricultural | TT=117 | REL=main | PRICES=90,72,58,54 | ROAD=Đường giao thông liên xã trên địa bàn xã Tân Tiến và Lập cũ | START=còn lại Tân Toàn tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0118-03 | SEC=agricultural | TT=118 | REL=main | PRICES=90,72,58,54 | ROAD=Đường giao thông liên thôn kết cấu trải nhựa, bê tông | START=cô Toàn tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0119-03 | SEC=agricultural | TT=119 | REL=main | PRICES=90,72,58,54 | ROAD=Đường giao thông liên thôn lại | START=còn Toàn tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0120-02 | SEC=agricultural | TT=120 | REL=main | PRICES=90,72,58,54 | ROAD=Các tuyến đường giao thông lại trên địa bàn xã Tân Tiến Tân Lập cũ 69. Xã Lộc Ninh | START=còn và Toàn tuyến Đoạn đường | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0001-06 | SEC=agricultural | TT=1 | REL=main | PRICES=420,336 | ROAD=Tên đường giao TT thông Đường Đường Quốc lộ 13 Vương | START=Hùng Đường Phát | END=Giá đất trồng lâu năm Huỳnh Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0002-06 | SEC=agricultural | TT=2 | REL=main | PRICES=420,336 | ROAD=Đường Đường Quốc lộ 13 Tấn | START=Huỳnh Đường Phát | END=Nguyễn Bình | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0003-06 | SEC=agricultural | TT=3 | REL=main | PRICES=420,336 | ROAD=Đường Đường Quốc lộ 13 Bình | START=Nguyễn Giáp ranh Thái (cũ) | END=xã Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0004-06 | SEC=agricultural | TT=4 | REL=main | PRICES=420,336 | ROAD=Đường Đường Quốc lộ 13 Vương | START=Hùng Đường Tháng | END=Cách Mạng Tám | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0005-06 | SEC=agricultural | TT=5 | REL=main | PRICES=420,336 | ROAD=Đường Đường Quốc lộ 13 Mạng Tám | START=Cách Tháng Giáp ranh | END=xã Lộc Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0006-06 | SEC=agricultural | TT=6 | REL=main | PRICES=168,134,108,44 | ROAD=Giáp Đường Quốc lộ 13 Lộc | START=ranh xã Hết đất Hưng Minh Tú | END=cây xăng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0007-07 | SEC=agricultural | TT=7 | REL=main | PRICES=168,134,108,44 | ROAD=Đường Quốc lộ 13 Giáp | START=đất cây Hết ranh | END=đất Ngân | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0008-07 | SEC=agricultural | TT=8 | REL=main | PRICES=168,134,108,44 | ROAD=xăng Giáp Đường Quốc lộ 13 hàng Lộc | START=hàng Agribank Minh Tú Thái ranh Ngân Hết ranh Agribank Trung Thành Thái | END=Lộc đất nhà nghỉ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0009-07 | SEC=agricultural | TT=9 | REL=main | PRICES=168,134,108,44 | ROAD=Giáp Đường Quốc lộ 13 nhà Thành | START=ranh đất Giáp ranh nghỉ Trung Ninh (cũ) | END=thị trấn Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0010-05 | SEC=agricultural | TT=10 | REL=main | PRICES=266,213 | ROAD=Đường Đường 7 tháng 4 13 | START=Quốc lộ Ngã ba Biên Phủ | END=đường Điện | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0011-06 | SEC=agricultural | TT=11 | REL=main | PRICES=266,213 | ROAD=Ngã Đường 7 tháng 4 Điện | START=ba đường Đường Biên Phủ | END=Hùng Vương | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0012-07 | SEC=agricultural | TT=12 | REL=main | PRICES=266,213 | ROAD=Đường Cách Mạng Đường Tháng Tám 13 | START=Quốc lộ Ngã ba | END=Sơn Hà | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0013-06 | SEC=agricultural | TT=13 | REL=main | PRICES=266,213 | ROAD=Đường Cách Mạng Ngã Tháng Tám | START=Hết tuyến ba Sơn Hà bom Làng | END=(Qua hố 10) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0014-07 | SEC=agricultural | TT=14 | REL=main | PRICES=266,213 | ROAD=Đường Đường Điện Biên Phủ 4 | START=7 tháng Giáp cầu | END=Ông Kỳ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0015-07 | SEC=agricultural | TT=15 | REL=main | PRICES=266,213 | ROAD=Giáp Đường Điện Biên Phủ Kỳ | START=cầu Ông Đường | END=Lê Lợi | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0016-07 | SEC=agricultural | TT=16 | REL=main | PRICES=266,213 | ROAD=Đường Điện Biên Phủ Đường | START=Lê Lợi Hết đường | END=nhựa | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0017-06 | SEC=agricultural | TT=17 | REL=main | PRICES=266,213 | ROAD=Đường Đường Đồng Khởi Vương | START=Hùng Đường Phủ | END=Điện Biên | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0018-06 | SEC=agricultural | TT=18 | REL=main | PRICES=266,213 | ROAD=Đường Đường 3 tháng 2 Tất | START=Nguyễn Đường Thành | END=Trần Văn Trí | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0019-06 | SEC=agricultural | TT=19 | REL=main | PRICES=266,213 | ROAD=Đường Đường 3 tháng 2 Văn | START=Trần Hết tuyến Trà | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0020-06 | SEC=agricultural | TT=20 | REL=main | PRICES=266,213 | ROAD=Đường Đường Hùng Vương 13 | START=Quốc lộ Đường | END=7 tháng 4 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0021-06 | SEC=agricultural | TT=21 | REL=main | PRICES=266,213 | ROAD=Đường Đường Hùng Vương 4 | START=7 tháng Đường | END=Đồng Khởi | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0022-06 | SEC=agricultural | TT=22 | REL=main | PRICES=266,213 | ROAD=Đường Đường Hùng Vương Khởi | START=Đồng Đường Nghệ | END=Huỳnh Văn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0023-06 | SEC=agricultural | TT=23 | REL=main | PRICES=266,213 | ROAD=Hẻm đường Hùng Đường Vương 4 | START=7 tháng Đường | END=Hùng Vương | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0024-06 | SEC=agricultural | TT=24 | REL=main | PRICES=266,213 | ROAD=Đường Khu phố Ninh Đường Thái Tấn | START=Huỳnh Giáp ranh Phát Thái cũ | END=xã Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0025-06 | SEC=agricultural | TT=25 | REL=main | PRICES=266,213 | ROAD=Đầu Đường ven suối Trường Mai | START=ranh đất Sao Cầu ngập mới | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0026-06 | SEC=agricultural | TT=26 | REL=main | PRICES=266,213 | ROAD=Đường Võ Thị Sáu Toàn | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0027-08 | SEC=agricultural | TT=27 | REL=main | PRICES=266,213 | ROAD=Đường Hoàng Hoa Đường Thám Trang | START=Nơ Đường Long Phong | END=Lê Hồng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0028-06 | SEC=agricultural | TT=28 | REL=main | PRICES=266,213 | ROAD=Đường Huỳnh Tấn Đường Phát 13 | START=Quốc lộ Cổng sau chế biến | END=nhà máy mủ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0029-05 | SEC=agricultural | TT=29 | REL=main | PRICES=266,213 | ROAD=Cổng Đường Huỳnh Tấn máy Phát mủ | START=sau nhà chế biến Đường | END=Quốc lộ 13 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0030-05 | SEC=agricultural | TT=30 | REL=main | PRICES=266,213 | ROAD=Đường Huỳnh Văn Đường Nghệ Khởi | START=Đồng Đường Phủ | END=Điện Biên | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0031-04 | SEC=agricultural | TT=31 | REL=main | PRICES=266,213 | ROAD=Đường Lê Hồng Đường Phong Tất | START=Nguyễn Đường Thành | END=3 tháng 2 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0032-04 | SEC=agricultural | TT=32 | REL=main | PRICES=266,213 | ROAD=Giáp Đường Lê Lợi Thuận | START=xã Lộc Đường cũ | END=Nguyễn Trãi | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0033-04 | SEC=agricultural | TT=33 | REL=main | PRICES=266,213 | ROAD=Đường Đường Lê Lợi Trãi | START=Nguyễn Hết tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0034-04 | SEC=agricultural | TT=34 | REL=main | PRICES=266,213 | ROAD=Đường Đường Lý Thái Tổ 13 | START=Quốc lộ Đường Long | END=Nơ Trang | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0035-04 | SEC=agricultural | TT=35 | REL=main | PRICES=266,213 | ROAD=Đường Đường Lý Thái Tổ Trang | START=Nơ Ngã ba Long 10 | END=hố Bom Làng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0036-04 | SEC=agricultural | TT=36 | REL=main | PRICES=266,213 | ROAD=Ngã Đường Lý Thái Tổ Làng | START=ba hố Bom Giáp ranh 10 | END=xã Lộc Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0037-04 | SEC=agricultural | TT=37 | REL=main | PRICES=266,213 | ROAD=Đường Lý Thường Đường Kiệt 13 | START=Quốc lộ Hết tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0038-04 | SEC=agricultural | TT=38 | REL=main | PRICES=266,213 | ROAD=Đường Đường Lý Tự Trọng Vương | START=Hùng Đường | END=7 tháng 4 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0039-04 | SEC=agricultural | TT=39 | REL=main | PRICES=266,213 | ROAD=Đường Đường Ngô Quyền 13 | START=Quốc lộ Hết tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0040-04 | SEC=agricultural | TT=40 | REL=main | PRICES=266,213 | ROAD=Đường Đường Nguyễn Bính 13 | START=Quốc lộ Cuối đường | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0041-04 | SEC=agricultural | TT=41 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Bỉnh Đường Khiêm 4 | START=7 tháng Đường Phát | END=Huỳnh Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0042-04 | SEC=agricultural | TT=42 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Chí Cầu Thanh | START=Đường ngập Đạo | END=Trần Hưng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0043-04 | SEC=agricultural | TT=43 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Đình Đường Chiểu 4 | START=7 tháng Đường | END=Đồng Khởi | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0044-04 | SEC=agricultural | TT=44 | REL=main | PRICES=266,213 | ROAD=Đường Đường Nguyễn Du Vương | START=Hùng Giáp hẻm | END=số 39 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0045-04 | SEC=agricultural | TT=45 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Du Giáp | START=Giáp ngã hẻm số 39 Hiệp cũ | END=ba đi xã Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0046-04 | SEC=agricultural | TT=46 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Huệ Toàn | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0047-04 | SEC=agricultural | TT=47 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Hữu Toàn Thọ | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0048-04 | SEC=agricultural | TT=48 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Tất Đường Thành 13 | START=Quốc lộ Đường Long | END=Nơ Trang | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0049-04 | SEC=agricultural | TT=49 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Tất Đường | START=Nơ Giáp ranh | END=xã Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0050-04 | SEC=agricultural | TT=50 | REL=main | PRICES=266,213 | ROAD=Thành Trang Đường Nguyễn Thị Toàn Định | START=Long Thiện cũ tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0051-04 | SEC=agricultural | TT=51 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Thị Đường Minh Khai Tất | START=Nguyễn Đường Thành | END=3 tháng 2 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0052-04 | SEC=agricultural | TT=52 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Trãi Đường | START=Giáp ranh Lê Lợi Thuận | END=xã Lộc cũ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0053-04 | SEC=agricultural | TT=53 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Văn Toàn Cừ | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0054-04 | SEC=agricultural | TT=54 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Văn Toàn Linh | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0055-04 | SEC=agricultural | TT=55 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Văn Đường Trỗi 13 | START=Quốc lộ Cuối đường | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0056-04 | SEC=agricultural | TT=56 | REL=main | PRICES=266,213 | ROAD=Đường Nơ Trang Đường Long Tất | START=Nguyễn Đường Thành | END=Lý Thái Tổ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0057-04 | SEC=agricultural | TT=57 | REL=main | PRICES=266,213 | ROAD=Đường Phạm Ngọc Đường Thạch Thường | START=Lý Đường Kiệt | END=Nguyễn Du | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0058-04 | SEC=agricultural | TT=58 | REL=main | PRICES=266,213 | ROAD=Đường Phạm Ngọc Đường Thạch Thường | START=Lý Giáp đường Kiệt | END=Lộc Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0059-04 | SEC=agricultural | TT=59 | REL=main | PRICES=266,213 | ROAD=Đường Phan Bội Đường Châu 13 | START=Quốc lộ Giáp ranh Thuận | END=xã Lộc cũ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0060-04 | SEC=agricultural | TT=60 | REL=main | PRICES=112,90 | ROAD=Đường Phan Bội Ngã Châu Phòng | START=tư Biên Cầu ông | END=Năm Tài | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0061-04 | SEC=agricultural | TT=61 | REL=main | PRICES=112,90 | ROAD=Đường Phan Bội Cầu Châu Tài | START=ông Năm Hết ranh Su | END=đất lô Cao | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0062-04 | SEC=agricultural | TT=62 | REL=main | PRICES=266,213 | ROAD=Đường Phan Chu Đường Trinh 13 | START=Quốc lộ Giáp ranh | END=xã Lộc Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0063-04 | SEC=agricultural | TT=63 | REL=main | PRICES=266,213 | ROAD=Đường Phan Chu Giáp Trinh Lộc | START=ranh xã Đường Thiện cũ Thành | END=Nguyễn Tất | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0064-04 | SEC=agricultural | TT=64 | REL=main | PRICES=266,213 | ROAD=Đường Tôn Đức Đường Thắng 13 | START=Quốc lộ Đường Linh | END=Nguyễn Văn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0065-04 | SEC=agricultural | TT=65 | REL=main | PRICES=266,213 | ROAD=Đường Tôn Đức Đường Thắng Văn | START=Nguyễn Cuối đường Linh | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-095-S04-TT0066-04 | SEC=agricultural | TT=66 | REL=main | PRICES=266,213 | ROAD=Đường Trần Hưng Đường Đạo 4 | START=7 tháng Hết đất | END=bà Thanh Tế | FLAGS=DUPLICATE_TT_IN_SEGMENT
