TABLE=062 | AREA=Phường An Lộc | RECORDS=200 | GROUPS=200 | REVIEW=199
ID=NQ28-062-S01-TT0001-01 | SEC=non-agricultural | TT=1 | REL=main | PRICES=14400,12300 | ROAD=62. Phường An Lộc Tên đường TT giao thông Đường Nguyễn Đường Trần Huệ | START=Đoạn đường Đường Hưng Đạo Vương | END=Giá Giá thương đất ở mại, Hùng 20.500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0086-01 | SEC=non-agricultural | TT=86 | REL=main | PRICES=570,490 | ROAD=Đường TPT 32 Đường TPT | START=31 Đường | END=TPT 30 810 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0087-01 | SEC=non-agricultural | TT=87 | REL=main | PRICES=570,490 | ROAD=Đường TPT 33 Đường Quốc | START=lộ 13 Đường | END=TPT 32 810 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0088-01 | SEC=non-agricultural | TT=88 | REL=main | PRICES=480,410 | ROAD=Đường TPT 34 Đường TPT | START=27 Đường | END=TPT 35 690 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0089-01 | SEC=non-agricultural | TT=89 | REL=main | PRICES=480,410 | ROAD=Đường TPT 35 Đường TPT | START=Đường 34 (Suối) | END=TPT 39 690 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0090-01 | SEC=non-agricultural | TT=90 | REL=main | PRICES=480,410 | ROAD=Đường TPT 36 Đường TPT | START=3 Đường | END=TPT 35 690 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0091-01 | SEC=non-agricultural | TT=91 | REL=main | PRICES=480,410 | ROAD=Đường TPT 37 Đường TPT | START=1 Đường | END=TPT 12 690 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0092-01 | SEC=non-agricultural | TT=92 | REL=main | PRICES=570,490 | ROAD=Đường TPT 38 Đường TPT | START=26 Đường | END=TPT 48 810 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0093-01 | SEC=non-agricultural | TT=93 | REL=main | PRICES=480,410 | ROAD=Đường TPT 39 Đường TPT | START=35 Đường | END=TPT 49 690 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0094-01 | SEC=non-agricultural | TT=94 | REL=main | PRICES=570,490 | ROAD=Đường TPT 40 Đường TPT | START=35 Đường | END=TPT 2 810 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0095-01 | SEC=non-agricultural | TT=95 | REL=main | PRICES=680,580 | ROAD=Đường TPT 41 Đường Quốc | START=lộ 13 Đường | END=TPT 42 970 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0096-01 | SEC=non-agricultural | TT=96 | REL=main | PRICES=570,490 | ROAD=Đường TPT 42 Trường cấp | START=2 Lô cao | END=su 810 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0097-01 | SEC=non-agricultural | TT=97 | REL=main | PRICES=680,580 | ROAD=Đường TPT 43 Đường Quốc | START=lộ 13 Đường | END=TPT 1 970 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0098-01 | SEC=non-agricultural | TT=98 | REL=main | PRICES=480,410 | ROAD=Đường TPT 44 Đường TPT | START=20 Đường | END=TPT 19 690 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0099-01 | SEC=non-agricultural | TT=99 | REL=main | PRICES=450,390 | ROAD=Đường TPT 46 Đường TLT | START=Đường 34 (dọc Đường | END=TPT 4 650 ray) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0100-01 | SEC=non-agricultural | TT=100 | REL=main | PRICES=450,390 | ROAD=Đường TPT 47 Đường TLT | START=34 Đường | END=TPT 4 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0101-01 | SEC=non-agricultural | TT=101 | REL=main | PRICES=570,490 | ROAD=Đường TPT 48 Đường TLT | START=(dọc Đường 30 Đường | END=ray) TLT30 810 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0102-01 | SEC=non-agricultural | TT=102 | REL=main | PRICES=450,390 | ROAD=Đập Suối Đường TPT 49 phường An | START=Trầu (ranh Đường Lộc (cũ)) | END=TPT 2 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0103-01 | SEC=non-agricultural | TT=103 | REL=main | PRICES=680,580 | ROAD=Đường TPT 50 Đường TPT | START=Đường 48 13 | END=Quốc lộ 970 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0104-01 | SEC=non-agricultural | TT=104 | REL=main | PRICES=480,410 | ROAD=Đường TPT 51 Đường TPT | START=49 Đường | END=TPT 39 690 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0105-01 | SEC=non-agricultural | TT=105 | REL=main | PRICES=4501,390 | ROAD=Đường TPT 52 Đường TPT | START=40 Đường | END=TPT 51 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0106-01 | SEC=non-agricultural | TT=106 | REL=main | PRICES=570,490 | ROAD=Đường TPT 53 Đường TPT | START=33 Đường | END=TPT 29 810 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0107-01 | SEC=non-agricultural | TT=107 | REL=main | PRICES=540,470 | ROAD=Đường TLT 1 Đường TLT | START=2 Đường | END=ĐT 757 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0108-01 | SEC=non-agricultural | TT=108 | REL=main | PRICES=910,780 | ROAD=Đường TLT 2 Đường Quốc | START=lộ 13 Đường | END=ray xe lửa 1.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0109-01 | SEC=non-agricultural | TT=109 | REL=main | PRICES=790,680 | ROAD=Đường TLT 2 Đường ray | START=xe lửa Đường | END=TLT 34 1.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0110-01 | SEC=non-agricultural | TT=110 | REL=main | PRICES=680,580 | ROAD=Đường TLT 2 Đường TLT | START=34 Đường | END=ĐT 757 970 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0111-01 | SEC=non-agricultural | TT=111 | REL=main | PRICES=850,730 | ROAD=Đường TLT 3 Đường Quốc | START=lộ 13 Đường | END=TLT 20 1.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0112-01 | SEC=non-agricultural | TT=112 | REL=main | PRICES=680,580 | ROAD=Đường TLT 3 Đường TLT | START=20 Đường | END=TLT 21 970 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0113-01 | SEC=non-agricultural | TT=113 | REL=main | PRICES=680,580 | ROAD=Đường TLT 3 Đường TLT | START=Xóm (Đường 21 1) | END=TPT 970 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0114-01 | SEC=non-agricultural | TT=114 | REL=main | PRICES=680,580 | ROAD=Đường TLT 4 Đường Quốc (Vòng quanh Đài liệt sĩ) | START=Đường lộ 13 13 | END=Quốc lộ 970 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0115-01 | SEC=non-agricultural | TT=115 | REL=main | PRICES=850,730 | ROAD=Đường TLT 5 Đường Quốc | START=lộ 13 Đường | END=TLT 29 1.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0116-01 | SEC=non-agricultural | TT=116 | REL=main | PRICES=740,630 | ROAD=Đường TLT 5 Đường TLT | START=Ranh vùng 29 (Đường máy xi | END=đệm vào nhà 1.100 măng) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0117-01 | SEC=non-agricultural | TT=117 | REL=main | PRICES=540,470 | ROAD=Đường TLT 6 Đường Quốc | START=lộ 13 Đường | END=ĐT 757 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0118-01 | SEC=non-agricultural | TT=118 | REL=main | PRICES=540,470 | ROAD=Đường TLT 7 Suối Cần | START=Đường Lê | END=TLT 6 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0119-01 | SEC=non-agricultural | TT=119 | REL=main | PRICES=540,470 | ROAD=Thửa đất Đường TLT 8 đồ số 10 | START=số 81, tờ bản Đường | END=TLT 6 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0120-01 | SEC=non-agricultural | TT=120 | REL=main | PRICES=540,470 | ROAD=Đường TLT 9 Đường TLT | START=6 Đường | END=TLT10 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0121-01 | SEC=non-agricultural | TT=121 | REL=main | PRICES=540,470 | ROAD=Đường TLT 10 Đường TLT | START=6 Đường | END=TLT 11 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0122-01 | SEC=non-agricultural | TT=122 | REL=main | PRICES=540,470 | ROAD=Đường TLT 11 Đường TLT1 | START=Đường | END=ray xe lửa 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0123-01 | SEC=non-agricultural | TT=123 | REL=main | PRICES=540,470 | ROAD=Đường TLT 12 Đường ĐT | START=757 Đường | END=TLT 13 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0124-01 | SEC=non-agricultural | TT=124 | REL=main | PRICES=540,470 | ROAD=Đường TLT 13 Đường TLT | START=15 Đường | END=TLT 1 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0125-01 | SEC=non-agricultural | TT=125 | REL=main | PRICES=620,530 | ROAD=Đường TLT 14 Đường Quốc | START=lộ 13 Đường | END=TLT 12 890 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0126-01 | SEC=non-agricultural | TT=126 | REL=main | PRICES=620,530 | ROAD=Đường TLT 15 Đường Quốc | START=lộ 1 3 Đường | END=TLT 13 890 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0127-01 | SEC=non-agricultural | TT=127 | REL=main | PRICES=540,470 | ROAD=Đường TLT 15 Đường TLT | START=13 Đường | END=TLT 2 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0128-01 | SEC=non-agricultural | TT=128 | REL=main | PRICES=620,530 | ROAD=Đường TLT 16 Đường Quốc | START=lộ 13 Đường | END=TLT 17 890 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0129-01 | SEC=non-agricultural | TT=129 | REL=main | PRICES=540,470 | ROAD=Đường TLT 16 Đường TLT | START=17 Đường | END=TLT 40 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0130-01 | SEC=non-agricultural | TT=130 | REL=main | PRICES=540,470 | ROAD=Đường TLT17 Đường TLT | START=16 Đường | END=TLT 18 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0131-01 | SEC=non-agricultural | TT=131 | REL=main | PRICES=620,530 | ROAD=Đường TLT 18 Đường Quốc | START=lộ 13 Đường | END=TLT 17 890 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0132-01 | SEC=non-agricultural | TT=132 | REL=main | PRICES=680,580 | ROAD=Đường Quốc Đường TLT 19 (chợ) | START=lộ 13 Đường | END=TLT 2 970 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0133-01 | SEC=non-agricultural | TT=133 | REL=main | PRICES=680,580 | ROAD=Đường TLT 20 Đường TLT | START=2 Đường | END=TLT 3 970 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0134-01 | SEC=non-agricultural | TT=134 | REL=main | PRICES=680,580 | ROAD=Đường TLT 21 Đường TLT | START=20 Đường | END=TLT 3 970 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0135-01 | SEC=non-agricultural | TT=135 | REL=main | PRICES=570,490 | ROAD=Đường TLT 22 Đường Quốc | START=lộ 13 Đường | END=TLT 23 810 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0136-01 | SEC=non-agricultural | TT=136 | REL=main | PRICES=540,470 | ROAD=Đường TLT 22 Đường TLT | START=Cuối tuyến 23 đất số đồ số | END=(thửa 35, tờ bản 780 47) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0137-01 | SEC=non-agricultural | TT=137 | REL=main | PRICES=540,470 | ROAD=Đường Nhà Đường TLT 23 măng | START=máy xi Đường | END=TLT 22 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0138-01 | SEC=non-agricultural | TT=138 | REL=main | PRICES=540,470 | ROAD=Đường TLT 24 Đường TLT | START=23 Đường | END=TLT 22 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0139-01 | SEC=non-agricultural | TT=139 | REL=main | PRICES=540,470 | ROAD=Đường TLT 25 Đường TLT | START=22 Đường | END=TLT 24 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0140-01 | SEC=non-agricultural | TT=140 | REL=main | PRICES=570,490 | ROAD=Đường TLT Đường TLT 26 quanh Đài | START=4 (Vòng Đường liệt sĩ) | END=TLT 5 810 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0141-01 | SEC=non-agricultural | TT=141 | REL=main | PRICES=850,730 | ROAD=Đường TLT 27 Đường Quốc | START=lộ 13 Đường | END=TLT 28 1.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0142-01 | SEC=non-agricultural | TT=142 | REL=main | PRICES=680,580 | ROAD=Đường TLT 27 Đường TLT | START=28 Đường | END=TLT 43 970 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0143-01 | SEC=non-agricultural | TT=143 | REL=main | PRICES=540,470 | ROAD=Đường TLT 27 Đường TLT | START=43 Đường | END=TLT 5 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0144-01 | SEC=non-agricultural | TT=144 | REL=main | PRICES=540,470 | ROAD=Đường TLT 28 Đường TLT | START=27 Đường | END=TLT 5 780 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0145-01 | SEC=non-agricultural | TT=145 | REL=main | PRICES=450,390 | ROAD=Đường TLT 29 Đường TLT | START=5 Đường | END=TLT 31 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0146-01 | SEC=non-agricultural | TT=146 | REL=main | PRICES=450,390 | ROAD=Đường TLT 30 Đường TLT | START=5 Đường | END=TLT 5 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0147-01 | SEC=non-agricultural | TT=147 | REL=main | PRICES=450,390 | ROAD=Đường TLT 31 Đường TLT | START=5 Đường | END=TLT 29 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0148-01 | SEC=non-agricultural | TT=148 | REL=main | PRICES=450,390 | ROAD=Đường TLT 32 Đường TLT | START=31 Đường | END=TLT 31 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0149-01 | SEC=non-agricultural | TT=149 | REL=main | PRICES=450,390 | ROAD=Đường TLT 33 Đường TLT | START=2 Đường | END=TLT 2 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0150-01 | SEC=non-agricultural | TT=150 | REL=main | PRICES=450,390 | ROAD=Đường TLT 34 Đường TLT | START=2 Đường | END=TPT 5 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0151-01 | SEC=non-agricultural | TT=151 | REL=main | PRICES=450,390 | ROAD=Đường TLT 35 Đường TLT | START=34 Đường | END=TLT 39 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0152-01 | SEC=non-agricultural | TT=152 | REL=main | PRICES=450,390 | ROAD=Đường TLT36 Đường TLT | START=2 Đường | END=TPT 4 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0153-01 | SEC=non-agricultural | TT=153 | REL=main | PRICES=450,390 | ROAD=Đường TLT 37 Đường TLT | START=2 Đường | END=TPT 5 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0154-01 | SEC=non-agricultural | TT=154 | REL=main | PRICES=450,390 | ROAD=Đường TLT 38 Đường TLT | START=37 Cuối tuyến | END=650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0155-01 | SEC=non-agricultural | TT=155 | REL=main | PRICES=450,390 | ROAD=Đường TLT 39 Đường TLT | START=2 Đường | END=TLT 37 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0156-01 | SEC=non-agricultural | TT=156 | REL=main | PRICES=450,390 | ROAD=Đường TLT 40 Đường TLT | START=2 Đường | END=TLT 16 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0157-01 | SEC=non-agricultural | TT=157 | REL=main | PRICES=450,390 | ROAD=Đường TLT4l Đường ĐT | START=757 Đường | END=TLT 6 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0158-01 | SEC=non-agricultural | TT=158 | REL=main | PRICES=450,390 | ROAD=Đường TLT 42 Đường TLT | START=22 Đường | END=TLT 29 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0059-02 | SEC=non-agricultural | TT=59 | REL=main | PRICES=450,390 | ROAD=Đường Nhà Đường TLT 43 măng | START=máy xi Đường | END=TLT 27 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-062-S01-TT0160-01 | SEC=non-agricultural | TT=160 | REL=main | PRICES=370,320 | ROAD=Đường TLT 45 Đường TLT | START=46 Đường | END=TPT 2 530 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0161-01 | SEC=non-agricultural | TT=161 | REL=main | PRICES=370,320 | ROAD=Đường TLT 46 Đường TLT | START=Khu bãi 29 (Đường | END=rác QH 530 TLT 64) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0162-01 | SEC=non-agricultural | TT=162 | REL=main | PRICES=430,360 | ROAD=Đường TLT 47 Đường TLT | START=5 Đường | END=TLT 46 610 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0163-01 | SEC=non-agricultural | TT=163 | REL=main | PRICES=370,320 | ROAD=Đường TLT 49 Đường TLT | START=73 Đường | END=TLT51 530 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0164-01 | SEC=non-agricultural | TT=164 | REL=main | PRICES=370,320 | ROAD=Đường TLT 50 Hường TLT | START=Đường 46 ranh xã Phú | END=TLT 32, Thanh 530 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0165-01 | SEC=non-agricultural | TT=165 | REL=main | PRICES=430,360 | ROAD=Đường TLT 51 Đường TLT | START=Đường 31 (nông su) | END=TLT 49 trường cao 610 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0166-01 | SEC=non-agricultural | TT=166 | REL=main | PRICES=430,360 | ROAD=Đường TLT 52 Đường TLT | START=36 Suối Tà | END=Nùng 610 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0167-01 | SEC=non-agricultural | TT=167 | REL=main | PRICES=450,390 | ROAD=Đường TLT 53 Đường TLT | START=Thửa 2 tờ bản | END=đất số 526, 650 đồ số 04 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0168-01 | SEC=non-agricultural | TT=168 | REL=main | PRICES=450,390 | ROAD=Đường sắt Đường TLT 54 thửa 67) | START=Suối cạn (tờ BĐ 60, thửa đất bản đồ | END=(hết số 57, tờ 650 số 60) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0169-01 | SEC=non-agricultural | TT=169 | REL=main | PRICES=450,390 | ROAD=Đường TLT 55 Đường TLT | START=Ranh xã 46 Đức | END=Minh 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0170-01 | SEC=non-agricultural | TT=170 | REL=main | PRICES=370,320 | ROAD=Đường TLT 56 Đường TLT | START=55 Đường | END=TLT 57 530 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0171-01 | SEC=non-agricultural | TT=171 | REL=main | PRICES=370,320 | ROAD=Đường TLT 57 Đường TLT | START=Ranh xã 55 Thành | END=Lộc 530 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0172-01 | SEC=non-agricultural | TT=172 | REL=main | PRICES=370,320 | ROAD=Đường TLT Đường TLT 58 su | START=55 lõ cao Đường | END=TLT 59 530 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0173-01 | SEC=non-agricultural | TT=173 | REL=main | PRICES=370,320 | ROAD=Lô cao su Đường TLT 59 số 207, tờ 41) | START=(hết thửa đất Lô cao bản đồ số thửa đồ bản đồ | END=su (hết số 51, tờ 530 số 41) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0174-01 | SEC=non-agricultural | TT=174 | REL=main | PRICES=370,320 | ROAD=Đường TLT 60 Đường TLT | START=55 Đường | END=TLT 57 530 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0175-01 | SEC=non-agricultural | TT=175 | REL=main | PRICES=370,320 | ROAD=Đường Nhà Đường TLT 64 măng | START=Hết tuyến máy xi đất số đồ số | END=(thửa 73, tờ bản 530 57) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0176-01 | SEC=non-agricultural | TT=176 | REL=main | PRICES=370,320 | ROAD=Đường TLT 65 Đường TLT | START=Ranh xã 55 Thành | END=Lộc 530 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0177-01 | SEC=non-agricultural | TT=177 | REL=main | PRICES=450,390 | ROAD=Đường TLT 66 Đường băng | START=Hết tuyến tải đất số đồ số | END=(thửa 22, tờ bản 650 72) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0178-01 | SEC=non-agricultural | TT=178 | REL=main | PRICES=370,320 | ROAD=Đường TLT 67 Đường TLT | START=Ranh xã Phú (cũ), 55 đất số đồ số | END=Thanh (thửa 530 77, tờ bản 38) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0179-01 | SEC=non-agricultural | TT=179 | REL=main | PRICES=370,320 | ROAD=Đường TLT 68 Đường TLT | START=67 Đường | END=TLT 45 530 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0180-01 | SEC=non-agricultural | TT=180 | REL=main | PRICES=450,390 | ROAD=Đường TLT 69 Đường TLT | START=5 Đường | END=TLT 27 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0181-01 | SEC=non-agricultural | TT=181 | REL=main | PRICES=450,390 | ROAD=Đường Nhà Đường TLT 70 măng | START=máy xi Đường | END=TLT 44 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0182-01 | SEC=non-agricultural | TT=182 | REL=main | PRICES=450,390 | ROAD=Đường TLT 71 Đường TLT | START=Hết thửa 24 154, tờ 48 | END=đất số bản đồ số 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0183-01 | SEC=non-agricultural | TT=183 | REL=main | PRICES=370,320 | ROAD=Đường TLT 73 Đường TLT | START=32 Đường | END=TPT 2 530 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0184-01 | SEC=non-agricultural | TT=184 | REL=main | PRICES=680,580 | ROAD=Các tuyến đường rộng từ Các đường Nội bộ trong khu | START=07m trở lên phố, khu phố thuộc | END=970 phường | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-062-S01-TT0185-01 | SEC=non-agricultural | TT=185 | REL=main | PRICES=680,580 | ROAD=Phú Thịnh (cũ) (nay là Khu Phú Hưng, Phú Xuân) chưa đường hiện hữu (theo bản dưới 07m. Đường mới mở | START=phố: Phú Hòa, Phú có tên đường và có đồ chính quy) rộng 07m - 10m | END=Thuận, mặt 970 từ 03m đến | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
