TABLE=067 | AREA=Xã Đồng Tâm | RECORDS=296 | GROUPS=292 | REVIEW=161
ID=NQ28-067-S01-TT0001-01 | SEC=non-agricultural | TT=1 | REL=main | PRICES=5700,4000,3400 | ROAD=67. Xã Đồng Tâm Tên đường giao TT thông Giáp Đường Quốc lộ 14 Bình Phước | START=Đoạn đường Hết liệt xã Đường ranh Phường Hết (cầu 2) giữa Đồng phải 14) | END=đất ranh Nghĩa trang sĩ tỉnh hướng đi Bù Đăng (Bên trái Quốc lộ 14) Đường B.3 - ranh 5.700 ấp Cầu 2 và ấp Tiến 4 (Bên đường Quốc lộ | FLAGS=
ID=NQ28-067-S01-TT0053-01 | SEC=non-agricultural | TT=53 | REL=main | PRICES=3300,2300,2000 | ROAD=Đường Phạm Ngọc Thạch | START=Cách Mạng Tháng Tám | END=Đường Phủ Riềng Đỏ | FLAGS=
ID=NQ28-067-S01-TT0054-01 | SEC=non-agricultural | TT=54 | REL=main | PRICES=2300,1600,1400 | ROAD=Đường Phạm Ngọc Thạch | START=Đường Phú Riềng Đỏ | END=Hết ranh khu dân cư Hoàn Thành | FLAGS=
ID=NQ28-067-S01-TT0055-01 | SEC=non-agricultural | TT=55 | REL=main | PRICES=1800,1200,1100 | ROAD=Đường Phạm Ngọc Thạch | START=Giáp ranh khu cư Hoàn Thành | END=dân Cầu Bà Mụ | FLAGS=
ID=NQ28-067-S01-TT0056-01 | SEC=non-agricultural | TT=56 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Tôn Đức Thắng | START=Đường Nguyễn Văn Linh | END=Đường Phạm Ngọc Thạch | FLAGS=
ID=NQ28-067-S01-TT0057-01 | SEC=non-agricultural | TT=57 | REL=main | PRICES=1500,1100,920 | ROAD=Đường Tôn Đức Thắng (nối | START=Đường Nguyễn dài) Văn Linh | END=Hết ranh thửa đất số 1159, tờ bản đồ số 19 | FLAGS=
ID=NQ28-067-S01-TT0058-01 | SEC=non-agricultural | TT=58 | REL=main | PRICES=3200,2200,1900 | ROAD=Các đường trong khu hoa Quân sự - Kiểm lâm | START=Đường Cách viên Tháng Tám (Đường ĐT 741) | END=Cổng chính Bộ Mạng chỉ huy quân sự huyện Đồng Phú | FLAGS=
ID=NQ28-067-S01-TT0059-01 | SEC=non-agricultural | TT=59 | REL=main | PRICES=2700,1900,1600 | ROAD=Các đường trong khu hoa Quân sự - Kiểm lâm | START=Đường Cách viên Tháng Tám (Đường ĐT 741) | END=Ngã ba đường Mạng nhựa (hết Thửa đất số 214, 228, Tờ bản đồ số 42) | FLAGS=
ID=NQ28-067-S01-TT0060-01 | SEC=non-agricultural | TT=60 | REL=main | PRICES=2200,1500,1300 | ROAD=Các đường trong khu hoa Quân sự - Kiểm lâm | START=Đường Tân Phú Tân Phước (Đường viên vào khu B - khu công nghiệp Bắc Đồng Phú) | END=- Đường tổ 44 (Tân Phú cũ) | FLAGS=
ID=NQ28-067-S01-TT0061-01 | SEC=non-agricultural | TT=61 | REL=main | PRICES=3300,2300,2000 | ROAD=Đường Tân Phú - Tân Phước (Đường vào khu B - khu công nghiệp Bắc Đồng Phú) | START=Đường Cách Tháng Tám (Đường ĐT 741) | END=Hết thửa đất Mạng số 57 và số 32, tờ bản đồ số 43 | FLAGS=
ID=NQ28-067-S01-TT0062-01 | SEC=non-agricultural | TT=62 | REL=main | PRICES=3100,2100,1800 | ROAD=Đường Tân Phú - Tân Phước (Đường vào khu B - khu công nghiệp Bắc Đồng Phú) | START=Từ ranh Thửa số 472, tờ bản số 21 | END=đất Hết Thửa đất đồ số 63, tờ bản đồ số 22 | FLAGS=
ID=NQ28-067-S01-TT0063-01 | SEC=non-agricultural | TT=63 | REL=main | PRICES=2300,1600,1400 | ROAD=Đường đi xã Tân Lợi (Đường Trung tâm (thương mại đến Tân Lợi) | START=từ Đường Hùng xã Vương | END=Hết Thửa đất số 8 và số 9, tờ bản đồ số 37 | FLAGS=
ID=NQ28-067-S01-TT0064-01 | SEC=non-agricultural | TT=64 | REL=main | PRICES=850,600,510 | ROAD=Tuyến Đường giao thông trung tâm thôn Dên Dên (đường nhựa) | START=Cổng Chùa Phật Đà (Thửa đất 146, 183, tờ bản số 33) | END=Cổng chào làng Hải số Phòng (thửa đồ đất số 259, tờ bản đồ số 27) | FLAGS=
ID=NQ28-067-S01-TT0065-01 | SEC=non-agricultural | TT=65 | REL=main | PRICES=430,300,260 | ROAD=Các tuyến đường giao thông trong thôn Dên Dên (không phân biệt phạm vi) | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0066-01 | SEC=non-agricultural | TT=66 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Nguyễn Huệ | START=Đường Phú Riềng Đỏ | END=Đường Tôn Đức Thắng | FLAGS=
ID=NQ28-067-S01-TT0067-01 | SEC=non-agricultural | TT=67 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Lê Đại Hành | START=Đường Phú Riềng Đỏ | END=Đường Tôn Đức Thắng | FLAGS=
ID=NQ28-067-S01-TT0068-01 | SEC=non-agricultural | TT=68 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Nguyễn Trãi | START=Đường Trần Nhân Tông | END=Đường Tôn Đức Thắng | FLAGS=
ID=NQ28-067-S01-TT0069-01 | SEC=non-agricultural | TT=69 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Ngô Quyền | START=Đường Phú Riềng Đỏ | END=Đường Tôn Đức Thắng | FLAGS=
ID=NQ28-067-S01-TT0070-01 | SEC=non-agricultural | TT=70 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Đinh Bộ Lĩnh | START=Đường Phú Riềng | END=Đường Tôn | FLAGS=
ID=NQ28-067-S01-TT0071-01 | SEC=non-agricultural | TT=71 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Lý Thái Tổ | START=Đỏ Đường Lý Tự Trọng | END=Đức Thắng Đường Tôn Đức Thắng | FLAGS=
ID=NQ28-067-S01-TT0072-01 | SEC=non-agricultural | TT=72 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Lý Tự Trọng | START=Đường Đinh Bộ Lĩnh | END=Đường Âu Cơ | FLAGS=
ID=NQ28-067-S01-TT0073-01 | SEC=non-agricultural | TT=73 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Âu Cơ | START=Đường Cách Tháng Tám (Đường ĐT 741) | END=Mạng Đường Tôn Đức Thắng | FLAGS=
ID=NQ28-067-S01-TT0074-01 | SEC=non-agricultural | TT=74 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Điện Biên Phủ | START=Đường Âu Cơ | END=Đường Phạm Ngọc Thạch | FLAGS=
ID=NQ28-067-S01-TT0075-01 | SEC=non-agricultural | TT=75 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Lê Lợi | START=Đường Phạm Thạch | END=Ngọc Đường Nguyễn Huệ | FLAGS=
ID=NQ28-067-S01-TT0076-01 | SEC=non-agricultural | TT=76 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Hải Thượng Lãn Ông | START=Đường Lê Đại Hành | END=Đường Nguyễn Trãi | FLAGS=
ID=NQ28-067-S01-TT0077-01 | SEC=non-agricultural | TT=77 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Trần Văn Trà | START=Đường Phạm Thạch | END=Ngọc Đường Nguyễn Huệ | FLAGS=
ID=NQ28-067-S01-TT0078-01 | SEC=non-agricultural | TT=78 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Trần Nhân Tông | START=Đường Lê Đại Hành | END=Đường Ngô Quyền | FLAGS=
ID=NQ28-067-S01-TT0079-01 | SEC=non-agricultural | TT=79 | REL=main | PRICES=3200,2300,1900 | ROAD=Đường Nguyễn Văn Trỗi | START=Đường Cách Tháng Tám (Đường ĐT 741) | END=Mạng Đường Hùng Vương | FLAGS=
ID=NQ28-067-S01-TT0080-01 | SEC=non-agricultural | TT=80 | REL=main | PRICES=3300,2300,2000 | ROAD=Đường Nguyễn Du | START=Đường Cách Tháng Tám (Đường ĐT 741) | END=Mạng Đường Hùng Vương | FLAGS=
ID=NQ28-067-S01-TT0081-01 | SEC=non-agricultural | TT=81 | REL=main | PRICES=3300,2300,2000 | ROAD=Đường Chu Văn An | START=Đường Cách Tháng Tám (Đường ĐT 741) | END=Mạng Đường Hùng Vương | FLAGS=
ID=NQ28-067-S01-TT0082-01 | SEC=non-agricultural | TT=82 | REL=main | PRICES=3100,2100,1800 | ROAD=Đường Võ Thị Sáu | START=Đường Cách Tháng Tám (Đường ĐT 741) | END=Mạng Đường Hùng Vương | FLAGS=
ID=NQ28-067-S01-TT0083-01 | SEC=non-agricultural | TT=83 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường Huỳnh Thúc Kháng | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0084-01 | SEC=non-agricultural | TT=84 | REL=main | PRICES=3100,2100,1800 | ROAD=Đường Trần Phú | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0085-01 | SEC=non-agricultural | TT=85 | REL=main | PRICES=3100,2100,1800 | ROAD=Đường Lạc Long Quân | START=Đường Phú Riềng Đỏ | END=Đường Tôn Đức Thắng | FLAGS=
ID=NQ28-067-S01-TT0086-01 | SEC=non-agricultural | TT=86 | REL=main | PRICES=1900,1300,1100 | ROAD=Đường Lạc Long Quân | START=Đường Tôn Đức Thắng | END=Hết tuyến (đảo yến Sơn Hà) | FLAGS=
ID=NQ28-067-S01-TT0087-01 | SEC=non-agricultural | TT=87 | REL=main | PRICES=1900,1300,1100 | ROAD=Đường Lê Thái Tông | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0088-01 | SEC=non-agricultural | TT=88 | REL=main | PRICES=1900,1300,1100 | ROAD=Đường Trần Quốc Toản | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0089-01 | SEC=non-agricultural | TT=89 | REL=main | PRICES=1900,1300,1100 | ROAD=Đường Hai Bà Trưng | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0090-01 | SEC=non-agricultural | TT=90 | REL=main | PRICES=1900,1300,1100 | ROAD=Đường An Dương Vương | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0091-01 | SEC=non-agricultural | TT=91 | REL=main | PRICES=1500,1100,920 | ROAD=Đường Bắc Nam 2 | START=Đường Phạm Thạch | END=Ngọc Giáp khu dân cư Thịnh Trí | FLAGS=
ID=NQ28-067-S01-TT0092-01 | SEC=non-agricultural | TT=92 | REL=main | PRICES=1500,1100,920 | ROAD=Đường Bắc Nam 3 | START=Đường Lạc Long | END=Đường | FLAGS=
ID=NQ28-067-S01-TT0093-01 | SEC=non-agricultural | TT=93 | REL=main | PRICES=1500,1100,920 | ROAD=Đường Bắc Nam 4 | START=Quân Đường Nguyễn Hữu Thọ | END=Nguyễn Hữu Thọ Đường Đông Tây 9 (Tổ 23 nối dài) | FLAGS=
ID=NQ28-067-S01-TT0094-01 | SEC=non-agricultural | TT=94 | REL=main | PRICES=1500,1100,920 | ROAD=Đường Bắc Nam 7 | START=Đường Lạc Long Quân | END=Giáp ranh thửa đất số 60, tờ bản đồ số 18 | FLAGS=
ID=NQ28-067-S01-TT0095-01 | SEC=non-agricultural | TT=95 | REL=main | PRICES=1500,1100,920 | ROAD=Đường Đông Tây 10 | START=Đường tổ 23 | END=Giáp ranh thửa nối dài đất số 88, tờ bản đồ số 19 | FLAGS=
ID=NQ28-067-S01-TT0096-01 | SEC=non-agricultural | TT=96 | REL=main | PRICES=1900,1300,1100 | ROAD=Đường Đông Tây 9 (Tổ 23 dài) | START=Đường Cách nối Tháng Tám (Đường ĐT 741) | END=Mạng Đường Tôn Đức Thắng (nối dài) | FLAGS=
ID=NQ28-067-S01-TT0097-01 | SEC=non-agricultural | TT=97 | REL=main | PRICES=1500,1100,920 | ROAD=Đường Đông Tây 9 (Tổ 23 dài) | START=nối Đường Tôn Đức Thắng (nối dài) | END=Hết tuyến | FLAGS=
ID=NQ28-067-S01-TT0098-01 | SEC=non-agricultural | TT=98 | REL=main | PRICES=1600,1100,970 | ROAD=Các tuyến đường tổ đấu nối Đường Cách Mạng Tháng Đường tổ 7, 9, 1 (Tân Phú | START=Tám: Toàn tuyến cũ) | END= | FLAGS=
ID=NQ28-067-S01-TT0099-01 | SEC=non-agricultural | TT=99 | REL=main | PRICES=1400,950,820 | ROAD=Các tuyến đường Tổ đấu Đường Cách Mạng Tháng Các tuyến còn lại | START=nối Tám: Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0100-01 | SEC=non-agricultural | TT=100 | REL=main | PRICES=1400,950,820 | ROAD=Các tuyến đường tổ đấu nối Đường Phú Riềng Đỏ | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0101-01 | SEC=non-agricultural | TT=101 | REL=main | PRICES=1300,890,770 | ROAD=Các tuyến đường tổ đấu nối Đường Tôn Đức Thắng | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0102-01 | SEC=non-agricultural | TT=102 | REL=main | PRICES=1300,890,770 | ROAD=Các tuyến đường tổ đấu nối Đường Nguyễn Văn Linh | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0103-01 | SEC=non-agricultural | TT=103 | REL=main | PRICES=1300,890,770 | ROAD=Các tuyến đường tổ đấu nối Đường Hùng Vương | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0104-01 | SEC=non-agricultural | TT=104 | REL=main | PRICES=1300,890,770 | ROAD=Đường tuyến số 1 | START=Thửa đất số 73 số 369, tờ bản số 176 | END=Hết thửa đất và số 79 và số đồ 256, tờ bản đồ số 205 | FLAGS=
ID=NQ28-067-S01-TT0105-01 | SEC=non-agricultural | TT=105 | REL=main | PRICES=1500,1100,920 | ROAD=Đường tuyến số 2 | START=Đường ĐT 741 | END=Hết Thửa đất số 36 và số 70, tờ bản đồ số 231 | FLAGS=
ID=NQ28-067-S01-TT0106-01 | SEC=non-agricultural | TT=106 | REL=main | PRICES=1300,890,770 | ROAD=Đường tuyến số 2 | START=Tiếp giáp Thửa số 36 và số 70, bản đồ số 231 | END=Hết Thửa đất đất số 29 và số 5, tờ tờ bản đồ số 183 | FLAGS=
ID=NQ28-067-S01-TT0107-01 | SEC=non-agricultural | TT=107 | REL=main | PRICES=2600,1800,1500 | ROAD=Đường tuyến số 3 | START=Đường Cách Tháng Tám (Đường ĐT 741) | END=Hết ranh thửa Mạng đất số 39, tờ bản đồ số 63 và Thửa đất số 393, tờ bản đồ | FLAGS=
ID=NQ28-067-S01-TT0108-01 | SEC=non-agricultural | TT=108 | REL=main | PRICES=1700,1200,1000 | ROAD=Đường tuyến số 3 | START=Từ ranh Thửa số 39, tờ bản 63 và Thửa đất 393, tờ bản đồ 61 | END=số 61 đất đồ số Giáp ranh xã số Tân Tiến cũ số | FLAGS=
ID=NQ28-067-S01-TT0109-01 | SEC=non-agricultural | TT=109 | REL=main | PRICES=1500,1100,920 | ROAD=Đường tuyến số 3 | START=Đất Ban quản khu kinh tế tỉnh quản lý (giáp thị trấn Tân Phú | END=Cầu Suối Rạt lý (hết thửa đất số 307 và số ranh 242, tờ bản đồ cũ) số 116) | FLAGS=
ID=NQ28-067-S01-TT0110-01 | SEC=non-agricultural | TT=110 | REL=main | PRICES=1300,890,770 | ROAD=Đường tuyến số 3 | START=Cầu Suối Rạt đất số 87 và số 245, tờ bản đồ 136) | END=Giáp ranh xã (thửa Tân Lợi (hết Thửa đất số số 26 và số 111, tờ bản đồ số | FLAGS=
ID=NQ28-067-S01-TT0111-01 | SEC=non-agricultural | TT=111 | REL=main | PRICES=2600,1800,1500 | ROAD=Đường tuyến số 4 (Tổ 34, Thắng Lợi) | START=Đường Cách thôn Tháng Tám (Đường ĐT 741) | END=138) Mạng Đường điện 500KV | FLAGS=
ID=NQ28-067-S01-TT0112-01 | SEC=non-agricultural | TT=112 | REL=main | PRICES=1700,1200,1000 | ROAD=Đường tuyến số 4 (tổ 34, Thôn Thắng Lợi) | START=Đường điện 500KV | END=Giáp ranh xã Tân Lợi | FLAGS=
ID=NQ28-067-S01-TT0113-01 | SEC=non-agricultural | TT=113 | REL=main | PRICES=1300,890,770 | ROAD=Đường tuyến số 4 | START=Đoạn còn lại | END= | FLAGS=
ID=NQ28-067-S01-TT0114-01 | SEC=non-agricultural | TT=114 | REL=main | PRICES=1700,1200,1000 | ROAD=Đường tuyến số 5 (đường nhựa) | START=Thửa đất số 42, bản đồ số 174 | END=Hết thửa đất tờ số 31, tờ bản đồ số 199 | FLAGS=
ID=NQ28-067-S01-TT0115-01 | SEC=non-agricultural | TT=115 | REL=main | PRICES=1700,1200,1000 | ROAD=Đường kết nối các khu công nghiệp Phía Tây Nam thành Đồng Xoài cũ | START=Giáp ranh phường phố Bình Phước | END=Giáp ranh xã Tân Tiến cũ | FLAGS=
ID=NQ28-067-S01-TT0116-01 | SEC=non-agricultural | TT=116 | REL=main | PRICES=1300,890,770 | ROAD=Đường kết nối các khu công nghiệp Phía Tây Nam thành Đồng Xoài cũ | START=Giáp ranh Tân phố cũ | END=Phú Giáp ranh xã Tân Lập cũ | FLAGS=
ID=NQ28-067-S01-TT0117-01 | SEC=non-agricultural | TT=117 | REL=main | PRICES=1300,890,770 | ROAD=Đường kết nối các khu công nghiệp Phía Tây Nam thành Đồng Xoài cũ (kết cấu Đường trải lớp đá mi) | START=phố Giáp ranh xã Tiến cũ | END=Hết thửa đất Tân số 288, tờ bản đồ số 147 | FLAGS=
ID=NQ28-067-S01-TT0118-01 | SEC=non-agricultural | TT=118 | REL=main | PRICES=1300,890,770 | ROAD=Đường kết nối các khu công nghiệp Phía Tây Nam thành Đồng Xoài cũ (kết cấu Đường trải lớp đá mi) | START=phố Thửa đất số 76, bản đồ số 163 | END=Hết thửa đất tờ số 425 và số 46, tờ bản đồ số 163 | FLAGS=
ID=NQ28-067-S01-TT0119-01 | SEC=non-agricultural | TT=119 | REL=main | PRICES=1300,890,770 | ROAD=Đường kết nối các khu công nghiệp Phía Tây Nam thành Đồng Xoài cũ (kết cấu Đường trải lớp đá mi) | START=phố Thửa đất số 184, bản đồ số 162 | END=Hết thửa đất tờ số 227, tờ bản đồ số 162 | FLAGS=
ID=NQ28-067-S01-TT0120-01 | SEC=non-agricultural | TT=120 | REL=main | PRICES=1300,890,770 | ROAD=Đường kết nối các khu công nghiệp Phía Tây Nam thành Đồng Xoài cũ (kết cấu Đường | START=Thửa đất số 156, phố bản đồ số 175 | END=Hết thửa đất tờ số 147, tờ bản đồ số 175 | FLAGS=
ID=NQ28-067-S01-TT0121-01 | SEC=non-agricultural | TT=121 | REL=main | PRICES=1300,890,770 | ROAD=trải lớp đá mi) Đường kết nải các khu công nghiệp Phía Tây Nam thành Đồng Xoài cũ (kết cấu Đường trải lớp đá mi) | START=phố Thửa đất số 73, bản đồ số 176 | END=Hết thửa đất tờ số 256, tờ bản đồ số 205 | FLAGS=
ID=NQ28-067-S01-TT0122-01 | SEC=non-agricultural | TT=122 | REL=main | PRICES=2000,1400,1200 | ROAD=Đường tổ 43 (tiếp giáp với dân cư Mỹ Khánh Vy) | START=Đường Cách khu Tháng Tám (Đường ĐT 741) | END=Tiếp Giáp Đường Phú Mạng Riềng Đỏ kéo dài tới khu công nghiệp Bắc Đồng Phú | FLAGS=
ID=NQ28-067-S01-TT0123-01 | SEC=non-agricultural | TT=123 | REL=main | PRICES=1300,890,770 | ROAD=Đường Tổ 21 (đường nhựa) (Tân Lập cũ) | START=Thửa đất số 46, bản đồ số 237 | END=Thửa đất số tờ 69, tờ bản đồ số 237 | FLAGS=
ID=NQ28-067-S01-TT0124-01 | SEC=non-agricultural | TT=124 | REL=main | PRICES=1000,710,610 | ROAD=Đường tổ 20, 26 và 36 (đường nhựa) (Tân Lập cũ) | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0125-01 | SEC=non-agricultural | TT=125 | REL=main | PRICES=1700,1200,1000 | ROAD=Đường vào Trung tâm hành chính mới xã Tân Tiến cũ Đường giao thông nông thôn đấu nối trục Đường ĐT 741 | START=Đầu ranh thửa số 403, tờ bản số 219) | END=đất Hết ranh Thửa đồ đất số 8, tờ bản đồ số 135) | FLAGS=
ID=NQ28-067-S01-TT0126-01 | SEC=non-agricultural | TT=126 | REL=main | PRICES=1000,710,610 | ROAD=đoạn từ Đường tổ 33 (thửa số 206, tờ bản đồ số 221); Đường Tổ 28 (thửa đất số tờ bản đồ số 221) đến Đường Tổ 27 (thửa đất số 143, tờ đồ số 224); Đường Tổ 22 đất số 147, tờ bản đồ số 224) trong phạm vi 200m Đường giao thông nông thôn | START=đất 211, Toàn tuyến bản (thửa | END= | FLAGS=
ID=NQ28-067-S01-TT0127-01 | SEC=non-agricultural | TT=127 | REL=main | PRICES=850,600,510 | ROAD=đấu nối trục Đường ĐT 741 đoạn từ giáp ranh thửa đất 74, tờ bản đồ số 222; giáp thửa đất số 87, tờ bản đồ 222 đến đường Tổ 33 (thửa số 192, tờ bản đồ số 221); Đường Tổ 28 (thửa đất số tờ bản đồ số 221) và đoạn Đường Tổ 27 (thửa đất số tờ bản đồ số 224); Đường (thửa đất số 395, tờ bản đồ 224) đến hết ranh thửa đất 256, tờ bản đồ số 224); Đường | START=số ranh số đất 31 8, từ Toàn tuyến 142, Tổ 22 số số | END= | FLAGS=
ID=NQ28-067-S01-TT0128-01 | SEC=non-agricultural | TT=128 | REL=main | PRICES=800,560,480 | ROAD=tổ 18 (hết ranh thửa đất số tờ bản đồ số 224) trong phạm 200m Đường giao thông nông thôn đấu nối trục Đường ĐT 741 (đoạn từ Đường Tổ 23B (thửa đất số 181, tờ bản đồ số 234) đến Đường tổ 9 (thửa đất | START=268, vi Toàn tuyến số 17, | END= | FLAGS=
ID=NQ28-067-S01-TT0129-01 | SEC=non-agricultural | TT=129 | REL=main | PRICES=600,420,360 | ROAD=tờ bản đồ số 242) và đoạn Thửa đất số 98, tờ bản đồ 188) đến giáp ranh thành Hồ Chí Minh) trong phạm 200m Đường giao thông nông thôn đấu nối trục Đường ĐT 741 đoạn còn lại trong phạm vi 200m | START=từ số phố vi Toàn tuyến Thửa đất số 110 | END= | FLAGS=
ID=NQ28-067-S01-TT0130-01 | SEC=non-agricultural | TT=130 | REL=main | PRICES=6000,4200,3600 | ROAD=Đất đấu giá 23 lô tại khu Chợ Tân Lập (đường nhựa) | START=đến thửa đất 124 (trừ thửa xã 113) và thửa 75, 76, 77, 80, 82, 85, 86, 89, | END=số đất số đất số 81, tờ | FLAGS=
ID=NQ28-067-S01-TT0131-01 | SEC=non-agricultural | TT=131 | REL=main | PRICES=6800,4800,4100 | ROAD=Đất đấu giá 2 lô tại khu Chợ Tân Lập (đường nhựa) | START=bản đồ số 76 Thửa đất số 113 xã thửa đất số 125, bản đồ số 76 | END=và tờ | FLAGS=
ID=NQ28-067-S01-TT0132-01 | SEC=non-agricultural | TT=132 | REL=main | PRICES=4300,3000,2600 | ROAD=Khu dân cư thôn 9 - Tân Lập. | START=Các tuyến đường Nội bộ trong khu dân cư | END= | FLAGS=
ID=NQ28-067-S01-TT0133-01 | SEC=non-agricultural | TT=133 | REL=main | PRICES=380,270,230 | ROAD=Đường liên xã Tân Phú - Tân Tiến cũ (đoạn điều chỉnh) | START=Ranh thị trấn Phú cũ | END=Đường Tổ 47, Tân thôn Thái Dũng | FLAGS=
ID=NQ28-067-S01-TT0134-01 | SEC=non-agricultural | TT=134 | REL=main | PRICES=600,420,360 | ROAD=Các tuyến đường giao thông còn lại trên địa bàn thị trấn Phú cũ | START=Tân Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0135-01 | SEC=non-agricultural | TT=135 | REL=main | PRICES=510,360,310 | ROAD=Đường giao thông liên xã trên địa bàn xã Tân Tiến và Lập cũ | START=còn lại Tân Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0136-01 | SEC=non-agricultural | TT=136 | REL=main | PRICES=430,300,260 | ROAD=Đường giao thông liên thôn kết cấu trải nhựa, bê tông | START=có Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0137-01 | SEC=non-agricultural | TT=137 | REL=main | PRICES=380,270,230 | ROAD=Đường giao thông liên thôn lại | START=còn Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0138-01 | SEC=non-agricultural | TT=138 | REL=main | PRICES=340,240,200 | ROAD=Các tuyến đường giao thông còn lại trên địa bàn xã Tân và Tân Lập cũ 69. Xã Lộc Ninh | START=Tiến Toàn tuyến Đoạn đường | END= | FLAGS=
ID=NQ28-067-S01-TT0001-03 | SEC=non-agricultural | TT=1 | REL=main | PRICES=7100,6100 | ROAD=Tên đường giao TT thông Đường Đường Quốc lộ 13 Vương | START=Hùng Đường Huỳnh Tấn Phát | END=Giá Giá thương đất ở mại, 10.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0002-03 | SEC=non-agricultural | TT=2 | REL=main | PRICES=5800,5000 | ROAD=Đường Đường Quốc lộ 13 Huỳnh Phát | START=Đường Nguyễn Tấn Bình | END=8.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0003-03 | SEC=non-agricultural | TT=3 | REL=main | PRICES=3900,3300 | ROAD=Đường Đường Quốc lộ 13 Nguyễn | START=Giáp ranh Bình Thái (cũ) | END=xã Lộc 5.500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0004-04 | SEC=non-agricultural | TT=4 | REL=main | PRICES=5800,5000 | ROAD=Đường Đường Quốc lộ 13 Vương | START=Hùng Đường Cách Mạng Tháng | END=8.300 Tám | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0005-03 | SEC=non-agricultural | TT=5 | REL=main | PRICES=3200,2800 | ROAD=Đường Đường Quốc lộ 13 Mạng Tám | START=Cách Giáp ranh Tháng Tấn | END=xã Lộc 4.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0006-03 | SEC=non-agricultural | TT=6 | REL=main | PRICES=2000,1700 | ROAD=Giáp Đường Quốc lộ 13 Lộc | START=ranh xã Hết đất cây Hưng Minh Tú | END=xăng 2.900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0007-03 | SEC=non-agricultural | TT=7 | REL=main | PRICES=2500,2200 | ROAD=Giáp Đường Quốc lộ 13 xăng | START=Hết ranh đất cây hàng Agribank Minh Tú Lộc Thái | END=đất Ngân 3.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0008-03 | SEC=non-agricultural | TT=8 | REL=main | PRICES=2200,1900 | ROAD=Giáp Ngân Đường Quốc lộ 13 Agribank Thái | START=ranh hàng Hết ranh Lộc nghỉ Trung | END=đất nhà 3.200 Thành | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
