TABLE=056 | AREA=Phường Bình Phước | RECORDS=752 | GROUPS=319 | REVIEW=751
ID=NQ28-056-S01-TT0001-01 | SEC=non-agricultural | TT=1 | REL=main | PRICES=30100,25800 | ROAD=56. Phường Bình Phước Tên đường giao thông TT Đường Quốc lộ 14 | START=Đoạn Ngã tư Đồng Xoài | END=đường Giá đất Đường Đồng 43.000 Khởi | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0089-01 | SEC=non-agricultural | TT=89 | REL=main | PRICES=19600,16800 | ROAD=Đường Võ Văn Tần | START=Đường Hùng Vương | END=Đường Nơ 28.000 Trang Long | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0090-01 | SEC=non-agricultural | TT=90 | REL=main | PRICES=22100,18900 | ROAD=Đường Võ Văn Tần | START=Đường Điểu Ông | END=Đường Nơ 31.500 Trang Long | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0091-01 | SEC=non-agricultural | TT=91 | REL=main | PRICES=8100,7000 | ROAD=Đường Võ Văn Tần (đoạn đường đã được đầu tư thảm nhựa) | START=Đường Hùng Vương | END=Đường Tôn 11.600 Đức Thắng | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0092-01 | SEC=non-agricultural | TT=92 | REL=main | PRICES=6700,5800 | ROAD=Đường Võ Văn Tần | START=Đường Tôn Đức Thắng | END=Đường số 31 9.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0093-01 | SEC=non-agricultural | TT=93 | REL=main | PRICES=5600,4800 | ROAD=Đường Võ Văn Tần (đoạn đường đã được đầu tư thảm nhựa) | START=Đường số 31 | END=Đường 8.000 Trường Chinh | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0094-01 | SEC=non-agricultural | TT=94 | REL=main | PRICES=9500,8200 | ROAD=Đường 6 tháng 1 | START=Đường Lê Duẩn | END=Đường Nguyễn Văn 13.600 Linh | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0095-01 | SEC=non-agricultural | TT=95 | REL=main | PRICES=9500,8200 | ROAD=Đường Nguyễn Văn Cừ | START=Đường Quốc lộ 14 | END=Đường Trần 13.600 Hưng Đạo | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0096-01 | SEC=non-agricultural | TT=96 | REL=main | PRICES=9500,8200 | ROAD=Đường Nguyễn Thị Minh Khai | START=Đường Quốc lộ 14 | END=Đường Trần 13.600 Hưng Đạo | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0097-01 | SEC=non-agricultural | TT=97 | REL=main | PRICES=9500,8200 | ROAD=Đường Nguyễn Chánh | START=Đường Quốc lộ 14 | END=Đường Trần 13.600 Hưng Đạo | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0098-01 | SEC=non-agricultural | TT=98 | REL=main | PRICES=9500,8200 | ROAD=Đường Nguyễn Bình | START=Đường Quốc lộ 14 | END=Đường Trần 13.600 Hưng Đạo | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0099-01 | SEC=non-agricultural | TT=99 | REL=main | PRICES=9500,8200 | ROAD=Đường Lê Hồng Phong | START=Đường Quốc lộ 14 | END=Đường Trần 13.600 Hưng Đạo | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0100-01 | SEC=non-agricultural | TT=100 | REL=main | PRICES=7800,6700 | ROAD=Đường Hoàng Văn Thụ | START=Đường Lý Tự Trọng | END=Đường Trần 11.200 Hưng Đạo | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0101-01 | SEC=non-agricultural | TT=101 | REL=main | PRICES=7800,6700 | ROAD=Đường Lý Tự Trọng | START=Đường Nguyễn Văn Linh | END=Đường Lê 11.200 Hồng Phong | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0102-01 | SEC=non-agricultural | TT=102 | REL=main | PRICES=8400,7200 | ROAD=Đường Trần Văn Trà | START=Đường Quốc lộ 14 | END=Đường Trần 12.000 Hưng Đạo | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0103-01 | SEC=non-agricultural | TT=103 | REL=main | PRICES=7800,6700 | ROAD=Đường Nguyễn Thái Học | START=Đường Trường Chinh | END=Đường Nguyễn Chí 11.200 Thanh | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0104-01 | SEC=non-agricultural | TT=104 | REL=main | PRICES=7800,6700 | ROAD=Đường Hoàng Văn Thái | START=Đường Lê Hồng Phong | END=Đường 11.200 Nguyễn Bình | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0105-01 | SEC=non-agricultural | TT=105 | REL=main | PRICES=7800,6700 | ROAD=Đường Nguyễn Thị Định | START=Đường Hoàng Văn Thụ | END=Đường 11.200 Nguyễn Bình | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0106-01 | SEC=non-agricultural | TT=106 | REL=main | PRICES=7800,6700 | ROAD=Đường Huỳnh Văn Nghệ | START=Đường Lê Hồng Phong | END=Đường 11.200 Nguyễn Bình | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0107-01 | SEC=non-agricultural | TT=107 | REL=main | PRICES=7800,6700 | ROAD=Đường Ngô Gia Tự | START=Đường 6 tháng 1 | END=Đường Trần 11.200 Hưng Đạo | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0108-01 | SEC=non-agricultural | TT=108 | REL=main | PRICES=14900,12800 | ROAD=Đường Trần Phú | START=Đường Quốc lộ 14 | END=Đường Lý 21.400 Thường Kiệt | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0109-01 | SEC=non-agricultural | TT=109 | REL=main | PRICES=9500,8200 | ROAD=Đường Bùi Hữu Nghĩa | START=Đường Nguyễn Chánh | END=Đường 13.600 Nguyễn Bình | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0110-01 | SEC=non-agricultural | TT=110 | REL=main | PRICES=10100,8600 | ROAD=Đường Trần Cao Vân | START=Đường Quốc | END=Đường Trần 14.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0111-01 | SEC=non-agricultural | TT=111 | REL=main | PRICES=7300,6200 | ROAD=Đường Hồ Xuân Hương - dân cư Bắc Đồng Phú | START=lộ 14 khu Đường Phú Riềng Đỏ | END=Hưng Đạo Đường N16 khu dân cư 10.400 Bắc Đồng Phú | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0112-01 | SEC=non-agricultural | TT=112 | REL=main | PRICES=7800,6700 | ROAD=Đường Hồ Biểu Chánh | START=Đường Lý Thường Kiệt | END=Đường Hồ 11.200 Xuân Hương | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0113-01 | SEC=non-agricultural | TT=113 | REL=main | PRICES=7800,6700 | ROAD=Đường Nguyễn Gia Thiều | START=Đường Nguyễn Bỉnh Khiêm | END=Đường Hồ 11.200 Xuân Hương | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0114-01 | SEC=non-agricultural | TT=114 | REL=main | PRICES=7800,6700 | ROAD=Đường Nguyễn Xí | START=Đường Bạch Đằng | END=Đường Hồ 11.200 Xuân Hương | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0115-01 | SEC=non-agricultural | TT=115 | REL=main | PRICES=8700,7400 | ROAD=Đường Nguyễn Bỉnh Khiêm | START=Đường Hồ Xuân Hương | END=Đường Triệu 12.400 Quang Phục | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0116-01 | SEC=non-agricultural | TT=116 | REL=main | PRICES=7300,6200 | ROAD=Đường Ngô Thì Nhậm | START=Đường Bạch Đằng | END=Đường Hồ 10.400 Xuân Hương | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0117-01 | SEC=non-agricultural | TT=117 | REL=main | PRICES=7300,6200 | ROAD=Đường Nguyễn Văn Siêu | START=Đường Hàm Nghi | END=Đường Hồ 10.400 Xuân Hương | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0118-01 | SEC=non-agricultural | TT=118 | REL=main | PRICES=7300,6200 | ROAD=Đường Phạm Phú Thứ | START=Đường Bạch Đằng | END=Đường Hồ 10.400 Xuân Hương | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0119-01 | SEC=non-agricultural | TT=119 | REL=main | PRICES=7300,6200 | ROAD=Đường Phan Văn Đạt | START=Đường Trần Quang Diệu | END=Đường Lê 10.400 Duẩn | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0120-01 | SEC=non-agricultural | TT=120 | REL=main | PRICES=7300,6200 | ROAD=Đường Phạm Đình Hổ | START=Đường Trần Quang Diệu | END=Đường Lê 10.400 Duẩn | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0121-01 | SEC=non-agricultural | TT=121 | REL=main | PRICES=6400,5500 | ROAD=Đường Dương Bá Trạc | START=Đường Cách Mạng Tháng Tám | END=Đường 26 9.200 tháng 12 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0122-01 | SEC=non-agricultural | TT=122 | REL=main | PRICES=6400,5500 | ROAD=Đường 26 tháng 12 | START=Đường Phú Riềng Đỏ | END=Đường Đặng 9.200 Thai Mai | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0123-01 | SEC=non-agricultural | TT=123 | REL=main | PRICES=6400,5500 | ROAD=Đường 9 tháng 6 | START=Đường Phú Riềng Đỏ | END=Đường Dương Bá 9.200 Trạc | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0124-01 | SEC=non-agricultural | TT=124 | REL=main | PRICES=6400,5500 | ROAD=Đường Nguyễn Hữu Huân | START=Đường 9 tháng 6 | END=Đường số 4 9.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0125-01 | SEC=non-agricultural | TT=125 | REL=main | PRICES=6400,5500 | ROAD=Đường Hồ Huấn Nghiệp | START=Đường 26 tháng 12 | END=Đường 9 9.200 tháng 6 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0126-01 | SEC=non-agricultural | TT=126 | REL=main | PRICES=6400,5500 | ROAD=Đường Mạc Đĩnh Chi | START=Đường Cách Mạng Tháng Tám | END=Đường 9 9.200 tháng 6 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0127-01 | SEC=non-agricultural | TT=127 | REL=main | PRICES=6700,5800 | ROAD=Đường Cách Mạng Tháng | START=Đường Phú Tám Riềng Đỏ | END=Đường Vũ 9.600 Như Tô | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0128-01 | SEC=non-agricultural | TT=128 | REL=main | PRICES=9700,8300 | ROAD=Đường Đặng Thai Mai | START=Đường Cách Mạng Tháng Tám | END=Đường Lý 13.800 Thường Kiệt | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0129-01 | SEC=non-agricultural | TT=129 | REL=main | PRICES=7700,6600 | ROAD=Đường Lê Trọng Tấn | START=Toàn tuyến | END=11.000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0130-01 | SEC=non-agricultural | TT=130 | REL=main | PRICES=7000,6000 | ROAD=Đường Đoàn Thị Điểm | START=Toàn tuyến | END=10.000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0131-01 | SEC=non-agricultural | TT=131 | REL=main | PRICES=7300,6200 | ROAD=Đường Nguyễn Hữu Cảnh | START=Toàn tuyến | END=10.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0132-01 | SEC=non-agricultural | TT=132 | REL=main | PRICES=5600,4800 | ROAD=Đường Vũ Như Tô | START=Đường Bùi Thị Xuân | END=Cuối đường 8.000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0133-01 | SEC=non-agricultural | TT=133 | REL=main | PRICES=5400,4700 | ROAD=Đường Lương Văn Can | START=Đường Bùi Thị Xuân | END=Đường 26 7.800 tháng 12 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0134-01 | SEC=non-agricultural | TT=134 | REL=main | PRICES=4800,4100 | ROAD=Đường Tăng Bạt Hổ | START=Đường Chu Văn An | END=Đường Lương 6.800 Văn Can | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0135-01 | SEC=non-agricultural | TT=135 | REL=main | PRICES=5600,4800 | ROAD=Đường Hồ Hảo Hớn | START=Đường Chu Văn An | END=Đường Đặng 8.000 Thai Mai | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0136-01 | SEC=non-agricultural | TT=136 | REL=main | PRICES=5600,4800 | ROAD=Đường Đào Duy Từ | START=Đường Lê Trọng Tấn | END=Đường Nguyễn Hữu 8.000 Cảnh | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0137-01 | SEC=non-agricultural | TT=137 | REL=main | PRICES=5600,4800 | ROAD=Đường Nguyễn Công Trứ | START=Đường Lê Trọng Tấn | END=Đường Nguyễn Hữu 8.000 Cảnh | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0138-01 | SEC=non-agricultural | TT=138 | REL=main | PRICES=5600,4800 | ROAD=Đường Hồ Tùng Mậu | START=Đường Lê Lợi | END=Đường Bùi Thị 8.000 Xuân | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0139-01 | SEC=non-agricultural | TT=139 | REL=main | PRICES=5600,4800 | ROAD=Đường Trần Nhật Duật | START=Đường Lê Trọng Tấn | END=Đường Nguyễn Hữu 8.000 Cảnh | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0140-01 | SEC=non-agricultural | TT=140 | REL=main | PRICES=7300,6200 | ROAD=Đường Tô Ngọc Vân | START=Toàn tuyến | END=10.400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0141-01 | SEC=non-agricultural | TT=141 | REL=main | PRICES=14800,12700 | ROAD=Đường Lê Anh Xuân | START=Đường Quốc lộ 14 | END=Đường Trần 21.200 Hưng Đạo | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0142-01 | SEC=non-agricultural | TT=142 | REL=main | PRICES=5600,4800 | ROAD=Đường Hàn Thuyên | START=Đường Hai Bà Trưng | END=Đường Phạm 8.000 Hùng | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0143-01 | SEC=non-agricultural | TT=143 | REL=main | PRICES=5600,4800 | ROAD=Đường Diên Hồng | START=Đường Phạm Hùng | END=Đường Đặng 8.000 Thai Mai | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0144-01 | SEC=non-agricultural | TT=144 | REL=main | PRICES=5600,4800 | ROAD=Đường Chu Văn An | START=Đường Trương Công Định | END=Đường 26 8.000 tháng 12 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0145-01 | SEC=non-agricultural | TT=145 | REL=main | PRICES=8400,7200 | ROAD=Đường Phạm Hùng | START=Toàn tuyến | END=12.000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0146-01 | SEC=non-agricultural | TT=146 | REL=main | PRICES=7300,6200 | ROAD=Đường Phan Huy ích | START=Đường Phạm Hùng | END=Đường Đặng 10.400 Thai Mai | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0147-01 | SEC=non-agricultural | TT=147 | REL=main | PRICES=7600,6500 | ROAD=Đường Đồng Khởi | START=Toàn tuyến | END=10.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0148-01 | SEC=non-agricultural | TT=148 | REL=main | PRICES=7600,6500 | ROAD=Đường Bình Giã | START=Đường Trần Phú | END=Đường Đồng 10.800 Khởi | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0149-01 | SEC=non-agricultural | TT=149 | REL=main | PRICES=8400,7200 | ROAD=Đường Tôn Thất Tùng | START=Đường Trần Phú | END=Đường Nguyễn 12.000 Thượng Hiền | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0150-01 | SEC=non-agricultural | TT=150 | REL=main | PRICES=8400,7200 | ROAD=Đường Phạm Hữu Trí | START=Đường Trần Phú | END=Đường Nguyễn 12.000 Thượng Hiền | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0151-01 | SEC=non-agricultural | TT=151 | REL=main | PRICES=9000,7700 | ROAD=Đường Lê Quang Định | START=Đường Trần Phú | END=Đường Đặng 12.800 Trần Thi | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0152-01 | SEC=non-agricultural | TT=152 | REL=main | PRICES=9000,7700 | ROAD=Đường Đặng Văn Ngữ | START=Đường Trần Hưng Đạo | END=Đường Lê 12.800 Quang Định | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0153-01 | SEC=non-agricultural | TT=153 | REL=main | PRICES=9000,7700 | ROAD=Đường Lê Quát | START=Đường Trần Hưng Đạo | END=Đường Lê 12.800 Quang Định | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0154-01 | SEC=non-agricultural | TT=154 | REL=main | PRICES=4800,4100 | ROAD=Đường quy hoạch số 4 (thửa đất hướng Bắc) khu dân cư Trung tâm hành chính thành phố | START=Đường Nguyễn Hữu Cảnh | END=Đường Nguyễn Hữu 6.900 Huân | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0155-01 | SEC=non-agricultural | TT=155 | REL=main | PRICES=3900,3300 | ROAD=Đường quy hoạch số 4 (thửa đất hướng Nam) khu dân Trung tâm hành chính thành phố | START=Đường cư Nguyễn Hữu Cảnh | END=Đường Nguyễn Hữu 5.500 Huân | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0156-01 | SEC=non-agricultural | TT=156 | REL=main | PRICES=5300,4600 | ROAD=Đường N7 khu dân cư Bắc Đồng Phú | START=Đường Phú Riềng Đỏ | END=Cống thoát nước qua suối giáp ấp Làng 7.600 Ba, phường Tiến Thành (cũ) | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0157-01 | SEC=non-agricultural | TT=157 | REL=main | PRICES=5100,4400 | ROAD=Đường N13 khu dân cư Bắc Đồng Phú | START=Đường D9 khu dân cư Bắc Đồng Phú | END=Đường D7 khu dân cư 7.300 Bắc Đồng Phú | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0158-01 | SEC=non-agricultural | TT=158 | REL=main | PRICES=5300,4600 | ROAD=Đường D8, D9, D10 khu dân Bắc Đồng Phú | START=cư Toàn tuyến | END=7.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0159-01 | SEC=non-agricultural | TT=159 | REL=main | PRICES=4800,4100 | ROAD=Đường N1, N2, N3, N4, N5, N8, N9, N10, N11, N12, N14, N15, N16 khu dân cư Bắc Phú | START=N6, Toàn tuyến Đồng | END=6.900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0160-01 | SEC=non-agricultural | TT=160 | REL=main | PRICES=4800,4100 | ROAD=Đường D1, D2, D3, D4, D5, khu dân cư Bắc Đồng Phú | START=D6 Toàn tuyến | END=6.900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0161-01 | SEC=non-agricultural | TT=161 | REL=main | PRICES=6800,5800 | ROAD=Đường D5, D7A khu dân cư Phú Thịnh - Khu Lâm viên | START=Toàn tuyến | END=9.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0162-01 | SEC=non-agricultural | TT=162 | REL=main | PRICES=5800,5000 | ROAD=Đường D1, D2, D4 khu dân Phú Thịnh - Khu Lâm Viên | START=cư Toàn tuyến | END=8.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0163-01 | SEC=non-agricultural | TT=163 | REL=main | PRICES=5300,4600 | ROAD=Đường N1 khu dân cư Phú Thịnh - Khu Lâm Viên | START=Toàn tuyến | END=7.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0164-01 | SEC=non-agricultural | TT=164 | REL=main | PRICES=5300,4600 | ROAD=Đường N2 khu dân cư Phú Thịnh - Khu Lâm Viên | START=Toàn tuyến | END=7.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0165-01 | SEC=non-agricultural | TT=165 | REL=main | PRICES=5300,4600 | ROAD=Đường D3 khu dân cư Phú Thịnh - Khu Lâm Viên | START=Toàn tuyến | END=7.600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0166-01 | SEC=non-agricultural | TT=166 | REL=main | PRICES=6800,5800 | ROAD=Đường Trần Quang Diệu | START=Toàn tuyến | END=9.700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0167-01 | SEC=non-agricultural | TT=167 | REL=main | PRICES=14000,12000 | ROAD=Đường Cao Xuân Huy | START=Đường Nguyễn Thượng Hiền | END=Đường Hai Bà 20.000 Trưng | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0168-01 | SEC=non-agricultural | TT=168 | REL=main | PRICES=3600,3100 | ROAD=Đường nhựa ranh giới Tiến | START=Ngã ba đường | END=Cầu suối Cam 5.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0169-01 | SEC=non-agricultural | TT=169 | REL=main | PRICES=7300,6200 | ROAD=Thành - Tân Phú (cũ) Đường Nguyễn Trãi | START=Trần Hưng Đạo Đường Phú Riềng Đỏ | END=Đường Ngô 10.400 Quyền | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0170-01 | SEC=non-agricultural | TT=170 | REL=main | PRICES=6200,5300 | ROAD=Đường Hoàng Hoa Thám | START=Đường Phú Riềng Đỏ | END=Đường Ngô 8.800 Quyền | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0171-01 | SEC=non-agricultural | TT=171 | REL=main | PRICES=5600,4800 | ROAD=Đường Bà Triệu | START=Đường Phú Riềng Đỏ | END=Đường Ngô 8.000 Quyền | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0172-01 | SEC=non-agricultural | TT=172 | REL=main | PRICES=6200,5300 | ROAD=Đường Phạm Ngũ Lão | START=Đường Phú Riềng Đỏ | END=Suối Đồng 8.800 Tiền | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0173-01 | SEC=non-agricultural | TT=173 | REL=main | PRICES=5600,4800 | ROAD=Đường Nguyễn Đình Chiểu | START=Đường Phú Riềng Đỏ | END=Suối Đồng 8.000 Tiền | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0174-01 | SEC=non-agricultural | TT=174 | REL=main | PRICES=5600,4800 | ROAD=Đường Ngô Quyền | START=Đường Lê Quý Đôn | END=Cổng trường Tiểu học Tân 8.000 Thiện | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0175-01 | SEC=non-agricultural | TT=175 | REL=main | PRICES=4800,4100 | ROAD=Đường Đinh Bộ Lĩnh | START=Đường Nguyễn Huệ | END=Đường Trần 6.800 Quang Khải | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0176-01 | SEC=non-agricultural | TT=176 | REL=main | PRICES=4800,4100 | ROAD=Đường Trần Quang Khải | START=Đường Nguyễn Huệ | END=Đường số 2 6.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0177-01 | SEC=non-agricultural | TT=177 | REL=main | PRICES=4000,3500 | ROAD=Đường số 2 | START=Đường Nguyễn Huệ | END=Đường Trần 5.800 Quang Khải | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0178-01 | SEC=non-agricultural | TT=178 | REL=main | PRICES=3600,3100 | ROAD=Đường Lãnh Binh Thăng (N3, N5 cũ) | START=Toàn tuyến | END=5.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0179-01 | SEC=non-agricultural | TT=179 | REL=main | PRICES=24500,21000 | ROAD=Đường Hùng Vương | START=Đường Quốc lộ 14 | END=Đường Phú 35.000 Riềng Đỏ | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0180-01 | SEC=non-agricultural | TT=180 | REL=main | PRICES=24500,21000 | ROAD=Khu vực chợ Đường số 1 | START=Đường Quốc lộ 14 | END=Đường số 7 35.000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
