TABLE=074 | AREA=Xã Lộc Quang | RECORDS=153 | GROUPS=153 | REVIEW=44
ID=NQ28-074-S01-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=140,112,90,44 | ROAD=74. Xã Lộc Quang Tên đường giao thông TT Đường ĐT 756 | START=Đoạn đường Thửa đất số Thửa 82, tờ bản đồ 150, đồ số 8 | END=Giá đất trồng cây lâu năm đất số tờ bản 140 số 22 | FLAGS=
ID=NQ28-074-S01-TT0056-01 | SEC=agricultural | TT=56 | REL=main | PRICES=216,173,138,42 | ROAD=Đường ĐT 756C (Đường huyện 245) | START=Nhà ông Mai Viết Huệ (từ hết ranh thửa đất số 09, tờ bản đồ số 100) | END=Ngã tư cổng Nông trường 425 | FLAGS=
ID=NQ28-074-S01-TT0057-01 | SEC=agricultural | TT=57 | REL=main | PRICES=216,173,138 | ROAD=Đường vào Khu công nghiệp Tân Khai 2 | START=Giáp đường Quốc lộ 13 | END=Đến 300m | FLAGS=
ID=NQ28-074-S01-TT0058-01 | SEC=agricultural | TT=58 | REL=main | PRICES=216,173,138 | ROAD=Đường vào Khu công nghiệp Tân Khai 2 | START=Cách đường Quốc lộ 13 từ 300m trở lên | END=Khu công nghiệp Tân Khai 2 | FLAGS=
ID=NQ28-074-S01-TT0059-01 | SEC=agricultural | TT=59 | REL=main | PRICES=216,173,138 | ROAD=Đường liên ranh thôn 1-2 | START=Từ hành lang lộ | END=Đến 200m | FLAGS=
ID=NQ28-074-S01-TT0060-01 | SEC=agricultural | TT=60 | REL=main | PRICES=216,173,138 | ROAD=Đường liên ranh thôn 1-2 | START=giới đường Quốc lộ 13 (thửa đất không tiếp giáp đường Quốc lộ 13) Từ 200m trở lên | END=Đường Bắc Nam 12 | FLAGS=
ID=NQ28-074-S01-TT0061-01 | SEC=agricultural | TT=61 | REL=main | PRICES=216,173,138 | ROAD=Đường liên ranh thôn 1-2 | START=Đường Bắc Nam 12 Từ hành lang lộ | END=Hết tuyến | FLAGS=
ID=NQ28-074-S01-TT0062-01 | SEC=agricultural | TT=62 | REL=main | PRICES=216,173,138 | ROAD=Đường nhựa thôn 2 (tổ 4-5) | START=giới đường Quốc lộ 13 (thửa đất không tiếp giáp đường Quốc lộ | END=Đến 200m | FLAGS=
ID=NQ28-074-S01-TT0063-01 | SEC=agricultural | TT=63 | REL=main | PRICES=216,173,138 | ROAD=Đường nhựa thôn 2 (tổ 4-5) | START=13) Từ 200m trở lên | END=Đường Bắc Nam 12 | FLAGS=
ID=NQ28-074-S01-TT0064-01 | SEC=agricultural | TT=64 | REL=main | PRICES=216,173,138 | ROAD=Đường nhựa thôn 2 (tổ 4-5) | START=Đường Bắc Nam 12 Từ hành lang lộ | END=Hết tuyến | FLAGS=
ID=NQ28-074-S01-TT0065-01 | SEC=agricultural | TT=65 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ ranh giới xã Tân Khai - Phường Bình Long đến Trạm thu phí) | START=với giới đường Quốc lộ 13 (thửa đất không tiếp giáp đường Quốc lộ 13) | END=Đến 200m | FLAGS=
ID=NQ28-074-S01-TT0066-01 | SEC=agricultural | TT=66 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ ranh giới xã Tân Khai - Phượng Bình Long đến Trạm thu phí) | START=với Từ 200m trở lên | END=Đến 500m | FLAGS=
ID=NQ28-074-S01-TT0067-01 | SEC=agricultural | TT=67 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ ranh giới xã Tân Khai - Phường Bình Long đến Trạm thu phí) | START=với Từ 500m trở lên | END=Hết tuyến | FLAGS=
ID=NQ28-074-S01-TT0068-01 | SEC=agricultural | TT=68 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ xăng Tấn Kiệt) | START=Từ hành lang lộ với giới đường Quốc lộ 13 (thửa đất đường Quốc lộ 13) | END=Đến 200m | FLAGS=
ID=NQ28-074-S01-TT0069-01 | SEC=agricultural | TT=69 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ xăng Tấn Kiệt) | START=với Từ 200m trở lên | END=Đến 500m | FLAGS=
ID=NQ28-074-S01-TT0070-01 | SEC=agricultural | TT=70 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ xăng Tấn Kiệt) | START=với Từ 500m trở lên | END=Hết tuyến | FLAGS=
ID=NQ28-074-S01-TT0071-01 | SEC=agricultural | TT=71 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ đến hết ranh đất cây xăng ĐVT) | START=Từ hành lang lộ với giới đường Quốc lộ 13 (Thửa đất không tiếp giáp đường Quốc lộ 13) | END=Đến 200m | FLAGS=
ID=NQ28-074-S01-TT0072-01 | SEC=agricultural | TT=72 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ đến hết ranh đất cây xăng ĐVT) | START=với Từ 200tn trở lên | END=Đến 500m | FLAGS=
ID=NQ28-074-S01-TT0073-01 | SEC=agricultural | TT=73 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ đến hết ranh đất cây xăng ĐVT) | START=với Từ 500m trở lên | END=Hết tuyến | FLAGS=
ID=NQ28-074-S01-TT0074-01 | SEC=agricultural | TT=74 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ ranh đất cây xăng ĐVT đến ranh giới xã Tân Khai - Phường Minh Hưng) | START=Từ hành lang lộ với giới đường Quốc hết lộ 13 (thửa đất không tiếp giáp đường Quốc lộ 13) | END=Đến 200m | FLAGS=
ID=NQ28-074-S01-TT0075-02 | SEC=agricultural | TT=75 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ ranh đất cây xăng ĐVT đến ranh giới xã Tân Khai - Phường Minh Hưng) | START=với hết Từ 200m trở lên | END=Đến 500m | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-074-S01-TT0076-01 | SEC=agricultural | TT=76 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường Quốc lộ 13 (đoạn từ ranh đất cây xăng ĐVT đến ranh giới xã Tân Khai - Phường Minh Hưng) | START=với hết Từ 500m trở lên | END=Hết tuyến | FLAGS=
ID=NQ28-074-S01-TT0077-01 | SEC=agricultural | TT=77 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường ĐT756C (đoạn từ ngã ba Tân Quan đến Cụm công nghiệp Lê Vy) | START=Từ hành lang lộ với giới đường ĐT 756C (thửa đất không tiếp giáp đường ĐT756C) | END=Đến 200m | FLAGS=
ID=NQ28-074-S01-TT0078-01 | SEC=agricultural | TT=78 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường ĐT756C (đoạn từ Cụm công nghiệp Lê Vy đến cầu Hô giáp ranh xã Tân Quan) | START=Từ hành lang lộ với giới đường ĐT 756C (thửa đất bà không tiếp giáp đường ĐT756C) | END=Đến 200m | FLAGS=
ID=NQ28-074-S01-TT0079-01 | SEC=agricultural | TT=79 | REL=main | PRICES=216,173,138 | ROAD=Các tuyến đường đấu nối đường ĐT756C (đoạn từ ngã tư giao đường Đông Tây 1 đường Bắc Nam 7 đến giáp ranh thôn Đồng Nơ 1) | START=Từ hành lang lộ với giới đường ĐT756C (thửa và đất không tiếp giấy đường | END=Đến 200m | FLAGS=
ID=NQ28-074-S01-TT0080-01 | SEC=agricultural | TT=80 | REL=main | PRICES=216,173,138 | ROAD=Đường nhựa vào Nhà văn thôn Tàu Ô | START=ĐT756C) hóa Từ hành lang lộ giới đường Quốc | END=Nhà văn hóa thôn Tàu Ô | FLAGS=
ID=NQ28-074-S01-TT0081-01 | SEC=agricultural | TT=81 | REL=main | PRICES=216,173,138 | ROAD=Đường nhựa vào Nhà văn thôn Tàu Ô | START=lộ 13 (thửa đất không tiếp giáp đường Quốc lộ 13) hóa Nhà văn hóa thôn Tàu Ô | END=Ngã ba (Thửa đất số 625, tờ bản đồ số 7) | FLAGS=
ID=NQ28-074-S01-TT0082-01 | SEC=agricultural | TT=82 | REL=main | PRICES=216,173,138 | ROAD=Đường nhựa vào hồ Sen Trắng | START=Từ hành lang lộ giới đường Quốc lộ 13 (thửa đất không tiếp giáp đường Quốc lộ 13) | END=Ranh đường sắt cũ | FLAGS=
ID=NQ28-074-S01-TT0083-01 | SEC=agricultural | TT=83 | REL=main | PRICES=216,173,138 | ROAD=Đường nhựa vào Trường học Tân Khai B | START=Từ hành lang lộ giới đường Quốc Tiểu lộ 13 (thửa đất không tiếp giáp đường Quốc lộ | END=Đến hết thửa đất số 229, tờ bản đồ số 26 | FLAGS=
ID=NQ28-074-S01-TT0084-01 | SEC=agricultural | TT=84 | REL=main | PRICES=180,144,115 | ROAD=Đường nhựa vào đập Bàu | START=13) Ngã ba Đình Úm thần | END=Công ty cấp thoát nước | FLAGS=
ID=NQ28-074-S01-TT0085-01 | SEC=agricultural | TT=85 | REL=main | PRICES=216,173,138 | ROAD=Đường nhựa vào cầu Huyện ủy | START=Ngã năm | END=Giáp ranh xã Tân Quan | FLAGS=
ID=NQ28-074-S01-TT0086-01 | SEC=agricultural | TT=86 | REL=main | PRICES=216,173,138 | ROAD=Đường nhựa tổ 2, thôn 2 (tuyến 1) | START=Đường Quốc lộ 13 | END=Đường Bắc Nam 12 | FLAGS=
ID=NQ28-074-S01-TT0087-01 | SEC=agricultural | TT=87 | REL=main | PRICES=216,173,138 | ROAD=Đường nhựa tố 1-2, thôn 2 (tuyến 2) | START=Đường Quốc lộ 13 | END=Đường Bắc Nam 12 | FLAGS=
ID=NQ28-074-S01-TT0088-01 | SEC=agricultural | TT=88 | REL=main | PRICES=216,173,138 | ROAD=Đường nhựa thôn 1 | START=Đường Quốc lộ 13 | END=Bắc Nam 12 | FLAGS=
ID=NQ28-074-S01-TT0089-01 | SEC=agricultural | TT=89 | REL=main | PRICES=156,125,100,42 | ROAD=Đường xã | START=Ngã ba chợ Tân Hiệp (từ thửa đất số 60, tờ bản đồ số 82) | END=Đến hết ranh thửa đất số 27, tờ bản đồ số 81 | FLAGS=
ID=NQ28-074-S01-TT0090-01 | SEC=agricultural | TT=90 | REL=main | PRICES=156,125,100,42 | ROAD=Đường xã | START=Từ hết ranh thửa đất số 27, tờ bản đồ số 81 | END=Ngã tư quận 1 | FLAGS=
ID=NQ28-074-S01-TT0091-01 | SEC=agricultural | TT=91 | REL=main | PRICES=216,173,138,42 | ROAD=Đường giao thông phía Tây Quốc lộ 13 kết nối Chơn Thành - Hoa Lư (Đường ĐT 752B) | START=Ngã tư cổng Nông trường 425 | END=Giáp ranh phường Minh Hưng | FLAGS=
ID=NQ28-074-S01-TT0092-01 | SEC=agricultural | TT=92 | REL=main | PRICES=216,173,138,42 | ROAD=Đường giao thông phía Tây Quốc lộ 13 kết nối Chơn Thành - Hoa Lư (Đường ĐT 752B) | START=Ngã tư cổng Nông trường 425 | END=Ngã tư Tân Lập thứ nhất (đến hết ranh thửa đất số 73, tờ bản đồ | FLAGS=
ID=NQ28-074-S01-TT0093-01 | SEC=agricultural | TT=93 | REL=main | PRICES=216,173,138,42 | ROAD=Đường giao thông phía Tây Quốc lộ 13 kết nối Chơn Thành - Hoa Lư (Đường ĐT 752B) | START=Ngã tư Tân Lập thứ nhất (từ hết ranh thửa đất số | END=số 73) Giáp ranh xã Minh Đức | FLAGS=
ID=NQ28-074-S01-TT0094-01 | SEC=agricultural | TT=94 | REL=main | PRICES=156,125,100,42 | ROAD=Tuyến số 1 thuộc trung tâm hành chính Tân Hiệp (cũ) | START=73, (ở bản đồ số 73) Từ hành lang lộ giới đường ĐT 756C (thửa đất không tiếp giáp đường ĐT756C) | END=Đến hết thửa đất số 253, tờ bản đồ số 81 | FLAGS=
ID=NQ28-074-S01-TT0095-01 | SEC=agricultural | TT=95 | REL=main | PRICES=156,125,100,42 | ROAD=Tuyến số 2 thuộc trung tâm hành chính Tân Hiệp (cũ) | START=Từ thửa đất số 97, tờ bản đồ số 82 | END=Đến hết thửa đất số 235, tờ bản đồ số 81 | FLAGS=
ID=NQ28-074-S01-TT0096-01 | SEC=agricultural | TT=96 | REL=main | PRICES=96,77,61,42 | ROAD=Đường nhựa đi Trung tâm trợ xã hội Tân Hiệp | START=bảo Ngã tư quận 1 | END=Giáp ranh xã Minh Đức | FLAGS=
ID=NQ28-074-S01-TT0097-01 | SEC=agricultural | TT=97 | REL=main | PRICES=96,77,61,42 | ROAD=Đường nhựa đi Phú Gia | START=Ngã tư quận 1 | END=Cổng Nông trại Phú Gia | FLAGS=
ID=NQ28-074-S01-TT0098-01 | SEC=agricultural | TT=98 | REL=main | PRICES=96,77,61,42 | ROAD=Đường nhựa đi thôn Bàu Lùng (đường do xã quản lý) | START=Ngã tư quận 1 | END=Nhà văn hóa thôn Bàu Lùng | FLAGS=
ID=NQ28-074-S01-TT0099-01 | SEC=agricultural | TT=99 | REL=main | PRICES=96,77,61,42 | ROAD=Đường bê tông trục chính Tân hiệp 1 | START=Từ thửa đất số thôn 449, tờ bản đồ số 81 | END=Đến hết ranh thửa đất số 200, tờ bản đồ số 85 | FLAGS=
ID=NQ28-074-S01-TT0100-01 | SEC=agricultural | TT=100 | REL=main | PRICES=96,77,61,42 | ROAD=Đường bê tông trục chính Tân hiệp 5 | START=Đường ĐT 756C thôn (từ thửa đất số 379, tờ bản đồ số 81) | END=Đến hết ranh thửa đất số 297, tờ bản đồ số 64 | FLAGS=
ID=NQ28-074-S01-TT0101-01 | SEC=agricultural | TT=101 | REL=main | PRICES=96,77,61,42 | ROAD=Đường bê tông trục chính | START=Đường ĐT 756C Sóc (từ thửa đất số | END=Đường nhựa đi Phú Gia (đến hết ranh | FLAGS=
ID=NQ28-074-S01-TT0005-03 | SEC=agricultural | TT=5 | REL=main | PRICES= | ROAD= | START=17, tờ bản đồ số 88) | END=thửa đất số 39, tờ bản đồ số 78) | FLAGS=MAIN_ROAD_EMPTY,PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-074-S01-TT0102-01 | SEC=agricultural | TT=102 | REL=main | PRICES=96,77,61,42 | ROAD=Đường liên thôn Tân Hiệp Tân Hiệp 5 | START=Đường ĐT 756C 1 - (từ thửa đất số 68, tờ bản đồ số 63) | END=Đường ĐT 756C (đến hết ranh thửa đất số 64, tờ bản đồ số 84) | FLAGS=
ID=NQ28-074-S01-TT0103-01 | SEC=agricultural | TT=103 | REL=main | PRICES=96,77,61,42 | ROAD=Đường nhựa thôn Đồng Tân | START=Ngã ba đường ĐT 756C | END=Nhà ông Tô Duy Hùng (đến hết ranh thửa đất số 16, tờ bản đồ số 68) | FLAGS=
ID=NQ28-074-S01-TT0104-01 | SEC=agricultural | TT=104 | REL=main | PRICES=96,77,61,42 | ROAD=Đường nhựa thôn Đồng Tân | START=Nhà ông Tô Duy Hùng (từ hết ranh thửa đất số 16, tờ bản đồ số | END=Giáp ranh xã Minh Đức | FLAGS=
ID=NQ28-074-S01-TT0105-01 | SEC=agricultural | TT=105 | REL=main | PRICES=96,77,61,42 | ROAD=Đường nhựa từ ngã ba chợ Đồng Nơ đến ngã năm | START=68) Từ thửa đất số 359, tờ bản đồ | END=Đến hết ranh thửa đất số | FLAGS=
ID=NQ28-074-S01-TT0106-01 | SEC=agricultural | TT=106 | REL=main | PRICES=96,77,61,42 | ROAD=Đường nhựa thôn Đồng Nơ | START=số 95 Từ thửa đất số 4 tờ bản đồ số 90 | END=323, tờ bản đồ số 95 Đến hết ranh 8, thửa đất số 105, tờ bản đồ số 90 | FLAGS=
ID=NQ28-074-S01-TT0107-01 | SEC=agricultural | TT=107 | REL=main | PRICES=180,144,115 | ROAD=Các tuyến đường nhựa, bê tông có độ rộng từ 3m trở tại các thôn: 1,2,3, Tàu Ô, 5,6,7 | START=lên Toàn tuyến | END= | FLAGS=
ID=NQ28-074-S01-TT0108-01 | SEC=agricultural | TT=108 | REL=main | PRICES=180,144,115 | ROAD=Các tuyến đường còn lại tại các thân: 1, 2, 3, Tàu Ô, 5, Đường giao thông nông thôn | START=Toàn tuyến 6, 7 | END= | FLAGS=
ID=NQ28-074-S01-TT0109-01 | SEC=agricultural | TT=109 | REL=main | PRICES=96,77,61,42 | ROAD=có độ rộng từ 3m trở lên tại thôn: Đồng Nơ 1, Đồng Nơ Đồng Nơ 3, Đồng Nơ 4, Đồng Nơ 5, Đồng Tân, Tân Hiệp Tân Hiệp 2, Tân Hiệp 3, Tân Hiệp 4, Tân Hiệp 5, Bàu Lùng, Tân lập và Sốc 5 | START=các 2, Toàn tuyến 1, | END= | FLAGS=
ID=NQ28-074-S01-TT0110-01 | SEC=agricultural | TT=110 | REL=main | PRICES=96,77,61,42 | ROAD=Các tuyến đường còn lại tại các thôn: Đồng Nơ 1, Đồng 2, Đồng Nơ 3, Đồng Nợ 4, Đồng Nơ 5, Đồng Tân, Tân Hiệp 1, Tân Hiệp 2, Tân Hiệp 3, Tân Hiệp 4, Tân Hiệp 5, Lùng, Tân lập và Sóc 5 | START=Nơ Toàn tuyến Bàu | END= | FLAGS=
