TABLE=061 | AREA=Phường Bình Long | RECORDS=190 | GROUPS=190 | REVIEW=2
ID=NQ28-061-S01-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=308,246,172 | ROAD=61. Phường Bình Long Đường Lý Tự Trọng | START=Đoạn Đường Lê Lợi | END=đường Đường Hùng Vương | FLAGS=
ID=NQ28-061-S01-TT0121-01 | SEC=agricultural | TT=121 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 20 | START=Đường HCT 19 | END=Hết tuyến (giáp ranh xã Minh Đức) | FLAGS=
ID=NQ28-061-S01-TT0122-01 | SEC=agricultural | TT=122 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 21 | START=Đường HCT 27 (kho vật tư Công ty Cao su) | END=Đường HCT 27 (trường PTTH Bình Long) | FLAGS=
ID=NQ28-061-S01-TT0123-01 | SEC=agricultural | TT=123 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 21 | START=Đường HCT 27 (trường PTTH Bình Long) | END=Đường HCT 22 | FLAGS=
ID=NQ28-061-S01-TT0124-01 | SEC=agricultural | TT=124 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 22 | START=Đường HCT 1 | END=Đường HCT 3 (ranh xã Minh Đức) | FLAGS=
ID=NQ28-061-S01-TT0125-01 | SEC=agricultural | TT=125 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 23 | START=Đường HCT 21 | END=Đường HCT 25 | FLAGS=
ID=NQ28-061-S01-TT0126-01 | SEC=agricultural | TT=126 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 24 | START=Đường HCT 21 | END=Đường HCT 4 | FLAGS=
ID=NQ28-061-S01-TT0127-01 | SEC=agricultural | TT=127 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 25 | START=Kênh hậu đường Cao Bá Quát (Hồ Sa Cát) | END=Cuối đường | FLAGS=
ID=NQ28-061-S01-TT0128-01 | SEC=agricultural | TT=128 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 26 | START=HCT 23 | END=HCT 27 | FLAGS=
ID=NQ28-061-S01-TT0129-01 | SEC=agricultural | TT=129 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 27 | START=Đường Nguyễn Văn Trỗi | END=Đường HCT 21 | FLAGS=
ID=NQ28-061-S01-TT0130-01 | SEC=agricultural | TT=130 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 27 | START=Đường HCT 21 | END=Cuối đường Lê Đại Hành | FLAGS=
ID=NQ28-061-S01-TT0131-01 | SEC=agricultural | TT=131 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 28 | START=Đường HCT 6 (thửa đất số 22, tờ bản đồ số 15) | END=Đường HCT 7 (thửa đất số 06, tờ bản đồ số 14) | FLAGS=
ID=NQ28-061-S01-TT0132-01 | SEC=agricultural | TT=132 | REL=main | PRICES=280,224,157 | ROAD=Đường HCT 29 | START=Đường Đoàn Thị Điểm | END=Đường HCT 6 (thửa đất số 50, tờ bản đồ số 15) | FLAGS=
ID=NQ28-061-S01-TT0133-01 | SEC=agricultural | TT=133 | REL=main | PRICES=280,224,157 | ROAD=Đường ALT 4 | START=Ngã ba xe tăng | END=Cột mốc 2 mặt (ranh phường An Lộc và phường Hưng Chiến) | FLAGS=
ID=NQ28-061-S01-TT0134-01 | SEC=agricultural | TT=134 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 9 | START=Đường Quốc lộ 13 | END=Đường PĐT 7 (thửa đất số 18, tờ bản đồ số 20 mới) | FLAGS=
ID=NQ28-061-S01-TT0135-01 | SEC=agricultural | TT=135 | REL=main | PRICES=280,224,157 | ROAD=Đường ALT 22 | START=Ngã ba đường HCT 19 | END=Hết tuyến | FLAGS=
ID=NQ28-061-S01-TT0136-01 | SEC=agricultural | TT=136 | REL=main | PRICES=280,224,157 | ROAD=Đường ALT 23 | START=Đường ALT 4 | END=Đường ALT 22 | FLAGS=
ID=NQ28-061-S01-TT0137-01 | SEC=agricultural | TT=137 | REL=main | PRICES=280,224,157 | ROAD=Đường nhựa | START=Đường HCT 1 | END=Đường HCT 21 | FLAGS=
ID=NQ28-061-S01-TT0138-01 | SEC=agricultural | TT=138 | REL=main | PRICES=280,224,157 | ROAD=Đường ĐT 758 | START=Thửa đất số 35, tờ bản đồ số 3 | END=Giáp ranh xã Tân Lợi | FLAGS=
ID=NQ28-061-S01-TT0139-01 | SEC=agricultural | TT=139 | REL=main | PRICES=280,224,157 | ROAD=Đường Lý Thường Kiệt | START=Đường Trần Hưng Đạo | END=Đường Phan Bội Châu | FLAGS=
ID=NQ28-061-S01-TT0140-01 | SEC=agricultural | TT=140 | REL=main | PRICES=280,224,157 | ROAD=Đường Nguyễn Du | START=Đường Nguyễn Trí | END=Đường Trần Hưng Đạo | FLAGS=
ID=NQ28-061-S01-TT0141-01 | SEC=agricultural | TT=141 | REL=main | PRICES=280,224,157 | ROAD=Đường Nguyễn Du (Tây đường) | START=Đường Nguyễn Huệ | END=Đường Nguyễn Trãi | FLAGS=
ID=NQ28-061-S01-TT0142-01 | SEC=agricultural | TT=142 | REL=main | PRICES=280,224,157 | ROAD=Đường Nguyễn Du (Đông đường) | START=Đường Nguyễn Huệ | END=Đường Nguyễn Trãi | FLAGS=
ID=NQ28-061-S01-TT0143-01 | SEC=agricultural | TT=143 | REL=main | PRICES=280,224,157 | ROAD=Đường Huỳnh Văn Nghệ | START=Đường Phan Bội Châu | END=Cuối đường | FLAGS=
ID=NQ28-061-S01-TT0144-01 | SEC=agricultural | TT=144 | REL=main | PRICES=280,224,157 | ROAD=Đường Nguyễn Trung Trực | START=Đường Nguyễn Du | END=Đường Lê Đại Hành | FLAGS=
ID=NQ28-061-S01-TT0145-01 | SEC=agricultural | TT=145 | REL=main | PRICES=280,224,157 | ROAD=Đường bê tông (dọc theo đường rày xe lửa) | START=Đường Nguyễn Trung Trực | END=Đường Lê Đại Hành | FLAGS=
ID=NQ28-061-S01-TT0146-01 | SEC=agricultural | TT=146 | REL=main | PRICES=280,224,157 | ROAD=Đường bê tông (dọc theo đường ray xe lửa) | START=Đường Lê Đại Hành | END=Đường PĐT 9 | FLAGS=
ID=NQ28-061-S01-TT0147-01 | SEC=agricultural | TT=147 | REL=main | PRICES=280,224,157 | ROAD=Đường Huỳnh Thúc Kháng | START=Đường Trần Hưng Đạo | END=Đường PĐT 2 | FLAGS=
ID=NQ28-061-S01-TT0148-01 | SEC=agricultural | TT=148 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 1 | START=Đường Nguyễn Trung Trực | END=Cầu Ba Kiềm | FLAGS=
ID=NQ28-061-S01-TT0149-01 | SEC=agricultural | TT=149 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 2 | START=Đường Huỳnh Thúc Kháng | END=Giáp ranh xã Tân Quan | FLAGS=
ID=NQ28-061-S01-TT0150-01 | SEC=agricultural | TT=150 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 3 | START=Đường Huỳnh Thúc Kháng | END=Suối Cầu đỏ (Thửa đất số 88, tờ bản đồ số 83) | FLAGS=
ID=NQ28-061-S01-TT0151-01 | SEC=agricultural | TT=151 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 4 | START=Đường Trần Hưng Đạo | END=Đường Nguyễn Trung Trực | FLAGS=
ID=NQ28-061-S01-TT0152-01 | SEC=agricultural | TT=152 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 5 | START=Đường Huỳnh Thúc Kháng | END=Đường PĐT 4 | FLAGS=
ID=NQ28-061-S01-TT0153-01 | SEC=agricultural | TT=153 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 6 | START=Đường PĐT 5 | END=Giáp suối Cầu Đỏ | FLAGS=
ID=NQ28-061-S01-TT0154-01 | SEC=agricultural | TT=154 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 7 | START=Đường PĐT 2 | END=Cuối đường | FLAGS=
ID=NQ28-061-S01-TT0155-01 | SEC=agricultural | TT=155 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 8 | START=Đường PĐT 9 | END=Đường PĐT 7 (Giáp ranh xã Tân Quan) | FLAGS=
ID=NQ28-061-S01-TT0156-01 | SEC=agricultural | TT=156 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 9 | START=Đường PĐT 2 | END=Cuối đường - Giáp ranh đất lô cao su | FLAGS=
ID=NQ28-061-S01-TT0157-01 | SEC=agricultural | TT=157 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 10 | START=Đường PĐT 1 | END=Cuối đường (Mương) | FLAGS=
ID=NQ28-061-S01-TT0158-01 | SEC=agricultural | TT=158 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 11 | START=Đường Nguyễn Du | END=Đường Lê Đại Hành | FLAGS=
ID=NQ28-061-S01-TT0159-01 | SEC=agricultural | TT=159 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 11 | START=Đường Lê Đại Hành | END=Đường PĐT 12 | FLAGS=
ID=NQ28-061-S01-TT0160-01 | SEC=agricultural | TT=160 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 12 | START=Đường Quốc lộ 13 | END=Đường PĐT 9 | FLAGS=
ID=NQ28-061-S01-TT0161-01 | SEC=agricultural | TT=161 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 13 | START=Đường Trần Hưng Đạo | END=PĐT 1 (Cầu Ba Kiềm) | FLAGS=
ID=NQ28-061-S01-TT0162-01 | SEC=agricultural | TT=162 | REL=main | PRICES=280,224,157 | ROAD=Đường PĐT 14 | START=Đường Trần Hưng Đạo | END=PĐT 1 (Cầu Ba Kiềm) | FLAGS=
ID=NQ28-061-S01-TT0163-01 | SEC=agricultural | TT=163 | REL=main | PRICES=280,224,157 | ROAD=Dường PĐT 13, 14 nối dài | START=Cầu Ba Kiềm | END=Đường PĐT 9 | FLAGS=
ID=NQ28-061-S01-TT0164-01 | SEC=agricultural | TT=164 | REL=main | PRICES=280,224,157 | ROAD=Đường Lê Thị Hồng Gấm | START=Đường Phan Bội Châu | END=Đường Trần Hưng Đạo | FLAGS=
ID=NQ28-061-S01-TT0165-01 | SEC=agricultural | TT=165 | REL=main | PRICES=280,224,157 | ROAD=Đường Đinh Công Tráng | START=Đường Nguyễn Trãi | END=Đường Phan Bội Châu | FLAGS=
ID=NQ28-061-S01-TT0166-01 | SEC=agricultural | TT=166 | REL=main | PRICES=280,224,157 | ROAD=Đường Nguyễn Đức Cảnh | START=Đường Nguyễn Trãi | END=Đường Phan Bội Châu | FLAGS=
ID=NQ28-061-S01-TT0167-01 | SEC=agricultural | TT=167 | REL=main | PRICES=280,224,157 | ROAD=Đường Nguyễn Thị Minh Khai | START=Đường Quốc lộ 13 | END=Đường PĐT 12 | FLAGS=
ID=NQ28-061-S01-TT0168-01 | SEC=agricultural | TT=168 | REL=main | PRICES=252,202,141 | ROAD=Đường bê tông | START=Đường Trần Hưng Đạo | END=Thửa đất số 103, Tờ bản đồ 134 | FLAGS=
ID=NQ28-061-S01-TT0169-01 | SEC=agricultural | TT=169 | REL=main | PRICES=252,202,141 | ROAD=Đường liên xã | START=Ngã ba Xa Trạch | END=Cầu Xa Trạch 1 giáp | FLAGS=
ID=NQ28-061-S01-TT0170-01 | SEC=agricultural | TT=170 | REL=main | PRICES=252,202,141 | ROAD=Đường nhựa khu phố Chà Là - khu phố Sở Nhì | START=Đường Quốc lộ 13 | END=xã Tân Quan HCT 5 | FLAGS=
ID=NQ28-061-S01-TT0171-01 | SEC=agricultural | TT=171 | REL=main | PRICES=252,202,141 | ROAD=Đường nhựa khu phố Xa Cát (Đường vào chùa Thiện Tâm) | START=Đường Quốc 10 13 (Trừ hành lang lộ giới) | END=Cống thoát nước (thửa đất số 31, tờ bản đồ số 105) | FLAGS=
ID=NQ28-061-S01-TT0172-01 | SEC=agricultural | TT=172 | REL=main | PRICES=252,202,141 | ROAD=Đường bê tông không có bản đồ địa chính số: 4, 9, 41, 42, 43, 44, 45, 48, 49, đường hiện tại rộng từ 3m | START=tên trong nội bộ các 10, 14, 18, 19, 34, 35, 50, 51, 52, 53, 54, 55, - 6m | END=khu phố thuộc các tờ 36, 37, 38, 39, 40, 56, 57 có có mặt | FLAGS=
ID=NQ28-061-S01-TT0173-01 | SEC=agricultural | TT=173 | REL=main | PRICES=252,202,141 | ROAD=Đường bê tông không có bản đồ địa chính số: 2, 3, đồ 20 -> đến tờ bản đồ 33; rộng từ 3m - 6m | START=tên trong nội bộ các 5, 6, 7, 8, 11, 12, 13, tờ 46, 47 có có mặt | END=khu phố thuộc các tờ 15, 16, 17; tờ bản đường hiện hữu | FLAGS=
ID=NQ28-061-S01-TT0174-01 | SEC=agricultural | TT=174 | REL=main | PRICES=252,202,141 | ROAD=Đường bê tông không có bản đồ địa chính số: 4, 9, 41, 42, 43, 44, 45, 48, 49, đường hiện hữu rộng trên | START=tên trong nội bộ các 10, 14, 18, 19, 34, 35, 50, 51, 52, 53, 54, 55, 6m- 10m | END=khu phố thuộc các tờ 36, 37, 38, 39, 40, 56, 57 có có mặt | FLAGS=
ID=NQ28-061-S01-TT0175-01 | SEC=agricultural | TT=175 | REL=main | PRICES=252,202,141 | ROAD=Đường bê tông không có thuộc các tờ bản đồ địa chính 17; tờ bản đồ 20 -> đến tờ hiện hữu rộng trên 6m - 10m | START=tên trong nội bộ các số: 2, 3, 5, 6, 7, bản đồ 33; tờ 46, 47) | END=khu phố khu phố 8, 11, 12, 13, 15, 16, có mặt đường | FLAGS=
ID=NQ28-061-S01-TT0176-01 | SEC=agricultural | TT=176 | REL=main | PRICES=280,224,157 | ROAD=Các đường nội bộ trong khu Phú Trung, Phú An thuộc 157, 158, 160, 161, 162, 163, 176, 177, 178, 179, 180, 181, đến dưới 6m và đường mới đường đã xác định giá | START=phố: Phú Sơn, Phú bản đồ chính quy tờ 167, 168, 169, 172, 182, 117 có mặt mở từ 7m - 10m | END=Bình, Phú Cường, bản đồ số 113, 156, 173, 174, 175, đường rộng từ 03m nếu không tiếp giáp | FLAGS=
ID=NQ28-061-S01-TT0177-01 | SEC=agricultural | TT=177 | REL=main | PRICES=280,224,157 | ROAD=Các đường nội bộ trong khu Du thuộc bản đồ chính quy 114, 115, 116, 118, 119, 129, 171, 117 có mặt đường rộng mở từ 7m - 10m nếu không | START=phố: Bình Tân, Bình số: 80, 107, 108, 109, 130, 131, 159, 164, từ 03m đến dưới tiếp giáp đường đã | END=An, An Bình, Sóc 110, 111, 112, 165, 166, 170, 6m và đường mới xác định giá. | FLAGS=
ID=NQ28-061-S01-TT0178-01 | SEC=agricultural | TT=178 | REL=main | PRICES=280,224,157 | ROAD=Các thửa đất tiếp giáp đường bản đồ chính quy tờ bản đồ 163, 168, 169, 172 đến 182 Bình, Phú Cường, Phú Trung, | START=có mặt đường rộng số 113, 117, 156, thuộc các khu phố; Phú An. | END=dưới 3m theo 157, 158, 160 đến Phú Sơn, Phú | FLAGS=
ID=NQ28-061-S01-TT0179-01 | SEC=agricultural | TT=179 | REL=main | PRICES=280,224,157 | ROAD=Các thửa đất tiếp giáp đường rộng dưới 3m và các thửa giáp đường đi dọc theo các đồ chính quy trong khu phố: thuộc các tờ bản đồ số: 80, | START=theo bản do chính đất không tiếp giáp lô cao su mà không Bình Tân, Bình An, 107 đến 112, 114 | END=quy có mặt đường đường đi hoặc tiếp thể hiện trên bản An Bình, Sóc Du đến 119, 129, 130, | FLAGS=
ID=NQ28-061-S01-TT0180-01 | SEC=agricultural | TT=180 | REL=main | PRICES=252,202,141 | ROAD=131, 159, 164, 165, 166, 170, Các đường giao thông thuộc đến 148 chưa có tên đường 07m đến 10m | START=171. các tờ bản đồ số: và có mặt đường | END=78, 81 đến 88, 132 hiện hữu rộng từ | FLAGS=
ID=NQ28-061-S01-TT0181-01 | SEC=agricultural | TT=181 | REL=main | PRICES=252,202,141 | ROAD=Các đường giao thông thuộc đến 148 chưa có tên đường đồ chính quy) rộng từ 03m | START=các tờ bản đồ số và có mặt đường đến dưới 07m | END=78, 81 đến 88, 132 hiện hữu (theo bản | FLAGS=
ID=NQ28-061-S01-TT0182-01 | SEC=agricultural | TT=182 | REL=main | PRICES=252,202,141 | ROAD=Các đường giao thông thuộc đến 148 không có tên đường đồ chính quy) rộng dưới 03m; chung; các thửa đất có đường | START=các tờ bản đồ số: và có mặt đường các thửa đất không đi tự phát theo | END=78, 81 đến 88, 132 hiện hữu (theo bản giáp đường đi các lô cao su | FLAGS=
ID=NQ28-061-S01-TT0183-01 | SEC=agricultural | TT=183 | REL=main | PRICES=252,202,141 | ROAD=Đường nhựa không có tên đồ địa chính số: từ 1 đến - 10m | START=trong nội bộ khu phố 77 có có mặt đường | END=thuộc các tờ bản hiện hữu rộng từ 6m | FLAGS=
ID=NQ28-061-S01-TT0184-01 | SEC=agricultural | TT=184 | REL=main | PRICES=252,202,141 | ROAD=Đường nhựa không có tên đồ địa chính số: từ 1 đến - 6m | START=trong nội bộ khu phố 77 có có mặt đường | END=thuộc các tờ bản hiện hữu rộng từ 3m | FLAGS=
ID=NQ28-061-S01-TT0185-01 | SEC=agricultural | TT=185 | REL=main | PRICES=252,202,141 | ROAD=Đường đất không có tên trong địa chính số: từ 1 đến 7 có | START=nội bộ khu phố mặt đường hiện hữu | END=thuộc các tờ bản đồ rộng từ 3m - tìm | FLAGS=
ID=NQ28-061-S01-TT0186-01 | SEC=agricultural | TT=186 | REL=main | PRICES=252,202,141 | ROAD=Đường đất không có tên trong địa chính số: từ 1 đến 77 | START=nội bộ Khu phố có mặt đường hiện hữu | END=thuộc các tờ bản đồ dưới 3m | FLAGS=
ID=NQ28-061-S01-TT0187-01 | SEC=agricultural | TT=187 | REL=main | PRICES=252,202,141 | ROAD=Các tuyến đường còn lại đến 77 | START=thuộc các tờ bản đồ | END=địa chính số: từ 1 | FLAGS=
ID=NQ28-061-S01-TT0188-01 | SEC=agricultural | TT=188 | REL=main | PRICES=112,90,63 | ROAD=Đường giao thông thuộc các tờ bản đồ số: 79, 89 đến 106, 120 đến 128, 149 đến 155 chưa có tên đường và có mặt đường hiện hữu (theo bản đồ | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-061-S01-TT0189-01 | SEC=agricultural | TT=189 | REL=main | PRICES=112,90,63 | ROAD=chính quy) từ 3m trở lên Các tuyến đường thuộc các tờ bản đồ số: 79, 89 đến 106, 120 đến 128, | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-061-S01-TT0149-02 | SEC=agricultural | TT=149 | REL=main | PRICES= | ROAD=đến 155 còn lại | START= | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
