TABLE=063 | AREA=Phường Phước Bình | RECORDS=186 | GROUPS=186 | REVIEW=1
ID=NQ28-063-S01-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=420,336,269 | ROAD=63. Phường Phước Bình Tên đường giao TT thông Giáp ranh Đường Nguyễn Tất Phước Thành Đai (cũ) | START=Đoạn đường Đường phường (hết Long, tỉnh Đồng 364, Quảng | END=Trường Chinh ranh thửa đất số tờ bản đồ số 31 và Trường 6-1) | FLAGS=
ID=NQ28-063-S01-TT0095-01 | SEC=agricultural | TT=95 | REL=main | PRICES=294,235,188 | ROAD=Các tuyến đường còn lại nông khu Toàn TTHC thị xã Phước Long (cũ) | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0096-01 | SEC=agricultural | TT=96 | REL=main | PRICES=1,294,235,188 | ROAD=Ngã tư Đường Lý Tự Trọng Vương Trọng Quang | START=đường Lý Tự Hết - đường Hùng và - đường Lê bản Định Khu | END=ranh thửa đất số 01 thửa đất số 02, tờ đồ số 18 (hết ranh phố Long Điền 1) | FLAGS=
ID=NQ28-063-S01-TT0097-01 | SEC=agricultural | TT=97 | REL=main | PRICES=224,179,143 | ROAD=Ranh Đường Lý Tự Giang và thửa Trọng bản đồ | START=Khu phố Long Ngã (thửa đất số 209 thửa đất số 213, tờ đồ số 58 ) 112, | END=ba Cà Kiêu (hết đất số 363, tờ bản số 56 và thửa đất số tờ bản đồ số 55) | FLAGS=
ID=NQ28-063-S01-TT0098-01 | SEC=agricultural | TT=98 | REL=main | PRICES=224,179,143 | ROAD=Ngã ba Đường Lý Tự thửa đất Trọng đồ số | START=Cà Kiêu (từ ranh Ngã số 111, tờ bản Trọng 55 và thửa đất số khu | END=ba đường Lý Tự - Đường bê tông phố An Lương (hết | FLAGS=
ID=NQ28-063-S01-TT0099-01 | SEC=agricultural | TT=99 | REL=main | PRICES=224,179,143 | ROAD=323, tờ Ngã ba Trọng Đường Lý Tự khu phố ranh thửa Trọng thửa đất | START=bản đồ số 56) ranh thửa thuộc đường Lý Tự - Đường bê tông An Lương (từ Giáp đất số 24 và Phước số 36, cùng | END=thửa đất số 38 và đất số 22, cùng tờ bản đồ số 62) ranh phường Long | FLAGS=
ID=NQ28-063-S01-TT0100-01 | SEC=agricultural | TT=100 | REL=main | PRICES=294,235,188 | ROAD=thuộc Đường Văn Cao Đường | START=tờ bản đồ số 62) Trần Quốc Thảo Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0101-01 | SEC=agricultural | TT=101 | REL=main | PRICES=294,235,188 | ROAD=Đường Nguyễn Đường Phan Chánh | START=3 tháng 2 Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0102-01 | SEC=agricultural | TT=102 | REL=main | PRICES=294,235,188 | ROAD=Đường Lê Quang Đường Định | START=Võ Trứ Đường | END=Hùng Vương | FLAGS=
ID=NQ28-063-S01-TT0103-01 | SEC=agricultural | TT=103 | REL=main | PRICES=294,235,188 | ROAD=Đường Nguyễn Đường Thượng Hiền | START=3 tháng 2 Đường | END=Trần Quốc Thảo | FLAGS=
ID=NQ28-063-S01-TT0104-01 | SEC=agricultural | TT=104 | REL=main | PRICES=294,235,188 | ROAD=Đường Ngô Đức Đường Kế | START=Đào Nguyên Phổ Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0105-01 | SEC=agricultural | TT=105 | REL=main | PRICES=294,235,188 | ROAD=Đường Phan Khôi Đường | START=3 tháng 2 Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0106-01 | SEC=agricultural | TT=106 | REL=main | PRICES=294,235,188 | ROAD=Đường Đường Đinh Lễ Chánh | START=Nguyễn Phan Đường | END=Lý Tự Trọng | FLAGS=
ID=NQ28-063-S01-TT0107-01 | SEC=agricultural | TT=107 | REL=main | PRICES=294,235,188 | ROAD=Đường Đào Đường Nguyên Phố Đường Trần Quốc | START=3 tháng 2 Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0109-01 | SEC=agricultural | TT=109 | REL=main | PRICES=294,235,188 | ROAD=Đường 10S Thảo Đường Nguyễn Thi Đường | START=3 tháng 2 Hết Võ Trứ Hết | END=tuyến tuyến | FLAGS=
ID=NQ28-063-S01-TT0110-01 | SEC=agricultural | TT=110 | REL=main | PRICES=294,235,188 | ROAD=Đường Mai Xuân Đường Thưởng | START=3 tháng 2 Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0111-01 | SEC=agricultural | TT=111 | REL=main | PRICES=294,235,188 | ROAD=Đường Đinh Công Giáp Vương Tráng | START=đường Hùng Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0112-01 | SEC=agricultural | TT=112 | REL=main | PRICES=294,235,188 | ROAD=Đường Võ Trứ Đường | START=3 tháng 2 Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0113-01 | SEC=agricultural | TT=113 | REL=main | PRICES=294,235,188 | ROAD=Đường Dương Đường Đình Nghệ Ngã tư | START=Ngã 3 tháng 2 Đình Cao đường Dương Ngã | END=ba đường Dương Nghệ - Đường Văn ba đường đường | FLAGS=
ID=NQ28-063-S01-TT0114-01 | SEC=agricultural | TT=114 | REL=main | PRICES=20,294,235,188 | ROAD=Đình Nghệ Đường Dương Nguyễn Đình Nghệ thửa đất đất số tờ bản | START=- Đường Dương Đường Thị (từ ranh số 82 và thửa (hết 101, cùng thuộc và đồ số 22) thuộc | END=Đình Nghệ - Trần Quốc Thảo ranh thửa đất số thửa đất số 50, cùng tờ bản đồ số 19) | FLAGS=
ID=NQ28-063-S01-TT0115-01 | SEC=agricultural | TT=115 | REL=main | PRICES=294,235,188 | ROAD=Ngã ba Quốc Đường Dương Dương Đình Nghệ ranh thửa bản đồ đất số | START=đường Trần Thảo - Đường Đình Nghệ (từ Đường đất số 13, tờ số 19 và thửa 62, tờ bản đồ số | END=Hùng Vương | FLAGS=
ID=NQ28-063-S01-TT0116-01 | SEC=agricultural | TT=116 | REL=main | PRICES=294,235,188 | ROAD=2) Đường Hùng Đường Vương | START=Ngã 3 tháng 2 Vương | END=tư đường Hùng - Đường Đinh | FLAGS=
ID=NQ28-063-S01-TT0117-01 | SEC=agricultural | TT=117 | REL=main | PRICES=294,235,188 | ROAD=Đường Hùng Ngã tư Vương Vương | START=Ngã đường Hùng Vương - Đường Đinh Lễ Kiệt | END=tư đường Hùng - Đường Võ Văn | FLAGS=
ID=NQ28-063-S01-TT0118-01 | SEC=agricultural | TT=118 | REL=main | PRICES=224,179,143 | ROAD=Ngã tư Đường Hùng Vương Vương Kiệt | START=Giáp đường Hùng Phước - Đường Võ Văn thửa đất bản | END=ranh phường Long, (hết ranh đất số 12 và thửa số 17, cùng thuộc đồ số 81) | FLAGS=
ID=NQ28-063-S01-TT0119-01 | SEC=agricultural | TT=119 | REL=main | PRICES=294,235,188 | ROAD=Đường Châu Văn Đường Liêm | START=Độc Lập Đường | END=Phan Đình Giót | FLAGS=
ID=NQ28-063-S01-TT0120-01 | SEC=agricultural | TT=120 | REL=main | PRICES=294,235,188 | ROAD=Đường Hoàng Cầm Đường | START=Độc Lập Đường Ngã Mậu | END=Phan Đình Giót ba đường Hồ Tùng - Đường Nguyễn | FLAGS=
ID=NQ28-063-S01-TT0121-01 | SEC=agricultural | TT=121 | REL=main | PRICES=294,235,188 | ROAD=Ngã ba Đường Hồ Tùng Mậu - Mậu Thái Học | START=Khuyến đường Hồ Tùng đất Đường Nguyễn 13, ranh bản Long | END=(hết ranh thửa số 144, tờ bản đồ khu phố 3 và hết thửa đất số 116, đồ số 42, khu phố Phước) | FLAGS=
ID=NQ28-063-S01-TT0122-01 | SEC=agricultural | TT=122 | REL=main | PRICES=13,182,294,235,188 | ROAD=Từ thửa bản đồ Đường Hồ Tùng Long Mậu số 143, khu phố | START=đất số 122, tờ Hết số 42, khu phố và Phước và thửa đất thuộc tờ bản đồ số 13, (Khu 3 | END=ranh thửa đất số 182 thửa đất số 184, cũng tờ bản đồ số 13 phố 3) | FLAGS=
ID=NQ28-063-S01-TT0123-01 | SEC=agricultural | TT=123 | REL=main | PRICES=294,235,188 | ROAD=Từ thửa Đường Hồ Tùng thửa đất Mậu thuộc | START=đất số 192 và Hết số 193, cùng số tờ bản đồ số 13 | END=tuyến (đến thửa đất 55, tờ bản đồ số 16) | FLAGS=
ID=NQ28-063-S01-TT0124-01 | SEC=agricultural | TT=124 | REL=main | PRICES=16,13,294,235,188 | ROAD=Đường Ngô Thì Đường Nhậm | START=Hết Nguyễn Khuyến và thuộc | END=ranh thửa đất số 13 thửa đất số 36, cùng tờ bản đồ số 16 | FLAGS=
ID=NQ28-063-S01-TT0125-01 | SEC=agricultural | TT=125 | REL=main | PRICES=294,235,188 | ROAD=Từ ranh Đường Ngô Thì và thửa Nhậm thuộc | START=Hết thửa đất số 354 số đất số 35, cùng 179, tờ bản đồ số 16 đồ | END=tuyến (hết thửa đất 178 và thửa đất số cùng thuộc tờ bản số 16) | FLAGS=
ID=NQ28-063-S01-TT0126-01 | SEC=agricultural | TT=126 | REL=main | PRICES=294,235,188 | ROAD=Đường Vũ Như Tô Toàn | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0127-01 | SEC=agricultural | TT=127 | REL=main | PRICES=294,235,188 | ROAD=Đường Lê Thị Toàn Riêng | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0128-01 | SEC=agricultural | TT=128 | REL=main | PRICES=294,235,188 | ROAD=Đường Nguyễn Đường Huy Lượng | START=Bùi Văn Dù Đường | END=Độc Lập | FLAGS=
ID=NQ28-063-S01-TT0129-01 | SEC=agricultural | TT=129 | REL=main | PRICES=294,235,188 | ROAD=Đường nhựa 1 Đường (chưa có tên) Khai | START=Nguyễn Thị Minh Đường | END=Độc Lập | FLAGS=
ID=NQ28-063-S01-TT0130-01 | SEC=agricultural | TT=130 | REL=main | PRICES=294,235,188 | ROAD=Đường nhựa 2 Đường (chưa có tên) | START=Vũ Như Tô Đường | END=Lê Thị Riêng | FLAGS=
ID=NQ28-063-S01-TT0131-01 | SEC=agricultural | TT=131 | REL=main | PRICES=294,235,188 | ROAD=Đường nhựa 3 Đường | START=Lê Văn Sỹ Đất | END=trụ sở Công an | FLAGS=
ID=NQ28-063-S01-TT0132-01 | SEC=agricultural | TT=132 | REL=main | PRICES=294,235,188 | ROAD=(chưa có tên) Đường nhựa 4 Đường (chưa có ten) | START=phường (mới) Trần Xuân Soạn Đường | END=Phước Bình Bom Bo | FLAGS=
ID=NQ28-063-S01-TT0133-01 | SEC=agricultural | TT=133 | REL=main | PRICES=294,235,188 | ROAD=Đường nhựa 5 (chưa có tên) (2 Đường tuyến) | START=Đường Tô Hiệu Trinh | END=Nguyễn Duy | FLAGS=
ID=NQ28-063-S01-TT0134-01 | SEC=agricultural | TT=134 | REL=main | PRICES=294,235,188 | ROAD=Đường Nguyễn Đường Thông | START=Đường Đặng Trần Côn Thành Ngã | END=Nguyễn Tất tư đường Phạm | FLAGS=
ID=NQ28-063-S01-TT0135-01 | SEC=agricultural | TT=135 | REL=main | PRICES=39,294,235,188 | ROAD=Ngã ba Đường Phạm Ngũ Ngũ Lão Lão Nguyễn Ngã tư | START=Ngũ đường Phạm tông - đường số Thái Học và bản đường Phạm | END=Lão - đường bê (hết ranh thửa đất 47, tờ bản đồ số 39 thửa đất số 63, tờ đồ số 40) | FLAGS=
ID=NQ28-063-S01-TT0136-01 | SEC=agricultural | TT=136 | REL=main | PRICES=294,235,188 | ROAD=Ngũ Lão tông (Bên ranh thửa Đường Phạm Ngũ bản đồ Lão số 31, và Bên thửa đất đồ số | START=- đường bê Ngã phải tuyến: từ Ngũ đất số 12, tờ Khu 40 và thửa đất đất tờ bản đồ số 39 số trái tuyến từ: bản số 66, tờ bản 39) | END=tư đường Phạm Lão - Đường Liên vực 1 (hết ranh thửa số 188 và thửa đất 139, cùng thuộc tờ đồ số 09) | FLAGS=
ID=NQ28-063-S01-TT0137-01 | SEC=agricultural | TT=137 | REL=main | PRICES=294,235,188 | ROAD=Ngã tư Ngũ Lão Đường Phạm Ngũ Khu vực đất số Lão 141, cùng | START=đường Phạm Hết - Đường Liên thửa 1 (Từ ranh thửa đất 86 và thửa đất số bản thuộc tờ bản 08) | END=tuyến (đến hết ranh đất số 4 và thửa số 5, cùng thuộc tờ đồ số thửa đất số | FLAGS=
ID=NQ28-063-S01-TT0138-01 | SEC=agricultural | TT=138 | REL=main | PRICES=231,185,148 | ROAD=đồ số Các tuyến đường Toàn nội ô Khu phố 5 | START=thửa đất số 09) tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0139-01 | SEC=agricultural | TT=139 | REL=main | PRICES=420,336,269 | ROAD=Giáp Đường Thống Nhất Thành (Đường ĐT 759) thửa đất đồ số | START=đường Nguyễn Tất (vòng xoay) (từ Ngã số 20, tờ bản Quảng 141) | END=tư đường Thích Đức | FLAGS=
ID=NQ28-063-S01-TT0140-01 | SEC=agricultural | TT=140 | REL=main | PRICES=420,336,269 | ROAD=Đường Thống Nhất Ngã tư (Đường ĐT 759) Quảng | START=Hết học đường Thích (thửa Đức đất bản | END=ranh trường trung cơ sở Phước Bình đất số 83 và thửa số 36, cùng thuộc đồ số 120) | FLAGS=
ID=NQ28-063-S01-TT0141-01 | SEC=agricultural | TT=141 | REL=main | PRICES=420,336,269 | ROAD=Hết ranh học cơ Đường Thống Nhất (hết thửa (Đường ĐT 759) hết thửa bản đồ | START=trường trung Hết sở Phước Bình Sơn đất số 83 và 181 đất số 36, tờ cùng số 120) 120) | END=ranh xưởng điều Tùng (thửa đất số và thửa đất số 278, thuộc tờ bản đồ | FLAGS=
ID=NQ28-063-S01-TT0142-01 | SEC=agricultural | TT=142 | REL=main | PRICES=121,420,336,269 | ROAD=Hết ranh Đường Thống Nhất Sơn Tùng (Đường ĐT 759) số 181 số 278 | START=xưởng điều Đường (hết thửa đất số và hết thửa đất và bản cùng thuộc tờ | END=Âu Cơ (thửa đất 97, tờ bản đồ số 121 thửa đất số 375, tờ đồ số 120) | FLAGS=
ID=NQ28-063-S01-TT0143-01 | SEC=agricultural | TT=143 | REL=main | PRICES=420,336,269 | ROAD=bản đồ Đường Đường Thống Nhất đất số (Đường ĐT 759) 121 và 375, tờ | START=số 120) Âu Cơ (hết thửa Đường 97, tờ bản đồ số (thửa hết thửa đất số đất bản đồ số 120) bản | END=Phan Thế Hiển đất số 34 và thửa số 73, cùng thuộc đồ số 127) | FLAGS=
ID=NQ28-063-S01-TT0144-01 | SEC=agricultural | TT=144 | REL=main | PRICES=420,336,269 | ROAD=Đường Đường Thống Nhất (hết thửa (Đường ĐT 759) hết thửa thuộc | START=Phan Thế Hiển đất số 34 và Giáp đất số 73, cùng Phước tờ bản đồ số 127) | END=ranh phường Long (cũ) | FLAGS=
ID=NQ28-063-S01-TT0145-01 | SEC=agricultural | TT=145 | REL=main | PRICES=294,235,188 | ROAD=Đường Xóm Chùa Toàn (Thích Quảng Đức) | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0146-01 | SEC=agricultural | TT=146 | REL=main | PRICES=294,235,188 | ROAD=Đường Nội bộ khu văn hóa - TDTT Toàn Phước Bình (cũ) | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0147-01 | SEC=agricultural | TT=147 | REL=main | PRICES=294,235,188 | ROAD=Đường Lê Trọng Ngã ba Tấn, phường Lập Phước Bình) | START=Ngã giáp đường Độc Mạnh 22, | END=ba nhà ông Nguyễn Hiền (thửa đất số tờ bản đồ số 116) | FLAGS=
ID=NQ28-063-S01-TT0148-01 | SEC=agricultural | TT=148 | REL=main | PRICES=294,235,188 | ROAD=Đường Lê Trọng Tấn, phường Đoạn Phước Bình) | START=còn lại | END= | FLAGS=
ID=NQ28-063-S01-TT0149-01 | SEC=agricultural | TT=149 | REL=main | PRICES=294,235,188 | ROAD=Đường Hoàng Văn Thụ (Đường Suối Giáp Tân) | START=Ngã Văn đường Thống Nhất 289 cùng 119) | END=ba nhà ông Trần Hưng (thửa đất số và thửa đất số 314, thuộc tờ bản đồ | FLAGS=
ID=NQ28-063-S01-TT0150-01 | SEC=agricultural | TT=150 | REL=main | PRICES=294,235,188 | ROAD=Ngã ba Đường Hoàng Văn Văn Hưng Thụ (Đường Suối số 289 số 314, Tân) bản đồ | START=nhà ông Trần Ngã (hết thửa đất Văn và hết thửa đất 418, cùng thuộc tờ thửa số 119) số | END=ba nhà ông Cao Thục (thửa đất số tờ bản đồ số 119 đất số 7, tờ bản 124) | FLAGS=
ID=NQ28-063-S01-TT0151-01 | SEC=agricultural | TT=151 | REL=main | PRICES=294,235,188 | ROAD=Ngã ba Đường Hoàng Văn Văn Thục Thụ (Đường Suối số 418, 119 và Tân) 7, tờ bản | START=nhà ông Cao (hết thửa đất Ngã tờ bản đồ số Bình hết thửa đất số số đồ số 124) | END=ba đường về xã Tân (hết thửa đất 97, tờ bản đồ số 125) | FLAGS=
ID=NQ28-063-S01-TT0152-01 | SEC=agricultural | TT=152 | REL=main | PRICES=241,294,235,188 | ROAD=Đường Phan Thế Giáp Hiển | START=Giáp + đường Thống Nhất và thuộc | END=đường Thống Nhất 350m (thửa đất số 241 thửa đất 30 199, cùng tờ bản đồ số 127) | FLAGS=
ID=NQ28-063-S01-TT0153-01 | SEC=agricultural | TT=153 | REL=main | PRICES=294,235,188 | ROAD=Giáp + 350m Đường Phan Thế 241 và Hiển 199, cùng đồ số | START=đường Thống Nhất (hết thửa đất số Hết hết thửa đất số số thuộc tờ bản 127) | END=tuyến (giáp thửa đất 33, tờ bản đồ số 130) | FLAGS=
ID=NQ28-063-S01-TT0154-01 | SEC=agricultural | TT=154 | REL=main | PRICES=93,294,235,188 | ROAD=Đường Lam Sơn (Đường vào núi Bà Giáp Rá) | START=Giáp + đường Thống Nhất và thuộc | END=đường Thống Nhất 350m (thửa đất số 93 thửa đất số 119, cùng tờ bản đồ số 127) | FLAGS=
ID=NQ28-063-S01-TT0155-01 | SEC=agricultural | TT=155 | REL=main | PRICES=294,235,188 | ROAD=Giáp Đường Lam Sơn +350m (Đường vào núi Bà 93 và Rá) 119, cùng đồ số | START=đường Thống Nhất (hết thửa đất số Giáp hết thửa đất số Phước thuộc tờ bản 127) | END=ranh phường Long (cũ) | FLAGS=
ID=NQ28-063-S01-TT0156-01 | SEC=agricultural | TT=156 | REL=main | PRICES=321,294,235,188 | ROAD=Đường Thành Thái Giáp | START=Giáp + đường Thống Nhất và thuộc | END=đường Thống Nhất 400m (thửa đất số 321 thửa đất số 346, cùng tờ bản đồ số 121) | FLAGS=
ID=NQ28-063-S01-TT0157-01 | SEC=agricultural | TT=157 | REL=main | PRICES=294,235,188 | ROAD=Giáp +400m Đường Thành Thái và thửa thuộc | START=đường Thống Nhất Hết (thửa đất số 321 12 đất số 346, cùng cùng tờ bản đồ số 121) | END=tuyến (thửa đất số và thửa đất số 7, thuộc tờ số 121) | FLAGS=
ID=NQ28-063-S01-TT0158-01 | SEC=agricultural | TT=158 | REL=main | PRICES=294,235,188 | ROAD=Đường Âu Cơ Toàn | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0159-01 | SEC=agricultural | TT=159 | REL=main | PRICES=224,179,143 | ROAD=Đường Tôn Đức Giáp ranh Phước Thắng | START=phường Ngã Long Đạt Hết | END=tư đường Phan Văn ranh Quy hoạch | FLAGS=
ID=NQ28-063-S01-TT0160-01 | SEC=agricultural | TT=160 | REL=main | PRICES=224,179,143 | ROAD=Đường Tôn Đức Ngã tư Đạt Thắng | START=Trung đường Phan Văn thao (thửa đất tờ | END=tâm Văn hóa - Thể của xã Long Giang đất số 177 va thửa số 190, cùng thuộc bản đồ số 70) | FLAGS=
ID=NQ28-063-S01-TT0161-01 | SEC=agricultural | TT=161 | REL=main | PRICES=224,179,143 | ROAD=Hết ranh Trung Thể thao Đường Tôn Đức Giang Thắng 177 và 190, cùng | START=Quy hoạch tâm Văn hóa - của xã Long (hết thửa đất số Giáp hết thửa đất số thuộc tờ bản | END=đường Lý Tự Trọng | FLAGS=
ID=NQ28-063-S01-TT0162-01 | SEC=agricultural | TT=162 | REL=main | PRICES=224,179,143 | ROAD=đồ số Giáp ranh Đường Nguyễn Trãi Phước | START=70) phường Đường Long (cũ) 50 | END=Hùng Vương + mét | FLAGS=
ID=NQ28-063-S01-TT0163-01 | SEC=agricultural | TT=163 | REL=main | PRICES=224,179,143 | ROAD=Giáp ranh Đường Hà Huy Tập Phước | START=phường Đường Long (cũ) | END=Hùng Vương | FLAGS=
ID=NQ28-063-S01-TT0164-01 | SEC=agricultural | TT=164 | REL=main | PRICES=224,179,143 | ROAD=Đường Bùi Viện Đường | START=Hà Huy Tập Đường | END=Tôn Thất Đạm | FLAGS=
ID=NQ28-063-S01-TT0165-01 | SEC=agricultural | TT=165 | REL=main | PRICES=224,179,143 | ROAD=Đường Đào Duy Từ Đường | START=Võ Văn Kiệt Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0166-01 | SEC=agricultural | TT=166 | REL=main | PRICES=224,179,143 | ROAD=Đường Phan Đình Đường Phùng | START=Nguyễn Trãi Đường | END=Tôn Thất Đạm | FLAGS=
ID=NQ28-063-S01-TT0167-01 | SEC=agricultural | TT=167 | REL=main | PRICES=224,179,143 | ROAD=Đường Lý Đạo Đường Thành | START=Tôn Thất Đạm Đường | END=QHLKV4 | FLAGS=
ID=NQ28-063-S01-TT0168-01 | SEC=agricultural | TT=168 | REL=main | PRICES=224,179,143 | ROAD=Đường Võ Duy Đường Dương | START=Tôn Thất Đạm Đường | END=Tăng Bạt Hổ | FLAGS=
ID=NQ28-063-S01-TT0169-01 | SEC=agricultural | TT=169 | REL=main | PRICES=224,179,143 | ROAD=Đường Phan Văn Đường Đạt | START=Tôn Thất Đạm Đường | END=Tăng Bạt Hổ | FLAGS=
ID=NQ28-063-S01-TT0170-01 | SEC=agricultural | TT=170 | REL=main | PRICES=224,179,143 | ROAD=Đường Trần Khánh Đường Dư | START=Tôn Đức Thắng Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0171-01 | SEC=agricultural | TT=171 | REL=main | PRICES=224,179,143 | ROAD=Đường Tôn Thất Đường | START=QHLKV4 Đường | END=Trần Khánh Dư | FLAGS=
ID=NQ28-063-S01-TT0172-01 | SEC=agricultural | TT=172 | REL=main | PRICES=224,179,143 | ROAD=Đạm Đường Huyền Trân Đường Công Chúa | START=Tôn Đức Thắng Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0173-01 | SEC=agricultural | TT=173 | REL=main | PRICES=224,179,143 | ROAD=Đường Tăng Bạt Đường Hổ | START=QHLKV4 Đường | END=Tôn Đức Thắng | FLAGS=
ID=NQ28-063-S01-TT0174-01 | SEC=agricultural | TT=174 | REL=main | PRICES=224,179,143 | ROAD=Đường Lê Chân Đường | START=Bùi Đắc Tuyên Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0175-01 | SEC=agricultural | TT=175 | REL=main | PRICES=224,179,143 | ROAD=Đường Chu Mạnh Đường Trinh | START=Đào Duy Từ Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0176-01 | SEC=agricultural | TT=176 | REL=main | PRICES=224,179,143 | ROAD=Đường Hồ Biểu Đường Chánh | START=Đào Duy Từ Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0177-01 | SEC=agricultural | TT=177 | REL=main | PRICES=224,179,143 | ROAD=Đường Tống Duy Đường Tân | START=QHLKV4 Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0178-01 | SEC=agricultural | TT=178 | REL=main | PRICES=224,179,143 | ROAD=Đường Bùi Đắc Đường Tuyên | START=Nguyễn Trãi Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0179-01 | SEC=agricultural | TT=179 | REL=main | PRICES=224,179,143 | ROAD=Đường Lương Đường Ngọc Quyến Đường thuộc Dự | START=Tôn Đức Thắng Hết | END=tuyến | FLAGS=
ID=NQ28-063-S01-TT0180-01 | SEC=agricultural | TT=180 | REL=main | PRICES=224,179,143 | ROAD=án: Xây dựng láng nhựa đường từ ĐT 741 đến đường Toàn vùng quanh núi Bà Rá, thị xã Phước Long (cũ) | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0181-01 | SEC=agricultural | TT=181 | REL=main | PRICES=224,179,143 | ROAD=Đường thuộc dự án Xây dựng đường từ ĐT 759 đi qua khu Toàn di tích lịch sử Cây Khế Bà Định và nhà tù Bà Rá | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0741-01 | SEC=agricultural | TT=741 | REL=main | PRICES= | ROAD=Đường thuộc dự án Xây dựng, láng nhựa đường từ ĐT (gần Công ty | START= | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING
ID=NQ28-063-S01-TT0182-01 | SEC=agricultural | TT=182 | REL=main | PRICES=224,179,143 | ROAD=cao su Phước Toàn Long, huyện Phú Riềng) đến đường ĐT 759 (khu vực Long Điền, Long Phước) | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0183-01 | SEC=agricultural | TT=183 | REL=main | PRICES=224,179,143 | ROAD=Đường thuộc dự án Xây dựng đường từ đường ĐT 759 phường Phước Bình đến đường Toàn Bàu Nghé xã Phước Tín (cũ) (song song đường ĐT 759) | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0184-01 | SEC=agricultural | TT=184 | REL=main | PRICES=196,157,125 | ROAD=Các tuyến đường nhựa, đường bê Tông có chiều Toàn ngang rộng từ 3,5m trở lên | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0185-01 | SEC=agricultural | TT=185 | REL=main | PRICES=196,157,125 | ROAD=Các tuyến đường nhựa, đường bê tông có chiều Toàn ngang rộng dưới 3,5m | START=tuyến | END= | FLAGS=
ID=NQ28-063-S01-TT0186-01 | SEC=agricultural | TT=186 | REL=main | PRICES=196,157,125 | ROAD=Các tuyến đường Toàn còn lại | START=tuyến | END= | FLAGS=
