TABLE=081 | AREA=Xã Bù Đăng | RECORDS=111 | GROUPS=111 | REVIEW=2
ID=NQ28-081-S01-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=182,146,116,32 | ROAD=81. Xã Bù Đăng Đường Quốc lộ 14 Ranh | START=Đoạn đường xã Thọ Sơn | END=Ngã ba Vườn chuối đi Đồng Nai | FLAGS=
ID=NQ28-081-S01-TT0003-03 | SEC=agricultural | TT=3 | REL=main | PRICES= | ROAD=thôn Hưng Thịnh (thôn Minh Hưng cũ) đi Nhà | START= | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-081-S01-TT0096-01 | SEC=agricultural | TT=96 | REL=main | PRICES=100,80,64,32 | ROAD=Đường thờ Giáo xứ Minh Hưng vào thôn Hưng Phú (thôn 5 Minh Hưng cũ) | START=Quốc lộ 14 | END=Toàn tuyến | FLAGS=
ID=NQ28-081-S01-TT0097-01 | SEC=agricultural | TT=97 | REL=main | PRICES=100,80,64,32 | ROAD=Đường Bê tông từ Quốc lộ 14 thôn Hưng Đường Thịnh (thôn 3 Minh Hưng cũ) đi Đập thủy lợi Hưng Phú Đường Bê tông từ | START=Quốc lộ 14 | END=Đập Thủy lợi Hưng Phú | FLAGS=
ID=NQ28-081-S01-TT0098-01 | SEC=agricultural | TT=98 | REL=main | PRICES=100,80,64,32 | ROAD=Quốc lộ 14 đi thôn Hưng Tân (thôn 1 Minh Hưng cũ), vào Nhà văn Đường hóa thôn Hưng Tân dền hết thửa 170 tờ bản đồ số 128 (đường ngã ba | START=Quốc lộ 14 | END=Hết thửa 170 tờ bản đồ 128 | FLAGS=
ID=NQ28-081-S01-TT0099-01 | SEC=agricultural | TT=99 | REL=main | PRICES=100,80,64,32 | ROAD=Hành) Đường xâm nhập nhựa từ Quốc lộ 14 đi nhà Đường văn hóa cộng đồng | START=Quốc lộ 14 | END=Nhà văn hóa cộng đồng thôn Hưng Tân | FLAGS=
ID=NQ28-081-S01-TT0100-01 | SEC=agricultural | TT=100 | REL=main | PRICES=100,80,64,32 | ROAD=thôn Hưng Tân (thôn 1 Minh Hưng cũ) Đường Bê tông thôn Minh Hưng (thôn 2 Minh Hưng cũ) tiếp giáp Đường Quốc lộ 14 (đường vào trường Mẫu giáo Minh Hưng) | START=Quốc lộ 14 | END=Cuối đường | FLAGS=
ID=NQ28-081-S01-TT0101-01 | SEC=agricultural | TT=101 | REL=main | PRICES=100,80,64,32 | ROAD=Ngã ba thôn Hưng Tân Ngã đi thôn Minh Hưng, thôn thôn Hưng Thịnh, thôn (đường Hưng Phú | START=ba giáp đường Hưng Tân ngã ba Hành) | END=Ngã ba đường di thôn Hưng Phú | FLAGS=
ID=NQ28-081-S01-TT0102-01 | SEC=agricultural | TT=102 | REL=main | PRICES=100,80,64,32 | ROAD=Giáp Đường thôn Vĩnh Thiện Phong Nguyễn (vào quán Hồn Việt) Dũng) | START=đường Lê Hồng (nhà ông Thượng | END=Giáp đường Lý Thường Kiệt (nhà yến Bốn Xê) | FLAGS=
ID=NQ28-081-S01-TT0103-01 | SEC=agricultural | TT=103 | REL=main | PRICES=182,146,116,32 | ROAD=Đường hai bên trái, phải khu dân cư và Toàn thương mại, Dịch vụ Phan Bội Châu | START=tuyến | END= | FLAGS=
ID=NQ28-081-S01-TT0104-01 | SEC=agricultural | TT=104 | REL=main | PRICES=182,146,116,32 | ROAD=Đường phía sau khu dân cư và thương mại, Toàn Dịch vụ Phan Bội Châu | START=tuyến | END= | FLAGS=
ID=NQ28-081-S01-TT0105-01 | SEC=agricultural | TT=105 | REL=main | PRICES=88,70,56,32 | ROAD=Đường Bê tông thôn Minh Hưng (thôn 2 Minh Hưng cũ) tiếp giáp Quốc Quốc lộ 14 (đường vào chùa Hoàn Liên Hoa) | START=lộ 14 | END=Cuối đường | FLAGS=
ID=NQ28-081-S01-TT0106-01 | SEC=agricultural | TT=106 | REL=main | PRICES=88,70,56,32 | ROAD=Đường Phước Sơn - Đồng Nai (địa phận xã Toàn Bù Đăng) | START=tuyến | END=0 | FLAGS=
ID=NQ28-081-S01-TT0107-01 | SEC=agricultural | TT=107 | REL=main | PRICES=88,70,56,32 | ROAD=Đường liên thôn (nối Giáp dài từ Nguyễn Thị Minh Thị Khai đi thôn 1 Đoàn kết) | START=đường Nguyễn Minh Khai | END=Hết tờ bản đồ số 103 | FLAGS=
ID=NQ28-081-S01-TT0108-01 | SEC=agricultural | TT=108 | REL=main | PRICES=88,70,56,32 | ROAD=Các tuyến đường đất còn lại có bề rộng nhỏ Toàn hơn 4m hoặc đường không cắt lộ giới | START=tuyến | END= | FLAGS=
ID=NQ28-081-S01-TT0109-01 | SEC=agricultural | TT=109 | REL=main | PRICES=100,80,64,32 | ROAD=Các tuyến đường đã được đầu tư bê tông, nhựa hoặc đường đất Toàn chưa được quy định ở trên | START=tuyến | END= | FLAGS=
