TABLE=062 | AREA=Phường An Lộc | RECORDS=200 | GROUPS=200 | REVIEW=10
ID=NQ28-062-S01-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=490,392,274 | ROAD=62. Phường An Lộc Tên đường giao TT thông Đường Nguyễn Đường Trần Huệ | START=Đoạn đường Đường Hưng Đạo Vương | END=Giá cây Hùng | FLAGS=
ID=NQ28-062-S01-TT0116-01 | SEC=agricultural | TT=116 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 5 Đường TLT | START=Ranh 29 (đường máy | END=vùng đệm vào nhà xi măng) | FLAGS=
ID=NQ28-062-S01-TT0117-01 | SEC=agricultural | TT=117 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 6 Đường Quốc | START=lộ 13 Đường | END=ĐT 757 | FLAGS=
ID=NQ28-062-S01-TT0118-01 | SEC=agricultural | TT=118 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 7 Suối Cần | START=Đường Lê | END=TLT 6 | FLAGS=
ID=NQ28-062-S01-TT0119-01 | SEC=agricultural | TT=119 | REL=main | PRICES=252,202,141 | ROAD=Thửa đất Đường TLT 8 số 10 | START=số 18, tờ bản đồ Đường | END=TLT 6 | FLAGS=
ID=NQ28-062-S01-TT0120-01 | SEC=agricultural | TT=120 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 9 Đường TLT | START=6 Đường | END=TLT 10 | FLAGS=
ID=NQ28-062-S01-TT0121-01 | SEC=agricultural | TT=121 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 10 Đường TLT | START=6 Đường | END=TLT 11 | FLAGS=
ID=NQ28-062-S01-TT0122-01 | SEC=agricultural | TT=122 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 11 Đường TLT | START=1 Đường | END=ray xe lửa | FLAGS=
ID=NQ28-062-S01-TT0123-01 | SEC=agricultural | TT=123 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 12 Đường ĐT | START=757 Đường | END=TLT 13 | FLAGS=
ID=NQ28-062-S01-TT0124-01 | SEC=agricultural | TT=124 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 13 Đường TLT | START=15 Đường | END=TLT 1 | FLAGS=
ID=NQ28-062-S01-TT0125-01 | SEC=agricultural | TT=125 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 14 Đường Quốc | START=lộ 13 Đường | END=TLT 12 | FLAGS=
ID=NQ28-062-S01-TT0126-01 | SEC=agricultural | TT=126 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 15 Đường Quốc | START=lộ 13 Đường | END=TLT 13 | FLAGS=
ID=NQ28-062-S01-TT0127-01 | SEC=agricultural | TT=127 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 15 Đường TLT | START=13 Đường | END=TLT 2 | FLAGS=
ID=NQ28-062-S01-TT0128-01 | SEC=agricultural | TT=128 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 16 Đường Quốc | START=lộ 13 Đường | END=TLT 17 | FLAGS=
ID=NQ28-062-S01-TT0129-01 | SEC=agricultural | TT=129 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 16 Đường TLT | START=17 Đường | END=TLT 40 | FLAGS=
ID=NQ28-062-S01-TT0130-01 | SEC=agricultural | TT=130 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 17 Đường TLT | START=16 Đường | END=TLT 18 | FLAGS=
ID=NQ28-062-S01-TT0131-01 | SEC=agricultural | TT=131 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 18 Đường Quốc | START=lộ 13 Đường | END=TLT 17 | FLAGS=
ID=NQ28-062-S01-TT0132-01 | SEC=agricultural | TT=132 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 19 Đường Quốc | START=lộ 13 (chợ) Đường | END=TLT 2 | FLAGS=
ID=NQ28-062-S01-TT0133-01 | SEC=agricultural | TT=133 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 20 Đường TLT | START=2 Đường | END=TLT 3 | FLAGS=
ID=NQ28-062-S01-TT0134-01 | SEC=agricultural | TT=134 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 21 Đường TLT | START=20 Đường | END=TLT 3 | FLAGS=
ID=NQ28-062-S01-TT0135-01 | SEC=agricultural | TT=135 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 22 Đường Quốc | START=lộ 13 Đường | END=TLT 23 | FLAGS=
ID=NQ28-062-S01-TT0136-01 | SEC=agricultural | TT=136 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 22 Đường TLT | START=Cuối 23 số | END=tuyến (thửa đất 35, tờ bản đồ số | FLAGS=
ID=NQ28-062-S01-TT0137-01 | SEC=agricultural | TT=137 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 23 Đường Nhà | START=47) máy xi măng Đường | END=TLT 22 | FLAGS=
ID=NQ28-062-S01-TT0138-01 | SEC=agricultural | TT=138 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 24 Đường TLT | START=23 Đường | END=TLT 22 | FLAGS=
ID=NQ28-062-S01-TT0139-01 | SEC=agricultural | TT=139 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 25 Đường TLT | START=22 Đường | END=TLT 24 | FLAGS=
ID=NQ28-062-S01-TT0140-01 | SEC=agricultural | TT=140 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT Đường TLT 26 Đài liệt sĩ) | START=4 (Vòng quanh Đường | END=TLT 5 | FLAGS=
ID=NQ28-062-S01-TT0141-01 | SEC=agricultural | TT=141 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 27 Đường Quốc | START=lộ 13 Đường | END=TLT 28 | FLAGS=
ID=NQ28-062-S01-TT0142-01 | SEC=agricultural | TT=142 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 27 Đường TLT | START=28 Đường | END=TLT 43 | FLAGS=
ID=NQ28-062-S01-TT0143-01 | SEC=agricultural | TT=143 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 27 Đường TLT | START=43 Đường | END=TLT 5 | FLAGS=
ID=NQ28-062-S01-TT0144-01 | SEC=agricultural | TT=144 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 28 Đường TLT | START=27 Đường | END=TLT 5 | FLAGS=
ID=NQ28-062-S01-TT0145-01 | SEC=agricultural | TT=145 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 29 Đường TLT | START=5 Đường | END=TLT 31 | FLAGS=
ID=NQ28-062-S01-TT0146-01 | SEC=agricultural | TT=146 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 30 Đường TLT | START=5 Đường | END=TLT 5 | FLAGS=
ID=NQ28-062-S01-TT0147-01 | SEC=agricultural | TT=147 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 31 Đường TLT | START=5 Đường | END=TLT 29 | FLAGS=
ID=NQ28-062-S01-TT0148-01 | SEC=agricultural | TT=148 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 32 Đường TLT | START=31 Đường | END=TLT 31 | FLAGS=
ID=NQ28-062-S01-TT0149-01 | SEC=agricultural | TT=149 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 33 Đường TLT | START=2 Đường | END=TLT 2 | FLAGS=
ID=NQ28-062-S01-TT0150-01 | SEC=agricultural | TT=150 | REL=main | PRICES=252,202 | ROAD=Đường TLT 34 Đường TLT | START=2 Đường | END=TPT 5 | FLAGS=
ID=NQ28-062-S01-TT0151-01 | SEC=agricultural | TT=151 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 35 Đường TLT | START=34 Đường | END=TLT 39 | FLAGS=
ID=NQ28-062-S01-TT0152-01 | SEC=agricultural | TT=152 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 36 Đường TLT | START=2 Đường | END=TPT 4 | FLAGS=
ID=NQ28-062-S01-TT0153-01 | SEC=agricultural | TT=153 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 37 Đường TLT | START=2 Đường | END=TPT 5 | FLAGS=
ID=NQ28-062-S01-TT0154-01 | SEC=agricultural | TT=154 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 38 Đường TLT | START=37 Cuối | END=tuyến | FLAGS=
ID=NQ28-062-S01-TT0155-01 | SEC=agricultural | TT=155 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 39 Đường TLT | START=2 Đường | END=TLT 37 | FLAGS=
ID=NQ28-062-S01-TT0156-01 | SEC=agricultural | TT=156 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 40 Đường TLT | START=2 Đường | END=TLT 16 | FLAGS=
ID=NQ28-062-S01-TT0157-01 | SEC=agricultural | TT=157 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 41 Đường ĐT | START=757 Đường | END=TLT 6 | FLAGS=
ID=NQ28-062-S01-TT0158-01 | SEC=agricultural | TT=158 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 42 Đường TLT | START=22 Đường | END=TLT 29 | FLAGS=
ID=NQ28-062-S01-TT0159-01 | SEC=agricultural | TT=159 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 43 Đường Nhà | START=máy xi măng Đường | END=TLT 27 | FLAGS=
ID=NQ28-062-S01-TT0160-01 | SEC=agricultural | TT=160 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 45 Đường TLT | START=46 Đường | END=TPT 2 | FLAGS=
ID=NQ28-062-S01-TT0161-01 | SEC=agricultural | TT=161 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 46 Đường TLT | START=Khu 29 (đường | END=bãi rác QH TLT 64) | FLAGS=
ID=NQ28-062-S01-TT0162-01 | SEC=agricultural | TT=162 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 47 Đường TLT | START=5 Đường | END=TLT 46 | FLAGS=
ID=NQ28-062-S01-TT0163-01 | SEC=agricultural | TT=163 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 49 Đường TLT | START=73 Đường | END=TLT 51 | FLAGS=
ID=NQ28-062-S01-TT0164-01 | SEC=agricultural | TT=164 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 50 Đường TLT | START=Đường 46 xã | END=TLT 32, ranh Thanh Phú | FLAGS=
ID=NQ28-062-S01-TT0165-01 | SEC=agricultural | TT=165 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 51 Đường TLT | START=Đường 31 (nông su) | END=TLT 49 trường cao | FLAGS=
ID=NQ28-062-S01-TT0166-01 | SEC=agricultural | TT=166 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 52 Đường TLT | START=36 Suối | END=Tà Nùng | FLAGS=
ID=NQ28-062-S01-TT0167-01 | SEC=agricultural | TT=167 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 53 Đường TLT | START=Thửa 2 bản | END=đất số 526, tờ đồ số 04 | FLAGS=
ID=NQ28-062-S01-TT0168-01 | SEC=agricultural | TT=168 | REL=main | PRICES=252,202,141 | ROAD=Đường sắt Đường TLT 54 67) | START=Suối (tờ BĐ 60, thửa đất số | END=cạn (hết thửa số 57, tờ bản đồ 60) | FLAGS=
ID=NQ28-062-S01-TT0169-01 | SEC=agricultural | TT=169 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 55 Đường TLT | START=46 Ranh | END=xã Minh Đức | FLAGS=
ID=NQ28-062-S01-TT0170-01 | SEC=agricultural | TT=170 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 56 Đường TLT | START=55 Đường | END=TLT 57 | FLAGS=
ID=NQ28-062-S01-TT0171-01 | SEC=agricultural | TT=171 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 57 Đường TLT | START=55 Ranh | END=xã Lộc Thành | FLAGS=
ID=NQ28-062-S01-TT0172-01 | SEC=agricultural | TT=172 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 58 Đường TLT | START=55 lô cao su Đường | END=TLT 59 | FLAGS=
ID=NQ28-062-S01-TT0173-01 | SEC=agricultural | TT=173 | REL=main | PRICES=252,202,141 | ROAD=Lô cao su Đường TLT 59 207, tờ bản | START=Lô (hết thửa đất số đồ đồ số 41) số | END=cao su (hết thửa số 51, tờ bản đồ 41) | FLAGS=
ID=NQ28-062-S01-TT0174-01 | SEC=agricultural | TT=174 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 60 Đường TLT | START=55 Đường | END=TLT 57 | FLAGS=
ID=NQ28-062-S01-TT0175-01 | SEC=agricultural | TT=175 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 64 Đường Nhà | START=Hết máy xi măng số 57) | END=tuyến (thửa đất 73, tờ bản đồ số | FLAGS=
ID=NQ28-062-S01-TT0176-01 | SEC=agricultural | TT=176 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 65 Đường TLT | START=55 Ranh | END=xã Lộc Thành | FLAGS=
ID=NQ28-062-S01-TT0177-01 | SEC=agricultural | TT=177 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 66 Đường băng | START=Hết tải số 72) | END=tuyến (thửa đất 22, tờ bản đồ số | FLAGS=
ID=NQ28-062-S01-TT0178-01 | SEC=agricultural | TT=178 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 67 Đường TLT | START=Ranh 55 (cũ), 77, | END=xã Thanh Phủ (thửa đất số tờ bản đồ số 38) | FLAGS=
ID=NQ28-062-S01-TT0179-01 | SEC=agricultural | TT=179 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 68 Đường TLT | START=67 Đường | END=TLT 45 | FLAGS=
ID=NQ28-062-S01-TT0180-01 | SEC=agricultural | TT=180 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 69 Đường TLT | START=5 Đường | END=TLT 27 | FLAGS=
ID=NQ28-062-S01-TT0181-01 | SEC=agricultural | TT=181 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 70 Đường Nhà | START=máy xi măng Đường | END=TLT 44 | FLAGS=
ID=NQ28-062-S01-TT0182-01 | SEC=agricultural | TT=182 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 71 Đường TLT | START=Hết 24 tờ | END=thửa đất số 154, bản đồ số 48 | FLAGS=
ID=NQ28-062-S01-TT0183-01 | SEC=agricultural | TT=183 | REL=main | PRICES=252,202,141 | ROAD=Đường TLT 73 Đường TLT | START=32 Đường | END=TPT 2 | FLAGS=
ID=NQ28-062-S01-TT0184-01 | SEC=agricultural | TT=184 | REL=main | PRICES=252,202,141 | ROAD=Các tuyến đường rộng từ Các đường nội bộ trong khu | START=07m trở lên phố, Khu phố thuộc | END=phường Phú | FLAGS=
ID=NQ28-062-S01-TT0185-01 | SEC=agricultural | TT=185 | REL=main | PRICES=252,202,141 | ROAD=Thịnh (cũ) (nay là Khu phố: Xuân) chưa có tên đường đồ chính quy) rộng từ 03m 10m | START=Phú Hòa, Phú Thuận, và có mặt đường hiện đến dưới 07m, Đường | END=Phú Hưng, Phú hữu (theo bản mới mở 07m - | FLAGS=
ID=NQ28-062-S01-TT0186-01 | SEC=agricultural | TT=186 | REL=main | PRICES=252,202,141 | ROAD=Các đường nội bộ trong khu Thịnh (cũ) (nay là khu phố: Xuân) không có tên đường đồ chính quy) rộng dưới 03m; chung; các thửa đất có đường | START=phố, khu phố thuộc Phú Hòa, Phú Thuận, và có mặt đường hiện các thửa đất không đi mới theo các | END=phường Phú Phú Hưng, Phú hữu (theo bản giáp đường đi lô cao su | FLAGS=
ID=NQ28-062-S01-TT0187-01 | SEC=agricultural | TT=187 | REL=main | PRICES=210,168,118 | ROAD=Các tuyến đường bê tông chính quy) | START=từ 3,5m đến dưới 07m | END=(theo bản đồ | FLAGS=
ID=NQ28-062-S01-TT0188-01 | SEC=agricultural | TT=188 | REL=main | PRICES=210,168,118 | ROAD=Các tuyến đường, tuyến hẻm bản đồ chính quy nhỏ hơn 13, 19, 26, 27, 33 | START=còn lại có bề rộng 3,5m thuộc các tờ bản | END=mặt đường theo đồ số 6, 7, 12, | FLAGS=
ID=NQ28-062-S01-TT0189-01 | SEC=agricultural | TT=189 | REL=main | PRICES=210,168,118 | ROAD=Các tuyến đường, tuyến hẻm bản đồ chính quy nhỏ hơn | START=còn lại có bề rộng 3,5m thuộc các tờ bản | END=mặt đường theo đồ còn lại | FLAGS=
ID=NQ28-062-S01-TT0190-01 | SEC=agricultural | TT=190 | REL=main | PRICES=210,168,118 | ROAD=Các tuyến đường còn lại | START= | END= | FLAGS=
