TABLE=067 | AREA=Xã Đồng Tâm | RECORDS=265 | GROUPS=264 | REVIEW=146
ID=NQ28-067-S01-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=202,161,64 | ROAD=67. Xã Đồng Tâm Tên đường giao TT thông Giáp Đường Quốc lộ 14 Bình 2) | START=Đoạn đường Hết ranh trang hướng Đăng ranh Phường đường Phước (cầu Hết đường ranh giữa và ấp (bên phải Quốc | END=Giá đất trồng cây lâu năm Nghĩa liệt sĩ tỉnh đi xã Bù (bên trải Quốc lộ 14) 252 B3 - ấp Cầu 2 Đồng Tiến 4 đường lộ 14) | FLAGS=
ID=NQ28-067-S01-TT0067-01 | SEC=agricultural | TT=67 | REL=main | PRICES=266,213,170 | ROAD=Đường Lạc Long Quân | START=Đường Phú Riềng Đỏ | END=Đường Tôn Đức Thắng | FLAGS=
ID=NQ28-067-S01-TT0068-01 | SEC=agricultural | TT=68 | REL=main | PRICES=266,213,170 | ROAD=Đường Lạc Long Quân | START=Đường Tôn Đức Thắng | END=Hết tuyến (đảo yến Sơn Hà) | FLAGS=
ID=NQ28-067-S01-TT0069-01 | SEC=agricultural | TT=69 | REL=main | PRICES=266,213,170 | ROAD=Đường Lê Thái Tông | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0070-01 | SEC=agricultural | TT=70 | REL=main | PRICES=266,213,170 | ROAD=Đường Trần Quốc Toản | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0071-01 | SEC=agricultural | TT=71 | REL=main | PRICES=266,213,170 | ROAD=Đường Hai Bà Trưng | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0072-01 | SEC=agricultural | TT=72 | REL=main | PRICES=266,213,170 | ROAD=Đường An Dương Vương | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0073-01 | SEC=agricultural | TT=73 | REL=main | PRICES=266,213,170 | ROAD=Đường Bắc Nam 2 | START=Đường Phạm Ngọc Thạch | END=Giáp khu dân cư Thịnh Trí | FLAGS=
ID=NQ28-067-S01-TT0074-01 | SEC=agricultural | TT=74 | REL=main | PRICES=266,213,170 | ROAD=Đường Bắc Nam 3 | START=Đường Lạc Long Quân | END=Đường Nguyễn Hữu Thọ | FLAGS=
ID=NQ28-067-S01-TT0075-01 | SEC=agricultural | TT=75 | REL=main | PRICES=266,213,170 | ROAD=Đường Bắc Nam 4 | START=Đường Nguyễn Hữu Thọ | END=Đường Đông Tây 9 (Tổ 23 nối dài) | FLAGS=
ID=NQ28-067-S01-TT0076-01 | SEC=agricultural | TT=76 | REL=main | PRICES=266,213,170 | ROAD=Đường Bắc Nam 7 | START=Đường Lạc Long Quân | END=Giáp ranh Thửa đất số 60, tờ bản đồ số 18 | FLAGS=
ID=NQ28-067-S01-TT0077-01 | SEC=agricultural | TT=77 | REL=main | PRICES=266,213,170 | ROAD=Đường Đông Tây 10 | START=Đường Tổ 23 nối dài | END=Giáp ranh thửa đất Số 88, tờ bản đồ số 19 | FLAGS=
ID=NQ28-067-S01-TT0078-01 | SEC=agricultural | TT=78 | REL=main | PRICES=266,213,170 | ROAD=Đường Đông Tây 9 (Tổ 23 dài) | START=Đường Cách nối Mạng Tháng Tám (đường 741) | END=Đường Tôn Đức Thắng ĐT (nối dài) | FLAGS=
ID=NQ28-067-S01-TT0079-01 | SEC=agricultural | TT=79 | REL=main | PRICES=266,213,170 | ROAD=Đường Đông Tây 9 (Tổ 23 dài) | START=Đường Tôn nối Đức Thắng (nối dài) | END=Hết tuyến | FLAGS=
ID=NQ28-067-S01-TT0080-01 | SEC=agricultural | TT=80 | REL=main | PRICES=266,213,170 | ROAD=Các tuyến đường Tổ đấu đường Cách Mạng Tháng Đường Tổ 7, 9, 11 (Tân Phú | START=nối Tám: Toàn tuyến cũ) | END= | FLAGS=
ID=NQ28-067-S01-TT0081-01 | SEC=agricultural | TT=81 | REL=main | PRICES=266,213,170 | ROAD=Các tuyến đường Tổ đấu đường Cách Mạng Tháng Các tuyến còn lại | START=nối Tám: Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0082-01 | SEC=agricultural | TT=82 | REL=main | PRICES=266,213,170 | ROAD=Các tuyến đường Tổ đấu đường Phú Riềng Đỏ | START=nối Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0083-01 | SEC=agricultural | TT=83 | REL=main | PRICES=266,213,170 | ROAD=Các tuyến đường Tổ đấu đường Tôn Đức Thắng | START=nối Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0084-01 | SEC=agricultural | TT=84 | REL=main | PRICES=266,213,170 | ROAD=Các tuyến đường Tổ đấu | START=nối Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0085-01 | SEC=agricultural | TT=85 | REL=main | PRICES=266,213,170 | ROAD=đường Nguyễn Văn Linh Các tuyến đường Tổ đấu đường Hùng Vương | START=nối Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0086-01 | SEC=agricultural | TT=86 | REL=main | PRICES=210,168,134,54 | ROAD=Đường tuyến số 1 | START=Thửa đất số và số 369, tờ bản đồ số 176 | END=Hết thửa đất 73 số 79 và số 256, tờ bản đồ số 205 | FLAGS=
ID=NQ28-067-S01-TT0087-01 | SEC=agricultural | TT=87 | REL=main | PRICES=210,168,134 | ROAD=Đường tuyến số 2 | START=Đường ĐT 741 | END=Hết Thửa đất số 36 và số 70, tờ bản đồ số 231 | FLAGS=
ID=NQ28-067-S01-TT0088-01 | SEC=agricultural | TT=88 | REL=main | PRICES=210,168,134 | ROAD=Đường tuyến số 2 | START=Tiếp giáp Thửa đất số 36 và 70, tờ bản đồ số 231 | END=Hết Thửa đất số số 29 và số 5, tờ bản đồ số 183 | FLAGS=
ID=NQ28-067-S01-TT0089-01 | SEC=agricultural | TT=89 | REL=main | PRICES=266,213,170 | ROAD=Đường tuyến số 3 | START=Đường Cách Mạng Tháng Tám (đường 741) | END=Hết ranh Thửa đất số 39, tờ bản đồ số 63 ĐT và Thửa đất số 393, tờ bản đồ số 61 | FLAGS=
ID=NQ28-067-S01-TT0090-01 | SEC=agricultural | TT=90 | REL=main | PRICES=266,213,170 | ROAD=Đường tuyến số 3 | START=Từ ranh Thửa đất số 39, tờ bản đồ số 63 Thửa đất số 393, tờ bản đồ số 61 | END=và Giáp ranh xã Tân Tiến cũ | FLAGS=
ID=NQ28-067-S01-TT0091-01 | SEC=agricultural | TT=91 | REL=main | PRICES=210,168,134 | ROAD=Đường tuyến số 3 | START=Đất Ban quản khu kinh tế tỉnh quản lý (giáp ranh thị trấn Tân Phú cũ) | END=lý Cầu Suối Rạt (hết thửa đất số 307 và số 242, tờ bản đồ số 116) | FLAGS=
ID=NQ28-067-S01-TT0092-01 | SEC=agricultural | TT=92 | REL=main | PRICES=210,168,134 | ROAD=Dường tuyến số 3 | START=Cầu Suối Rạt (Thửa đất số và số 245, tờ bản đồ số 136) | END=Giáp ranh xã Tân Lợi (hết 87 Thửa đất số 26 và số 111, tờ bản đồ số 138) | FLAGS=
ID=NQ28-067-S01-TT0093-01 | SEC=agricultural | TT=93 | REL=main | PRICES=266,213,170 | ROAD=Đường tuyến số 4 (Tổ 34, Thắng Lợi) | START=Đường Cách thôn Mạng Tháng Tám (đường 741) | END=Đường điện ĐT 500KV | FLAGS=
ID=NQ28-067-S01-TT0094-01 | SEC=agricultural | TT=94 | REL=main | PRICES=266,213,170 | ROAD=Đường tuyến số 4 (Tổ 34, Thắng Lợi) | START=Thôn Đường điện 500KV | END=Giáp ranh xã Tân Lợi | FLAGS=
ID=NQ28-067-S01-TT0095-01 | SEC=agricultural | TT=95 | REL=main | PRICES=210,168,134 | ROAD=Đường tuyến số 4 | START=Đoạn còn lại | END= | FLAGS=
ID=NQ28-067-S01-TT0096-01 | SEC=agricultural | TT=96 | REL=main | PRICES=210,168,134,54 | ROAD=Đường tuyến số 5 (đường | START=Thửa đất số nhựa) tờ bản đồ số 174 | END=42, Hết thửa đất số 31, tờ bản đồ số 199 | FLAGS=
ID=NQ28-067-S01-TT0097-01 | SEC=agricultural | TT=97 | REL=main | PRICES=210,168,134 | ROAD=Đường Kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ | START=Giáp ranh phố phường Bình Phước | END=Giáp ranh xã Tân Tiến cũ | FLAGS=
ID=NQ28-067-S01-TT0098-01 | SEC=agricultural | TT=98 | REL=main | PRICES=210,168,134 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ | START=Giáp ranh Tân phố Phú cũ | END=Giáp ranh xã Tân Lập cũ | FLAGS=
ID=NQ28-067-S01-TT0099-01 | SEC=agricultural | TT=99 | REL=main | PRICES=210,168,134,54 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ (kết cấu đường trải lớp đá mi) | START=phố Giáp ranh xã Tân Tiến cũ | END=Hết thửa đất số 288, tờ bản đồ số 147 | FLAGS=
ID=NQ28-067-S01-TT0100-01 | SEC=agricultural | TT=100 | REL=main | PRICES=210,168,134,54 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ (kết cấu đường trải lớp đá mi) | START=Thửa đất số phố tờ bản đồ số 163 | END=Hết thửa đất 76, số 425 và số 46, tờ bản đồ số 163 | FLAGS=
ID=NQ28-067-S01-TT0101-01 | SEC=agricultural | TT=101 | REL=main | PRICES=210,168,134,54 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ (kết cấu đường trải lớp đá mi) | START=Thửa đất số phố 184, tờ bản đồ số 162 | END=Hết thửa đất số 227, tờ bản đồ số 162 | FLAGS=
ID=NQ28-067-S01-TT0102-01 | SEC=agricultural | TT=102 | REL=main | PRICES=210,168,134,54 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ (kết cấu đường trải lớp đá rải) | START=Thửa đất số phố 156, tờ bản đồ số 175 | END=Hết thửa đất số 147, tờ bản đồ số 175 | FLAGS=
ID=NQ28-067-S01-TT0103-01 | SEC=agricultural | TT=103 | REL=main | PRICES=210,168,134,54 | ROAD=Đường kết nối các khu công nghiệp phía Tây Nam thành Đồng Xoài cũ (kết cấu đường trải lớp đá mi) | START=Thửa đất số phố tờ bản đồ số 176 | END=73, Hết thửa đất số 256, tờ bản đồ số 205 | FLAGS=
ID=NQ28-067-S01-TT0104-01 | SEC=agricultural | TT=104 | REL=main | PRICES=90,72,58,54 | ROAD=Đường Tổ 43 (tiếp giáp với dân cư Mỹ Khánh Vy) | START=Đường Cách khu Mạng Tháng Tám (đường 741) | END=Tiếp giáp đường Phú Riềng Đỏ kéo ĐT dài tới khu công nghiệp Bắc Đồng Phú | FLAGS=
ID=NQ28-067-S01-TT0105-01 | SEC=agricultural | TT=105 | REL=main | PRICES=90,72,58,54 | ROAD=Đường Tổ 21 (đường nhựa) (Tân Lập cũ) | START=Thửa đất số tờ bản đồ số 237 | END=46, Thửa đất số 69, tờ bản đồ số 237 | FLAGS=
ID=NQ28-067-S01-TT0106-01 | SEC=agricultural | TT=106 | REL=main | PRICES=90,72,58,54 | ROAD=Đường Tổ 20, 26 và 36 (đường nhựa) (Tân Lập cũ) | START=Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0107-01 | SEC=agricultural | TT=107 | REL=main | PRICES=210,168,134 | ROAD=Đường vào Trung tâm hành chính mới xã Tân Tiến cũ Đường giao thông nông thôn | START=Đầu ranh thửa đất số 403, tờ bản đồ số 219) | END=Hết ranh Thửa đất số 8, tờ bản đồ số 135) | FLAGS=
ID=NQ28-067-S01-TT0108-01 | SEC=agricultural | TT=108 | REL=main | PRICES=210,168,134 | ROAD=đấu nối trục đường ĐT 741 [đoạn từ đường Tổ 33 (thửa số 206, tờ bản đồ số 221); đường Tổ 28 (thửa đất số tờ bản đồ số 221) đến đường 27 (thửa đất số 143, tờ bản số 224); đường Tổ 22 (thửa | START=đất Toàn tuyến 211, Tổ đồ đất | END= | FLAGS=
ID=NQ28-067-S01-TT0109-01 | SEC=agricultural | TT=109 | REL=main | PRICES=210,168,134 | ROAD=số 147, tờ bản đồ số 224)] phạm vi 200m Đường giao thông nông thôn đấu nối trục đường ĐT 741 [đoạn từ giáp ranh thửa đất 74, tờ bản đồ số 222; giáp thửa đất số 87, tờ bản đồ đến đường Tổ 33 (thửa đất 192, tờ bản đồ số 221); đường Tổ 28 (thửa đất số 318, tờ đồ số 221) và đoạn từ đường | START=trong số ranh số 222 số bản Toàn tuyến Tổ | END= | FLAGS=
ID=NQ28-067-S01-TT0027-03 | SEC=agricultural | TT=27 | REL=main | PRICES= | ROAD=(thửa đất số 142, tờ bản số 224); đường Tổ 22 (thửa số 395, tờ bản đồ số 224) hết ranh thửa đất số 256, đồ số 224); đường Tổ 18 (hết ranh thửa đất số 268, tờ bản | START=đồ đất đến tờ bản đồ | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0110-01 | SEC=agricultural | TT=110 | REL=main | PRICES=210,168,134 | ROAD=số 224)] trong phạm vi 200m Đường giao thông nông thôn đấu nối trục đường ĐT 741 (đoạn từ Đường Tổ 23 B (Thửa đất số 181, tờ bản đồ số 234) đến Đường Tổ 9 (Thửa đất 17, tờ bản đồ số 242) và đoạn Thửa đất số 98, tờ bản đồ 188) đến giáp ranh thành | START=số Toàn tuyến từ số phố | END= | FLAGS=
ID=NQ28-067-S01-TT0111-01 | SEC=agricultural | TT=111 | REL=main | PRICES=210,168,134 | ROAD=Hồ Chí Minh) trong phạm 200m Đường giao thông nông thôn đấu nối trục đường ĐT 741 còn lại trong phạm vi 200m | START=vi đoạn Toàn tuyến Thửa đất số | END= | FLAGS=
ID=NQ28-067-S01-TT0112-01 | SEC=agricultural | TT=112 | REL=main | PRICES=210,168,134 | ROAD=Đất đấu giá 23 lô tại khu Chợ Tân Lập (đường nhựa) | START=110 đến thửa đất số 124 (trừ thửa đất số xã 113) và thửa đất số 75, 76, 77, 80, 81, 82, 85, 86, 89, tờ | END= | FLAGS=
ID=NQ28-067-S01-TT0113-01 | SEC=agricultural | TT=113 | REL=main | PRICES=210,168,134 | ROAD=Đất đấu giá 2 lô tại khu Chợ Tân Lập (đường nhựa) | START=bản đồ số 76 Thửa đất số xã 113 và thửa đất số 125, tờ bản đồ số 76 | END= | FLAGS=
ID=NQ28-067-S01-TT0114-01 | SEC=agricultural | TT=114 | REL=main | PRICES=210,168,134 | ROAD=Khu dân cư thôn 9 - Tân Lập. | START=Các tuyến đường nội bộ trong khu dân cư | END= | FLAGS=
ID=NQ28-067-S01-TT0115-01 | SEC=agricultural | TT=115 | REL=main | PRICES=210,168,134 | ROAD=Đường liên xã Tân Phú - Tân Tiến cũ (đoạn điều chỉnh) | START=Ranh thị trấn Tân Phú cũ | END=Đường Tổ 47, thôn Thái Dũng | FLAGS=
ID=NQ28-067-S01-TT0116-01 | SEC=agricultural | TT=116 | REL=main | PRICES=224,179,143 | ROAD=Các tuyến đường giao thông lại trên địa bàn thị trấn Tân cũ | START=còn Phú Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0117-01 | SEC=agricultural | TT=117 | REL=main | PRICES=90,72,58,54 | ROAD=Đường giao thông liên xã trên địa bàn xã Tân Tiến và Lập cũ | START=còn lại Tân Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0118-01 | SEC=agricultural | TT=118 | REL=main | PRICES=90,72,58,54 | ROAD=Đường giao thông liên thôn kết cấu trải nhựa, bê tông | START=cô Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0119-01 | SEC=agricultural | TT=119 | REL=main | PRICES=90,72,58,54 | ROAD=Đường giao thông liên thôn lại | START=còn Toàn tuyến | END= | FLAGS=
ID=NQ28-067-S01-TT0120-01 | SEC=agricultural | TT=120 | REL=main | PRICES=90,72,58,54 | ROAD=Các tuyến đường giao thông lại trên địa bàn xã Tân Tiến Tân Lập cũ 69. Xã Lộc Ninh | START=còn và Toàn tuyến Đoạn đường | END= | FLAGS=
ID=NQ28-067-S01-TT0001-03 | SEC=agricultural | TT=1 | REL=main | PRICES=420,336 | ROAD=Tên đường giao TT thông Đường Đường Quốc lộ 13 Vương | START=Hùng Đường Phát | END=Giá đất trồng lâu năm Huỳnh Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0002-03 | SEC=agricultural | TT=2 | REL=main | PRICES=420,336 | ROAD=Đường Đường Quốc lộ 13 Tấn | START=Huỳnh Đường Phát | END=Nguyễn Bình | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0003-03 | SEC=agricultural | TT=3 | REL=main | PRICES=420,336 | ROAD=Đường Đường Quốc lộ 13 Bình | START=Nguyễn Giáp ranh Thái (cũ) | END=xã Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0004-03 | SEC=agricultural | TT=4 | REL=main | PRICES=420,336 | ROAD=Đường Đường Quốc lộ 13 Vương | START=Hùng Đường Tháng | END=Cách Mạng Tám | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0005-03 | SEC=agricultural | TT=5 | REL=main | PRICES=420,336 | ROAD=Đường Đường Quốc lộ 13 Mạng Tám | START=Cách Tháng Giáp ranh | END=xã Lộc Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0006-03 | SEC=agricultural | TT=6 | REL=main | PRICES=168,134,108,44 | ROAD=Giáp Đường Quốc lộ 13 Lộc | START=Hết đất ranh xã Hưng Minh Tú | END=cây xăng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0007-03 | SEC=agricultural | TT=7 | REL=main | PRICES=168,134,108,44 | ROAD=Giáp Đường Quốc lộ 13 xăng | START=Hết ranh đất cây hàng Agribank Minh Tú Thái | END=đất Ngân Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0008-03 | SEC=agricultural | TT=8 | REL=main | PRICES=168,134,108,44 | ROAD=Giáp Đường Quốc lộ 13 hàng Lộc | START=ranh Ngân Hết ranh Agribank Trung Thành Thái | END=đất nhà nghỉ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0009-04 | SEC=agricultural | TT=9 | REL=main | PRICES=168,134,108,44 | ROAD=Giáp Đường Quốc lộ 13 nhà Thành | START=ranh đất Giáp ranh nghỉ Trung Ninh (cũ) | END=thị trấn Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0010-03 | SEC=agricultural | TT=10 | REL=main | PRICES=266,213 | ROAD=Đường Đường 7 tháng 4 13 | START=Quốc lộ Ngã ba Biên Phủ | END=đường Điện | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0011-03 | SEC=agricultural | TT=11 | REL=main | PRICES=266,213 | ROAD=Ngã Đường 7 tháng 4 Điện | START=ba đường Đường Biên Phủ | END=Hùng Vương | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0012-03 | SEC=agricultural | TT=12 | REL=main | PRICES=266,213 | ROAD=Đường Cách Mạng Đường Tháng Tám 13 | START=Quốc lộ Ngã ba | END=Sơn Hà | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0013-03 | SEC=agricultural | TT=13 | REL=main | PRICES=266,213 | ROAD=Đường Cách Mạng Ngã Tháng Tám | START=Hết tuyến ba Sơn Hà bom Làng | END=(Qua hố 10) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0014-04 | SEC=agricultural | TT=14 | REL=main | PRICES=266,213 | ROAD=Đường Đường Điện Biên Phủ 4 | START=7 tháng Giáp cầu | END=Ông Kỳ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0015-03 | SEC=agricultural | TT=15 | REL=main | PRICES=266,213 | ROAD=Giáp Đường Điện Biên Phủ Kỳ | START=cầu Ông Đường | END=Lê Lợi | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0016-03 | SEC=agricultural | TT=16 | REL=main | PRICES=266,213 | ROAD=Đường Điện Biên Phủ Đường | START=Lê Lợi Hết đường | END=nhựa | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0017-03 | SEC=agricultural | TT=17 | REL=main | PRICES=266,213 | ROAD=Đường Đường Đồng Khởi Vương | START=Hùng Đường Phủ | END=Điện Biên | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0018-03 | SEC=agricultural | TT=18 | REL=main | PRICES=266,213 | ROAD=Đường Đường 3 tháng 2 Tất | START=Nguyễn Đường Thành | END=Trần Văn Trí | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0019-03 | SEC=agricultural | TT=19 | REL=main | PRICES=266,213 | ROAD=Đường Đường 3 tháng 2 Văn | START=Trần Hết tuyến Trà | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0020-03 | SEC=agricultural | TT=20 | REL=main | PRICES=266,213 | ROAD=Đường Đường Hùng Vương 13 | START=Quốc lộ Đường | END=7 tháng 4 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0021-03 | SEC=agricultural | TT=21 | REL=main | PRICES=266,213 | ROAD=Đường Đường Hùng Vương 4 | START=7 tháng Đường | END=Đồng Khởi | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0022-03 | SEC=agricultural | TT=22 | REL=main | PRICES=266,213 | ROAD=Đường Đường Hùng Vương Khởi | START=Đồng Đường Nghệ | END=Huỳnh Văn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0023-03 | SEC=agricultural | TT=23 | REL=main | PRICES=266,213 | ROAD=Hẻm đường Hùng Đường Vương 4 | START=7 tháng Đường | END=Hùng Vương | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0024-03 | SEC=agricultural | TT=24 | REL=main | PRICES=266,213 | ROAD=Đường Khu phố Ninh Đường Thái Tấn | START=Huỳnh Giáp ranh Thái cũ Phát | END=xã Lộc | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0025-03 | SEC=agricultural | TT=25 | REL=main | PRICES=266,213 | ROAD=Đầu Đường ven suối Trường Mai | START=ranh đất Sao Cầu ngập mới | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0026-03 | SEC=agricultural | TT=26 | REL=main | PRICES=266,213 | ROAD=Đường Võ Thị Sáu Toàn | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0027-04 | SEC=agricultural | TT=27 | REL=main | PRICES=266,213 | ROAD=Đường Hoàng Hoa Đường Thám Trang | START=Nơ Đường Long Phong | END=Lê Hồng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0028-03 | SEC=agricultural | TT=28 | REL=main | PRICES=266,213 | ROAD=Đường Huỳnh Tấn Đường Phát 13 | START=Quốc lộ Cổng sau chế biến | END=nhà máy mủ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0029-02 | SEC=agricultural | TT=29 | REL=main | PRICES=266,213 | ROAD=Cổng Đường Huỳnh Tấn máy Phát mủ | START=sau nhà Đường chế biến | END=Quốc lộ 13 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0030-02 | SEC=agricultural | TT=30 | REL=main | PRICES=266,213 | ROAD=Đường Huỳnh Văn Đường Nghệ Khởi | START=Đồng Đường Phủ | END=Điện Biên | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0031-02 | SEC=agricultural | TT=31 | REL=main | PRICES=266,213 | ROAD=Đường Lê Hồng Đường Phong Tất | START=Nguyễn Đường Thành | END=3 tháng 2 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0032-02 | SEC=agricultural | TT=32 | REL=main | PRICES=266,213 | ROAD=Giáp Đường Lê Lợi Thuận | START=xã Lộc Đường cũ | END=Nguyễn Trãi | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0033-02 | SEC=agricultural | TT=33 | REL=main | PRICES=266,213 | ROAD=Đường Lê Lợi Đường | START=Nguyễn Hết tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0034-02 | SEC=agricultural | TT=34 | REL=main | PRICES=266,213 | ROAD=Trãi Đường Đường Lý Thái Tổ 13 | START=Quốc lộ Đường Long | END=Nơ Trang | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0035-02 | SEC=agricultural | TT=35 | REL=main | PRICES=266,213 | ROAD=Đường Đường Lý Thái Tổ Trang | START=Nơ Ngã ba Long 10 | END=hố Bom Làng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0036-02 | SEC=agricultural | TT=36 | REL=main | PRICES=266,213 | ROAD=Ngã Đường Lý Thái Tổ Làng | START=ba hố Bom Giáp ranh 10 | END=xã Lộc Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0037-02 | SEC=agricultural | TT=37 | REL=main | PRICES=266,213 | ROAD=Đường Lý Thường Đường Kiệt 13 | START=Quốc lộ Hết tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0038-02 | SEC=agricultural | TT=38 | REL=main | PRICES=266,213 | ROAD=Đường Đường Lý Tự Trọng Vương | START=Hùng Đường | END=7 tháng 4 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0039-02 | SEC=agricultural | TT=39 | REL=main | PRICES=266,213 | ROAD=Đường Đường Ngô Quyền 13 | START=Quốc lộ Hết tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0040-02 | SEC=agricultural | TT=40 | REL=main | PRICES=266,213 | ROAD=Đường Đường Nguyễn Bính 13 | START=Quốc lộ Cuối đường | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0041-02 | SEC=agricultural | TT=41 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Bỉnh Đường Khiêm 4 | START=7 tháng Đường Phát | END=Huỳnh Tấn | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0042-02 | SEC=agricultural | TT=42 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Chí Cầu Thanh | START=Đường ngập Đạo | END=Trần Hưng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0043-02 | SEC=agricultural | TT=43 | REL=main | PRICES=266,213 | ROAD=Đường Nguyễn Đình Đường Chiểu 4 | START=7 tháng Đường | END=Đồng Khởi | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0044-02 | SEC=agricultural | TT=44 | REL=main | PRICES=266,213 | ROAD=Đường Đường Nguyễn Du Vương | START=Hùng Giáp hẻm | END=số 39 | FLAGS=DUPLICATE_TT_IN_SEGMENT
